"CUADRO Nº 1: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia CHANCHAMAYO (000)",120768,20181,25610,25788,21231,13587,14371
"Católica (001)",78141,12812,16474,16817,14025,8869,9144
"Cristiana/Evangélica (002)",31441,5279,6309,6435,5427,3758,4233
"Otra (003)",4262,717,818,878,753,494,602
"Ninguna (004)",6924,1373,2009,1658,1026,466,392
"Hombres (006)",64555,10476,13693,13478,11103,7544,8261
"Católica (007)",42818,6782,9048,8933,7449,5129,5477
"Cristiana/Evangélica (008)",15389,2548,3027,3100,2638,1870,2206
"Otra (009)",2141,357,415,426,378,240,325
"Ninguna (010)",4207,789,1203,1019,638,305,253
"Mujeres (012)",56213,9705,11917,12310,10128,6043,6110
"Católica (013)",35323,6030,7426,7884,6576,3740,3667
"Cristiana/Evangélica (014)",16052,2731,3282,3335,2789,1888,2027
"Otra (015)",2121,360,403,452,375,254,277
"Ninguna (016)",2717,584,806,639,388,161,139
,,,,,,,
"URBANA (018)",70095,12300,14748,15004,12717,7902,7424
"Católica (019)",47720,8144,9868,10399,8849,5475,4985
"Cristiana/Evangélica (020)",15854,2907,3244,3117,2828,1852,1906
"Otra (021)",2792,472,554,546,505,351,364
"Ninguna (022)",3729,777,1082,942,535,224,169
"Hombres (024)",35545,6251,7513,7314,6252,4199,4016
"Católica (025)",24705,4189,5141,5152,4414,3016,2793
"Cristiana/Evangélica (026)",7367,1392,1482,1389,1290,880,934
"Otra (027)",1344,236,274,248,230,163,193
"Ninguna (028)",2129,434,616,525,318,140,96
"Mujeres (030)",34550,6049,7235,7690,6465,3703,3408
"Católica (031)",23015,3955,4727,5247,4435,2459,2192
"Cristiana/Evangélica (032)",8487,1515,1762,1728,1538,972,972
"Otra (033)",1448,236,280,298,275,188,171
"Ninguna (034)",1600,343,466,417,217,84,73
,,,,,,,
"RURAL (036)",50673,7881,10862,10784,8514,5685,6947
"Católica (037)",30421,4668,6606,6418,5176,3394,4159
"Cristiana/Evangélica (038)",15587,2372,3065,3318,2599,1906,2327
"Otra (039)",1470,245,264,332,248,143,238
"Ninguna (040)",3195,596,927,716,491,242,223
"Hombres (042)",29010,4225,6180,6164,4851,3345,4245
"Católica (043)",18113,2593,3907,3781,3035,2113,2684
"Cristiana/Evangélica (044)",8022,1156,1545,1711,1348,990,1272
"Otra (045)",797,121,141,178,148,77,132
"Ninguna (046)",2078,355,587,494,320,165,157
"Mujeres (048)",21663,3656,4682,4620,3663,2340,2702
"Católica (049)",12308,2075,2699,2637,2141,1281,1475
"Cristiana/Evangélica (050)",7565,1216,1520,1607,1251,916,1055
"Otra (051)",673,124,123,154,100,66,106
"Ninguna (052)",1117,241,340,222,171,77,66
