"CUADRO Nº 38: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia CHACHAPOYAS (000)",665,176,489
"Sin nivel (001)",16,3,13
"Educación inicial (002)",1,,1
"Primaria (003)",227,43,184
"Secundaria (004)",206,63,143
"Superior no univ. incompleta (005)",31,6,25
"Superior no univ. completa (006)",99,24,75
"Superior univ. incompleta (007)",24,10,14
"Superior univ. completa (008)",61,27,34
"De 14 a 29 años (010)",361,143,218
"Sin nivel (011)",6,2,4
"Primaria (013)",88,31,57
"Secundaria (014)",125,54,71
"Superior no univ. incompleta (015)",20,4,16
"Superior no univ. completa (016)",65,19,46
"Superior univ. incompleta (017)",18,10,8
"Superior univ. completa (018)",39,23,16
"De 30 a 44 años (020)",183,25,158
"Sin nivel (021)",4,1,3
"Educación inicial (022)",1,,1
"Primaria (023)",66,7,59
"Secundaria (024)",57,7,50
"Superior no univ. incompleta (025)",10,2,8
"Superior no univ. completa (026)",25,4,21
"Superior univ. incompleta (027)",5,,5
"Superior univ. completa (028)",15,4,11
"De 45 a 64 años (030)",94,8,86
"Sin nivel (031)",3,,3
"Primaria (033)",53,5,48
"Secundaria (034)",20,2,18
"Superior no univ. incompleta (035)",1,,1
"Superior no univ. completa (036)",9,1,8
"Superior univ. incompleta (037)",1,,1
"Superior univ. completa (038)",7,,7
"De 65 y más años (040)",27,,27
"Sin nivel (041)",3,,3
"Primaria (043)",20,,20
"Secundaria (044)",4,,4
,,,
"AREA URBANA (050)",569,161,408
"Sin nivel (051)",13,3,10
"Primaria (053)",153,30,123
"Secundaria (054)",191,61,130
"Superior no univ. incompleta (055)",30,6,24
"Superior no univ. completa (056)",97,24,73
"Superior univ. incompleta (057)",24,10,14
"Superior univ. completa (058)",61,27,34
"De 14 a 29 años (060)",314,130,184
"Sin nivel (061)",6,2,4
"Primaria (063)",51,20,31
"Secundaria (064)",117,52,65
"Superior no univ. incompleta (065)",19,4,15
"Superior no univ. completa (066)",64,19,45
"Superior univ. incompleta (067)",18,10,8
"Superior univ. completa (068)",39,23,16
"De 30 a 44 años (070)",157,25,132
"Sin nivel (071)",3,1,2
"Primaria (073)",49,7,42
"Secundaria (074)",51,7,44
"Superior no univ. incompleta (075)",10,2,8
"Superior no univ. completa (076)",24,4,20
"Superior univ. incompleta (077)",5,,5
"Superior univ. completa (078)",15,4,11
"De 45 a 64 años (080)",79,6,73
"Sin nivel (081)",2,,2
"Primaria (083)",39,3,36
"Secundaria (084)",20,2,18
"Superior no univ. incompleta (085)",1,,1
"Superior no univ. completa (086)",9,1,8
"Superior univ. incompleta (087)",1,,1
"Superior univ. completa (088)",7,,7
"De 65 y más años (090)",19,,19
"Sin nivel (091)",2,,2
"Primaria (093)",14,,14
"Secundaria (094)",3,,3
,,,
"AREA RURAL (100)",96,15,81
"Sin nivel (101)",3,,3
"Educación inicial (102)",1,,1
"Primaria (103)",74,13,61
"Secundaria (104)",15,2,13
"Superior no univ. incompleta (105)",1,,1
"Superior no univ. completa (106)",2,,2
"De 14 a 29 años (110)",47,13,34
"Primaria (113)",37,11,26
"Secundaria (114)",8,2,6
"Superior no univ. incompleta (115)",1,,1
"Superior no univ. completa (116)",1,,1
"De 30 a 44 años (120)",26,,26
"Sin nivel (121)",1,,1
"Educación inicial (122)",1,,1
"Primaria (123)",17,,17
"Secundaria (124)",6,,6
"Superior no univ. completa (126)",1,,1
"De 45 a 64 años (130)",15,2,13
"Sin nivel (131)",1,,1
"Primaria (133)",14,2,12
"De 65 y más años (140)",8,,8
"Sin nivel (141)",1,,1
"Primaria (143)",6,,6
"Secundaria (144)",1,,1
