"CUADRO Nº 5: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia LAURICOCHA (000)",24182,10119,2752,289,11121
"Conviviente (001)",6355,2473,744,82,3090
"Separado(a) (002)",744,292,56,11,387
"Casado(a) (003)",6305,2098,1101,108,3036
"Viudo(a) (004)",1171,406,41,8,716
"Divorciado(a) (005)",71,21,10,2,40
"Soltero(a) (006)",9536,4829,800,78,3852
"Hombres (008)",12573,4563,1983,216,5901
"Conviviente (009)",3314,1004,591,66,1685
"Separado(a) (010)",193,29,34,7,125
"Casado(a) (011)",3362,938,776,83,1602
"Viudo(a) (012)",313,79,17,1,216
"Divorciado(a) (013)",34,11,7,2,16
"Soltero(a) (014)",5357,2502,558,57,2257
"Mujeres (016)",11609,5556,769,73,5220
"Conviviente (017)",3041,1469,153,16,1405
"Separado(a) (018)",551,263,22,4,262
"Casado(a) (019)",2943,1160,325,25,1434
"Viudo(a) (020)",858,327,24,7,500
"Divorciado(a) (021)",37,10,3,,24
"Soltero(a) (022)",4179,2327,242,21,1595
,,,,,
"URBANA (024)",5640,2240,982,97,2332
"Conviviente (025)",1247,488,166,19,574
"Separado(a) (026)",174,75,19,3,77
"Casado(a) (027)",1576,508,429,37,608
"Viudo(a) (028)",282,110,20,5,147
"Divorciado(a) (029)",20,6,4,,10
"Soltero(a) (030)",2341,1053,344,33,916
"Hombres (032)",2781,997,535,59,1200
"Conviviente (033)",593,193,85,12,303
"Separado(a) (034)",35,7,3,1,24
"Casado(a) (035)",786,225,226,24,317
"Viudo(a) (036)",57,16,5,,36
"Divorciado(a) (037)",11,3,1,,7
"Soltero(a) (038)",1299,553,215,22,513
"Mujeres (040)",2859,1243,447,38,1132
"Conviviente (041)",654,295,81,7,271
"Separado(a) (042)",139,68,16,2,53
"Casado(a) (043)",790,283,203,13,291
"Viudo(a) (044)",225,94,15,5,111
"Divorciado(a) (045)",9,3,3,,3
"Soltero(a) (046)",1042,500,129,11,403
,,,,,
"RURAL (048)",18542,7879,1770,192,8789
"Conviviente (049)",5108,1985,578,63,2516
"Separado(a) (050)",570,217,37,8,310
"Casado(a) (051)",4729,1590,672,71,2428
"Viudo(a) (052)",889,296,21,3,569
"Divorciado(a) (053)",51,15,6,2,30
"Soltero(a) (054)",7195,3776,456,45,2936
"Hombres (056)",9792,3566,1448,157,4701
"Conviviente (057)",2721,811,506,54,1382
"Separado(a) (058)",158,22,31,6,101
"Casado(a) (059)",2576,713,550,59,1285
"Viudo(a) (060)",256,63,12,1,180
"Divorciado(a) (061)",23,8,6,2,9
"Soltero(a) (062)",4058,1949,343,35,1744
"Mujeres (064)",8750,4313,322,35,4088
"Conviviente (065)",2387,1174,72,9,1134
"Separado(a) (066)",412,195,6,2,209
"Casado(a) (067)",2153,877,122,12,1143
"Viudo(a) (068)",633,233,9,2,389
"Divorciado(a) (069)",28,7,,,21
"Soltero(a) (070)",3137,1827,113,10,1192
