"CUADRO Nº 8: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia ALTO AMAZONAS (000)",34644,1190,12137,11775,8042,1500
"Empleado (001)",5547,46,1945,2308,1192,56
"Obrero (002)",5811,188,2377,1966,1143,137
"Trabajador independiente (003)",15082,103,4112,5456,4396,1015
"Empleador o patrono (004)",819,2,193,326,244,54
"Trabajador familiar no remunerado (005)",5053,674,2282,1164,773,160
"Trabajador del hogar (006)",1060,87,636,200,107,30
"Desocupado (008)",1272,90,592,355,187,48
"Hombres (009)",24678,814,8678,8301,5765,1120
"Empleado (010)",3262,30,1126,1331,733,42
"Obrero (011)",5014,163,2069,1693,976,113
"Trabajador independiente (012)",12029,75,3320,4327,3479,828
"Empleador o patrono (013)",641,,147,249,201,44
"Trabajador familiar no remunerado (014)",2715,480,1562,413,205,55
"Trabajador del hogar (015)",66,11,34,14,6,1
"Desocupado (017)",951,55,420,274,165,37
"Mujeres (018)",9966,376,3459,3474,2277,380
"Empleado (019)",2285,16,819,977,459,14
"Obrero (020)",797,25,308,273,167,24
"Trabajador independiente (021)",3053,28,792,1129,917,187
"Empleador o patrono (022)",178,2,46,77,43,10
"Trabajador familiar no remunerado (023)",2338,194,720,751,568,105
"Trabajador del hogar (024)",994,76,602,186,101,29
"Desocupado (026)",321,35,172,81,22,11
,,,,,,
"URBANA (027)",22764,727,7636,7887,5502,1012
"Empleado (028)",5170,44,1839,2106,1126,55
"Obrero (029)",3463,111,1339,1192,714,107
"Trabajador independiente (030)",9103,100,2361,3220,2779,643
"Empleador o patrono (031)",674,2,161,269,203,39
"Trabajador familiar no remunerado (032)",2453,351,887,647,462,106
"Trabajador del hogar (033)",977,73,599,184,95,26
"Desocupado (035)",924,46,450,269,123,36
"Hombres (036)",14710,469,4918,4988,3622,713
"Empleado (037)",2995,28,1055,1188,683,41
"Obrero (038)",3008,100,1185,1024,610,89
"Trabajador independiente (039)",6406,73,1690,2181,1968,494
"Empleador o patrono (040)",504,,118,196,161,29
"Trabajador familiar no remunerado (041)",1094,235,544,194,91,30
"Trabajador del hogar (042)",52,4,31,10,6,1
"Desocupado (044)",651,29,295,195,103,29
"Mujeres (045)",8054,258,2718,2899,1880,299
"Empleado (046)",2175,16,784,918,443,14
"Obrero (047)",455,11,154,168,104,18
"Trabajador independiente (048)",2697,27,671,1039,811,149
"Empleador o patrono (049)",170,2,43,73,42,10
"Trabajador familiar no remunerado (050)",1359,116,343,453,371,76
"Trabajador del hogar (051)",925,69,568,174,89,25
"Desocupado (053)",273,17,155,74,20,7
,,,,,,
"RURAL (054)",11880,463,4501,3888,2540,488
"Empleado (055)",377,2,106,202,66,1
"Obrero (056)",2348,77,1038,774,429,30
"Trabajador independiente (057)",5979,3,1751,2236,1617,372
"Empleador o patrono (058)",145,,32,57,41,15
"Trabajador familiar no remunerado (059)",2600,323,1395,517,311,54
"Trabajador del hogar (060)",83,14,37,16,12,4
"Desocupado (062)",348,44,142,86,64,12
"Hombres (063)",9968,345,3760,3313,2143,407
"Empleado (064)",267,2,71,143,50,1
"Obrero (065)",2006,63,884,669,366,24
"Trabajador independiente (066)",5623,2,1630,2146,1511,334
"Empleador o patrono (067)",137,,29,53,40,15
"Trabajador familiar no remunerado (068)",1621,245,1018,219,114,25
"Trabajador del hogar (069)",14,7,3,4,,
"Desocupado (071)",300,26,125,79,62,8
"Mujeres (072)",1912,118,741,575,397,81
"Empleado (073)",110,,35,59,16,
"Obrero (074)",342,14,154,105,63,6
"Trabajador independiente (075)",356,1,121,90,106,38
"Empleador o patrono (076)",8,,3,4,1,
"Trabajador familiar no remunerado (077)",979,78,377,298,197,29
"Trabajador del hogar (078)",69,7,34,12,12,4
"Desocupado (080)",48,18,17,7,2,4
