"CUADRO Nº 6: POBLACIÓN DE 18 Y MÁS AÑOS DE EDAD, POR TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI), SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)",
,,"TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)","NO TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)"
,,,
"Provincia VIRU (000)",46300,44365,1935
"Hombres (001)",24270,23503,767
"Mujeres (002)",22030,20862,1168
"De 18 a 29 años (003)",20317,19275,1042
"Hombres (004)",10704,10200,504
"Mujeres (005)",9613,9075,538
"De 30 a 44 años (006)",14135,13872,263
"Hombres (007)",7323,7233,90
"Mujeres (008)",6812,6639,173
"De 45 a 64 años (009)",8560,8265,295
"Hombres (010)",4463,4393,70
"Mujeres (011)",4097,3872,225
"De 65 y más años (012)",3288,2953,335
"Hombres (013)",1780,1677,103
"Mujeres (014)",1508,1276,232
,,,
"URBANA (015)",35583,34387,1196
"Hombres (016)",18453,18001,452
"Mujeres (017)",17130,16386,744
"De 18 a 29 años (018)",16485,15802,683
"Hombres (019)",8623,8306,317
"Mujeres (020)",7862,7496,366
"De 30 a 44 años (021)",10994,10842,152
"Hombres (022)",5661,5611,50
"Mujeres (023)",5333,5231,102
"De 45 a 64 años (024)",6067,5910,157
"Hombres (025)",3095,3067,28
"Mujeres (026)",2972,2843,129
"De 65 y más años (027)",2037,1833,204
"Hombres (028)",1074,1017,57
"Mujeres (029)",963,816,147
,,,
"RURAL (030)",10717,9978,739
"Hombres (031)",5817,5502,315
"Mujeres (032)",4900,4476,424
"De 18 a 29 años (033)",3832,3473,359
"Hombres (034)",2081,1894,187
"Mujeres (035)",1751,1579,172
"De 30 a 44 años (036)",3141,3030,111
"Hombres (037)",1662,1622,40
"Mujeres (038)",1479,1408,71
"De 45 a 64 años (039)",2493,2355,138
"Hombres (040)",1368,1326,42
"Mujeres (041)",1125,1029,96
"De 65 y más años (042)",1251,1120,131
"Hombres (043)",706,660,46
"Mujeres (044)",545,460,85
