"CUADRO Nº 8: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia CORONGO (000)",2582,23,715,884,711,249
"Empleado (001)",445,,96,241,103,5
"Obrero (002)",470,2,187,145,118,18
"Trabajador independiente (003)",1177,2,214,385,402,174
"Empleador o patrono (004)",23,,2,9,7,5
"Trabajador familiar no remunerado (005)",353,18,159,73,61,42
"Trabajador del hogar (006)",42,1,18,12,10,1
"Desocupado (008)",72,,39,19,10,4
"Hombres (009)",2059,14,579,685,573,208
"Empleado (010)",276,,52,150,70,4
"Obrero (011)",441,1,176,138,112,14
"Trabajador independiente (012)",975,2,175,320,331,147
"Empleador o patrono (013)",21,,2,8,6,5
"Trabajador familiar no remunerado (014)",282,11,140,52,44,35
"Trabajador del hogar (015)",3,,1,1,1,
"Desocupado (017)",61,,33,16,9,3
"Mujeres (018)",523,9,136,199,138,41
"Empleado (019)",169,,44,91,33,1
"Obrero (020)",29,1,11,7,6,4
"Trabajador independiente (021)",202,,39,65,71,27
"Empleador o patrono (022)",2,,,1,1,
"Trabajador familiar no remunerado (023)",71,7,19,21,17,7
"Trabajador del hogar (024)",39,1,17,11,9,1
"Desocupado (026)",11,,6,3,1,1
,,,,,,
"URBANA (027)",1429,11,346,512,416,144
"Empleado (028)",338,,64,180,89,5
"Obrero (029)",285,1,104,94,74,12
"Trabajador independiente (030)",584,2,94,181,208,99
"Empleador o patrono (031)",15,,2,8,2,3
"Trabajador familiar no remunerado (032)",134,7,50,28,27,22
"Trabajador del hogar (033)",33,1,14,10,8,
"Desocupado (035)",40,,18,11,8,3
"Hombres (036)",1069,7,259,375,312,116
"Empleado (037)",217,,38,116,59,4
"Obrero (038)",263,1,95,88,69,10
"Trabajador independiente (039)",444,2,69,135,158,80
"Empleador o patrono (040)",13,,2,7,1,3
"Trabajador familiar no remunerado (041)",96,4,41,18,16,17
"Trabajador del hogar (042)",3,,1,1,1,
"Desocupado (044)",33,,13,10,8,2
"Mujeres (045)",360,4,87,137,104,28
"Empleado (046)",121,,26,64,30,1
"Obrero (047)",22,,9,6,5,2
"Trabajador independiente (048)",140,,25,46,50,19
"Empleador o patrono (049)",2,,,1,1,
"Trabajador familiar no remunerado (050)",38,3,9,10,11,5
"Trabajador del hogar (051)",30,1,13,9,7,
"Desocupado (053)",7,,5,1,,1
,,,,,,
"RURAL (054)",1153,12,369,372,295,105
"Empleado (055)",107,,32,61,14,
"Obrero (056)",185,1,83,51,44,6
"Trabajador independiente (057)",593,,120,204,194,75
"Empleador o patrono (058)",8,,,1,5,2
"Trabajador familiar no remunerado (059)",219,11,109,45,34,20
"Trabajador del hogar (060)",9,,4,2,2,1
"Desocupado (062)",32,,21,8,2,1
"Hombres (063)",990,7,320,310,261,92
"Empleado (064)",59,,14,34,11,
"Obrero (065)",178,,81,50,43,4
"Trabajador independiente (066)",531,,106,185,173,67
"Empleador o patrono (067)",8,,,1,5,2
"Trabajador familiar no remunerado (068)",186,7,99,34,28,18
"Desocupado (071)",28,,20,6,1,1
"Mujeres (072)",163,5,49,62,34,13
"Empleado (073)",48,,18,27,3,
"Obrero (074)",7,1,2,1,1,2
"Trabajador independiente (075)",62,,14,19,21,8
"Trabajador familiar no remunerado (077)",33,4,10,11,6,2
"Trabajador del hogar (078)",9,,4,2,2,1
"Desocupado (080)",4,,1,2,1,
