"CUADRO Nº 10: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"DISPONE DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA",
,,SI,NO
,,,
"Provincia HUANCAVELICA",,,
"Viviendas particulares (001)",15217,13456,1761
"Ocupantes presentes (002)",64069,56514,7555
"Casa independiente",,,
"Viviendas particulares (004)",12771,11204,1567
"Ocupantes presentes (005)",55659,48845,6814
"Departamento en edificio",,,
"Viviendas particulares (007)",115,106,9
"Ocupantes presentes (008)",326,305,21
"Vivienda en quinta",,,
"Viviendas particulares (010)",503,458,45
"Ocupantes presentes (011)",1641,1495,146
"Vivienda en casa de vecindad",,,
"Viviendas particulares (013)",1726,1590,136
"Ocupantes presentes (014)",6031,5476,555
"Choza o cabaña",,,
"Viviendas particulares (016)",58,58,
"Ocupantes presentes (017)",285,285,
"Vivienda improvisada",,,
"Viviendas particulares (019)",15,12,3
"Ocupantes presentes (020)",43,29,14
"Local no dest.para hab. humana",,,
"Viviendas particulares (022)",29,28,1
"Ocupantes presentes (023)",84,79,5
"Otro tipo",,,
,,,
URBANA,,,
"Viviendas particulares (028)",11491,10160,1331
"Ocupantes presentes (029)",47916,42216,5700
"Casa independiente",,,
"Viviendas particulares (031)",9104,7967,1137
"Ocupantes presentes (032)",39793,34834,4959
"Departamento en edificio",,,
"Viviendas particulares (034)",115,106,9
"Ocupantes presentes (035)",326,305,21
"Vivienda en quinta",,,
"Viviendas particulares (037)",503,458,45
"Ocupantes presentes (038)",1641,1495,146
"Vivienda en casa de vecindad",,,
"Viviendas particulares (040)",1726,1590,136
"Ocupantes presentes (041)",6031,5476,555
"Choza o cabaña",,,
"Vivienda improvisada",,,
"Viviendas particulares (046)",15,12,3
"Ocupantes presentes (047)",43,29,14
"Local no dest.para hab. humana",,,
"Viviendas particulares (049)",28,27,1
"Ocupantes presentes (050)",82,77,5
"Otro tipo",,,
,,,
RURAL,,,
"Viviendas particulares (055)",3726,3296,430
"Ocupantes presentes (056)",16153,14298,1855
"Casa independiente",,,
"Viviendas particulares (058)",3667,3237,430
"Ocupantes presentes (059)",15866,14011,1855
"Departamento en edificio",,,
"Vivienda en quinta",,,
"Vivienda en casa de vecindad",,,
"Choza o cabaña",,,
"Viviendas particulares (070)",58,58,
"Ocupantes presentes (071)",285,285,
"Vivienda improvisada",,,
"Local no dest.para hab. humana",,,
"Viviendas particulares (076)",1,1,
"Ocupantes presentes (077)",2,2,
"Otro tipo",,,
