"CUADRO Nº 12: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia PAUCARTAMBO (000)",10913,21,105,325,821,1997,4832,2812
"De 12 a 14 años (001)",34,,,,,,1,33
"De 15 a 19 años (002)",437,,,,,,262,175
"De 20 a 24 años (003)",1336,,,,,2,842,492
"De 25 a 29 años (004)",1497,,,,,54,1080,363
"De 30 a 34 años (005)",1450,,,,,163,1031,256
"De 35 a 39 años (006)",1319,,,,6,316,789,208
"De 40 a 44 años (007)",1145,,,1,40,384,523,197
"De 45 a 49 años (008)",900,,,3,81,433,260,123
"De 50 y más años (009)",2795,21,105,321,694,645,44,965
"PEA (010)",4279,1,20,104,337,844,1841,1132
"De 12 a 14 años (011)",6,,,,,,1,5
"De 15 a 19 años (012)",152,,,,,,92,60
"De 20 a 24 años (013)",539,,,,,,324,215
"De 25 a 29 años (014)",588,,,,,20,387,181
"De 30 a 34 años (015)",566,,,,,71,380,115
"De 35 a 39 años (016)",578,,,,4,144,334,96
"De 40 a 44 años (017)",491,,,,21,178,208,84
"De 45 a 49 años (018)",388,,,2,46,190,99,51
"De 50 y más años (019)",971,1,20,102,266,241,16,325
"Ocupada (020)",4212,1,20,102,333,837,1810,1109
"De 12 a 14 años (021)",6,,,,,,1,5
"De 15 a 19 años (022)",147,,,,,,88,59
"De 20 a 24 años (023)",517,,,,,,310,207
"De 25 a 29 años (024)",576,,,,,19,381,176
"De 30 a 34 años (025)",560,,,,,69,378,113
"De 35 a 39 años (026)",571,,,,4,144,332,91
"De 40 a 44 años (027)",482,,,,19,174,206,83
"De 45 a 49 años (028)",386,,,2,46,190,98,50
"De 50 y más años (029)",967,1,20,100,264,241,16,325
"Desocupada (030)",67,,,2,4,7,31,23
"De 15 a 19 años (032)",5,,,,,,4,1
"De 20 a 24 años (033)",22,,,,,,14,8
"De 25 a 29 años (034)",12,,,,,1,6,5
"De 30 a 34 años (035)",6,,,,,2,2,2
"De 35 a 39 años (036)",7,,,,,,2,5
"De 40 a 44 años (037)",9,,,,2,4,2,1
"De 45 a 49 años (038)",2,,,,,,1,1
"De 50 y más años (039)",4,,,2,2,,,
"No PEA (040)",6634,20,85,221,484,1153,2991,1680
"De 12 a 14 años (041)",28,,,,,,,28
"De 15 a 19 años (042)",285,,,,,,170,115
"De 20 a 24 años (043)",797,,,,,2,518,277
"De 25 a 29 años (044)",909,,,,,34,693,182
"De 30 a 34 años (045)",884,,,,,92,651,141
"De 35 a 39 años (046)",741,,,,2,172,455,112
"De 40 a 44 años (047)",654,,,1,19,206,315,113
"De 45 a 49 años (048)",512,,,1,35,243,161,72
