"CUADRO Nº 11: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ABASTECIMIENTO DE AGUA POTABLE, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, DISPONIBILIDAD DE AGUA TODOS LOS DÍAS DE LA SEMANA, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, DISPONIBILIDAD DE AGUA TODOS LOS DÍAS DE LA SEMANA, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"TIPO DE ABASTECIMIENTO DE AGUA POTABLE",,
,,"RED PÚBLICA DENTRO DE LA VIVIENDA (AGUA POTABLE)","RED PÚBLICA FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN (AGUA POTABLE)","PILÓN DE USO PÚBLICO (AGUA POTABLE)"
,,,,
"Provincia SANCHEZ CARRION",,,,
"Viviendas particulares (001)",4020,1971,1571,478
"Ocupantes presentes (002)",18857,9186,7408,2263
"Casa independiente",,,,
"Viviendas particulares (004)",3937,1920,1547,470
"Ocupantes presentes (005)",18485,8960,7286,2239
"Departamento en edificio",,,,
"Viviendas particulares (007)",11,11,,
"Ocupantes presentes (008)",60,60,,
"Vivienda en quinta",,,,
"Viviendas particulares (010)",45,26,19,
"Ocupantes presentes (011)",190,90,100,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (013)",19,14,5,
"Ocupantes presentes (014)",98,76,22,
"Choza o cabaña",,,,
"Viviendas particulares (016)",8,,,8
"Ocupantes presentes (017)",24,,,24
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (028)",3333,1706,1252,375
"Ocupantes presentes (029)",15650,7961,5916,1773
"Casa independiente",,,,
"Viviendas particulares (031)",3263,1665,1228,370
"Ocupantes presentes (032)",15340,7790,5794,1756
"Departamento en edificio",,,,
"Viviendas particulares (034)",1,1,,
"Ocupantes presentes (035)",5,5,,
"Vivienda en quinta",,,,
"Viviendas particulares (037)",45,26,19,
"Ocupantes presentes (038)",190,90,100,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (040)",19,14,5,
"Ocupantes presentes (041)",98,76,22,
"Choza o cabaña",,,,
"Viviendas particulares (043)",5,,,5
"Ocupantes presentes (044)",17,,,17
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
No,,,,
"Viviendas particulares (055)",687,265,319,103
"Ocupantes presentes (056)",3207,1225,1492,490
"Casa independiente",,,,
"Viviendas particulares (058)",674,255,319,100
"Ocupantes presentes (059)",3145,1170,1492,483
"Departamento en edificio",,,,
"Viviendas particulares (061)",10,10,,
"Ocupantes presentes (062)",55,55,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (070)",3,,,3
"Ocupantes presentes (071)",7,,,7
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
,,,,
URBANA,,,,
"Viviendas particulares (109)",1191,932,244,15
"Ocupantes presentes (110)",5708,4440,1196,72
"Casa independiente",,,,
"Viviendas particulares (112)",1116,881,220,15
"Ocupantes presentes (113)",5360,4214,1074,72
"Departamento en edificio",,,,
"Viviendas particulares (115)",11,11,,
"Ocupantes presentes (116)",60,60,,
"Vivienda en quinta",,,,
"Viviendas particulares (118)",45,26,19,
"Ocupantes presentes (119)",190,90,100,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (121)",19,14,5,
"Ocupantes presentes (122)",98,76,22,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (136)",1046,841,195,10
"Ocupantes presentes (137)",4974,3972,957,45
"Casa independiente",,,,
"Viviendas particulares (139)",981,800,171,10
"Ocupantes presentes (140)",4681,3801,835,45
"Departamento en edificio",,,,
"Viviendas particulares (142)",1,1,,
"Ocupantes presentes (143)",5,5,,
"Vivienda en quinta",,,,
"Viviendas particulares (145)",45,26,19,
"Ocupantes presentes (146)",190,90,100,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (148)",19,14,5,
"Ocupantes presentes (149)",98,76,22,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
No,,,,
"Viviendas particulares (163)",145,91,49,5
"Ocupantes presentes (164)",734,468,239,27
"Casa independiente",,,,
"Viviendas particulares (166)",135,81,49,5
"Ocupantes presentes (167)",679,413,239,27
"Departamento en edificio",,,,
"Viviendas particulares (169)",10,10,,
"Ocupantes presentes (170)",55,55,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
,,,,
RURAL,,,,
"Viviendas particulares (217)",2829,1039,1327,463
"Ocupantes presentes (218)",13149,4746,6212,2191
"Casa independiente",,,,
"Viviendas particulares (220)",2821,1039,1327,455
"Ocupantes presentes (221)",13125,4746,6212,2167
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (232)",8,,,8
"Ocupantes presentes (233)",24,,,24
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (244)",2287,865,1057,365
"Ocupantes presentes (245)",10676,3989,4959,1728
"Casa independiente",,,,
"Viviendas particulares (247)",2282,865,1057,360
"Ocupantes presentes (248)",10659,3989,4959,1711
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (259)",5,,,5
"Ocupantes presentes (260)",17,,,17
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
No,,,,
"Viviendas particulares (271)",542,174,270,98
"Ocupantes presentes (272)",2473,757,1253,463
"Casa independiente",,,,
"Viviendas particulares (274)",539,174,270,95
"Ocupantes presentes (275)",2466,757,1253,456
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (286)",3,,,3
"Ocupantes presentes (287)",7,,,7
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
