"CUADRO Nº 12: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia LAMBAYEQUE (000)",224313,17770,4231,104376,66430,7558,9779,6209,7960
"Hombres (001)",110991,5743,2199,49867,37310,3847,4503,3325,4197
"Mujeres (002)",113322,12027,2032,54509,29120,3711,5276,2884,3763
"PEA (003)",83738,4508,94,31085,29514,3613,6632,2437,5855
"Hombres (004)",63744,3217,76,25140,23885,2426,3846,1645,3509
"Mujeres (005)",19994,1291,18,5945,5629,1187,2786,792,2346
"Ocupada (006)",78453,4243,82,29132,27479,3425,6297,2271,5524
"Hombres (007)",59673,2999,65,23541,22242,2312,3660,1535,3319
"Mujeres (008)",18780,1244,17,5591,5237,1113,2637,736,2205
"Desocupada (009)",5285,265,12,1953,2035,188,335,166,331
"Hombres (010)",4071,218,11,1599,1643,114,186,110,190
"Mujeres (011)",1214,47,1,354,392,74,149,56,141
"No PEA (012)",140575,13262,4137,73291,36916,3945,3147,3772,2105
"Hombres (013)",47247,2526,2123,24727,13425,1421,657,1680,688
"Mujeres (014)",93328,10736,2014,48564,23491,2524,2490,2092,1417
,,,,,,,,,
"URBANA (018)",110154,5124,2096,38063,37261,6053,8451,5665,7441
"Hombres (019)",52933,1672,1088,17421,19225,2952,3736,2971,3868
"Mujeres (020)",57221,3452,1008,20642,18036,3101,4715,2694,3573
"PEA (021)",43159,1311,54,9392,15959,3053,5675,2269,5446
"Hombres (022)",28946,733,44,6524,11772,1985,3165,1506,3217
"Mujeres (023)",14213,578,10,2868,4187,1068,2510,763,2229
"Ocupada (024)",40458,1224,49,8746,14871,2899,5401,2113,5155
"Hombres (025)",26980,667,39,5988,10918,1897,3018,1403,3050
"Mujeres (026)",13478,557,10,2758,3953,1002,2383,710,2105
"Desocupada (027)",2701,87,5,646,1088,154,274,156,291
"Hombres (028)",1966,66,5,536,854,88,147,103,167
"Mujeres (029)",735,21,,110,234,66,127,53,124
"No PEA (030)",66995,3813,2042,28671,21302,3000,2776,3396,1995
"Hombres (031)",23987,939,1044,10897,7453,967,571,1465,651
"Mujeres (032)",43008,2874,998,17774,13849,2033,2205,1931,1344
,,,,,,,,,
"RURAL (036)",114159,12646,2135,66313,29169,1505,1328,544,519
"Hombres (037)",58058,4071,1111,32446,18085,895,767,354,329
"Mujeres (038)",56101,8575,1024,33867,11084,610,561,190,190
"PEA (039)",40579,3197,40,21693,13555,560,957,168,409
"Hombres (040)",34798,2484,32,18616,12113,441,681,139,292
"Mujeres (041)",5781,713,8,3077,1442,119,276,29,117
"Ocupada (042)",37995,3019,33,20386,12608,526,896,158,369
"Hombres (043)",32693,2332,26,17553,11324,415,642,132,269
"Mujeres (044)",5302,687,7,2833,1284,111,254,26,100
"Desocupada (045)",2584,178,7,1307,947,34,61,10,40
"Hombres (046)",2105,152,6,1063,789,26,39,7,23
"Mujeres (047)",479,26,1,244,158,8,22,3,17
"No PEA (048)",73580,9449,2095,44620,15614,945,371,376,110
"Hombres (049)",23260,1587,1079,13830,5972,454,86,215,37
"Mujeres (050)",50320,7862,1016,30790,9642,491,285,161,73
