"CUADRO Nº 9: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia ASCOPE (000)",37960,328,11205,14013,10956,1458
"Empleado (001)",8102,24,2359,3274,2345,100
"Obrero (002)",13843,110,4759,4852,3773,349
"Trabajador independiente (003)",13192,65,3162,4951,4152,862
"Empleador o patrono (004)",726,,116,258,288,64
"Trabajador familiar no remunerado (005)",1207,106,463,354,214,70
"Trabajador del hogar (006)",890,23,346,324,184,13
"Hombres (008)",27855,240,8396,10021,8118,1080
"Empleado (009)",4782,15,1178,1938,1573,78
"Obrero (010)",12884,99,4405,4501,3558,321
"Trabajador independiente (011)",8932,49,2390,3229,2669,595
"Empleador o patrono (012)",610,,97,211,248,54
"Trabajador familiar no remunerado (013)",621,75,314,136,65,31
"Trabajador del hogar (014)",26,2,12,6,5,1
"Mujeres (016)",10105,88,2809,3992,2838,378
"Empleado (017)",3320,9,1181,1336,772,22
"Obrero (018)",959,11,354,351,215,28
"Trabajador independiente (019)",4260,16,772,1722,1483,267
"Empleador o patrono (020)",116,,19,47,40,10
"Trabajador familiar no remunerado (021)",586,31,149,218,149,39
"Trabajador del hogar (022)",864,21,334,318,179,12
,,,,,,
"URBANA (024)",33145,271,9490,12564,9633,1187
"Empleado (025)",7752,23,2204,3157,2275,93
"Obrero (026)",11196,72,3710,4045,3124,245
"Trabajador independiente (027)",11834,63,2848,4522,3670,731
"Empleador o patrono (028)",579,,97,224,211,47
"Trabajador familiar no remunerado (029)",958,93,322,307,177,59
"Trabajador del hogar (030)",826,20,309,309,176,12
"Hombres (032)",23716,192,6972,8768,6954,830
"Empleado (033)",4567,14,1103,1858,1520,72
"Obrero (034)",10439,67,3452,3755,2944,221
"Trabajador independiente (035)",7787,47,2133,2869,2264,474
"Empleador o patrono (036)",474,,79,182,175,38
"Trabajador familiar no remunerado (037)",424,63,193,98,46,24
"Trabajador del hogar (038)",25,1,12,6,5,1
"Mujeres (040)",9429,79,2518,3796,2679,357
"Empleado (041)",3185,9,1101,1299,755,21
"Obrero (042)",757,5,258,290,180,24
"Trabajador independiente (043)",4047,16,715,1653,1406,257
"Empleador o patrono (044)",105,,18,42,36,9
"Trabajador familiar no remunerado (045)",534,30,129,209,131,35
"Trabajador del hogar (046)",801,19,297,303,171,11
,,,,,,
"RURAL (048)",4815,57,1715,1449,1323,271
"Empleado (049)",350,1,155,117,70,7
"Obrero (050)",2647,38,1049,807,649,104
"Trabajador independiente (051)",1358,2,314,429,482,131
"Empleador o patrono (052)",147,,19,34,77,17
"Trabajador familiar no remunerado (053)",249,13,141,47,37,11
"Trabajador del hogar (054)",64,3,37,15,8,1
"Hombres (056)",4139,48,1424,1253,1164,250
"Empleado (057)",215,1,75,80,53,6
"Obrero (058)",2445,32,953,746,614,100
"Trabajador independiente (059)",1145,2,257,360,405,121
"Empleador o patrono (060)",136,,18,29,73,16
"Trabajador familiar no remunerado (061)",197,12,121,38,19,7
"Trabajador del hogar (062)",1,1,,,,
"Mujeres (064)",676,9,291,196,159,21
"Empleado (065)",135,,80,37,17,1
"Obrero (066)",202,6,96,61,35,4
"Trabajador independiente (067)",213,,57,69,77,10
"Empleador o patrono (068)",11,,1,5,4,1
"Trabajador familiar no remunerado (069)",52,1,20,9,18,4
"Trabajador del hogar (070)",63,2,37,15,8,1
