"CUADRO Nº 36: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia MARISCAL CACERES (000)",373,119,254
"De 14 a 29 años (001)",206,81,125
"De 30 a 44 años (002)",103,31,72
"De 45 a 64 años (003)",54,7,47
"De 65 y más años (004)",10,,10
"Hombres (005)",258,78,180
"De 14 a 29 años (006)",135,50,85
"De 30 a 44 años (007)",69,21,48
"De 45 a 64 años (008)",45,7,38
"De 65 y más años (009)",9,,9
"Mujeres (010)",115,41,74
"De 14 a 29 años (011)",71,31,40
"De 30 a 44 años (012)",34,10,24
"De 45 a 64 años (013)",9,,9
"De 65 y más años (014)",1,,1
,,,
"AREA URBANA (015)",265,49,216
"De 14 a 29 años (016)",135,33,102
"De 30 a 44 años (017)",73,12,61
"De 45 a 64 años (018)",49,4,45
"De 65 y más años (019)",8,,8
"Hombres (020)",179,26,153
"De 14 a 29 años (021)",81,16,65
"De 30 a 44 años (022)",49,6,43
"De 45 a 64 años (023)",41,4,37
"De 65 y más años (024)",8,,8
"Mujeres (025)",86,23,63
"De 14 a 29 años (026)",54,17,37
"De 30 a 44 años (027)",24,6,18
"De 45 a 64 años (028)",8,,8
,,,
"AREA RURAL (030)",108,70,38
"De 14 a 29 años (031)",71,48,23
"De 30 a 44 años (032)",30,19,11
"De 45 a 64 años (033)",5,3,2
"De 65 y más años (034)",2,,2
"Hombres (035)",79,52,27
"De 14 a 29 años (036)",54,34,20
"De 30 a 44 años (037)",20,15,5
"De 45 a 64 años (038)",4,3,1
"De 65 y más años (039)",1,,1
"Mujeres (040)",29,18,11
"De 14 a 29 años (041)",17,14,3
"De 30 a 44 años (042)",10,4,6
"De 45 a 64 años (043)",1,,1
"De 65 y más años (044)",1,,1
