"CUADRO Nº 16: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DE ALUMBRADO ELÉCTRICO, POR RED PÚBLICA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"DISPONE DE ALUMBRADO ELÉCTRICO POR RED PÚBLICA",
,,SI,NO
,,,
"Provincia BOLOGNESI",,,
"Viviendas particulares (001)",7480,4978,2502
"Ocupantes presentes (002)",28835,20109,8726
"Casa independiente",,,
"Viviendas particulares (004)",6748,4886,1862
"Ocupantes presentes (005)",26121,19714,6407
"Departamento en edificio",,,
"Viviendas particulares (007)",3,3,
"Ocupantes presentes (008)",20,20,
"Vivienda en quinta",,,
"Viviendas particulares (010)",25,25,
"Ocupantes presentes (011)",109,109,
"Vivienda en casa de vecindad",,,
"Viviendas particulares (013)",45,33,12
"Ocupantes presentes (014)",202,156,46
"Choza o cabaña",,,
"Viviendas particulares (016)",641,19,622
"Ocupantes presentes (017)",2327,72,2255
"Vivienda improvisada",,,
"Local no dest.para hab. humana",,,
"Viviendas particulares (022)",15,10,5
"Ocupantes presentes (023)",43,30,13
"Otro tipo",,,
"Viviendas particulares (025)",3,2,1
"Ocupantes presentes (026)",13,8,5
,,,
URBANA,,,
"Viviendas particulares (028)",4718,3850,868
"Ocupantes presentes (029)",18577,15769,2808
"Casa independiente",,,
"Viviendas particulares (031)",4633,3780,853
"Ocupantes presentes (032)",18207,15455,2752
"Departamento en edificio",,,
"Viviendas particulares (034)",3,3,
"Ocupantes presentes (035)",20,20,
"Vivienda en quinta",,,
"Viviendas particulares (037)",25,25,
"Ocupantes presentes (038)",109,109,
"Vivienda en casa de vecindad",,,
"Viviendas particulares (040)",45,33,12
"Ocupantes presentes (041)",202,156,46
"Choza o cabaña",,,
"Vivienda improvisada",,,
"Local no dest.para hab. humana",,,
"Viviendas particulares (049)",12,9,3
"Ocupantes presentes (050)",39,29,10
"Otro tipo",,,
,,,
RURAL,,,
"Viviendas particulares (055)",2762,1128,1634
"Ocupantes presentes (056)",10258,4340,5918
"Casa independiente",,,
"Viviendas particulares (058)",2115,1106,1009
"Ocupantes presentes (059)",7914,4259,3655
"Departamento en edificio",,,
"Vivienda en quinta",,,
"Vivienda en casa de vecindad",,,
"Choza o cabaña",,,
"Viviendas particulares (070)",641,19,622
"Ocupantes presentes (071)",2327,72,2255
"Vivienda improvisada",,,
"Local no dest.para hab. humana",,,
"Viviendas particulares (076)",3,1,2
"Ocupantes presentes (077)",4,1,3
"Otro tipo",,,
"Viviendas particulares (079)",3,2,1
"Ocupantes presentes (080)",13,8,5
