"CUADRO Nº 36: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia SUCRE (000)",67,24,43
"De 14 a 29 años (001)",30,16,14
"De 30 a 44 años (002)",20,8,12
"De 45 a 64 años (003)",11,,11
"De 65 y más años (004)",6,,6
"Hombres (005)",53,19,34
"De 14 a 29 años (006)",21,12,9
"De 30 a 44 años (007)",18,7,11
"De 45 a 64 años (008)",9,,9
"De 65 y más años (009)",5,,5
"Mujeres (010)",14,5,9
"De 14 a 29 años (011)",9,4,5
"De 30 a 44 años (012)",2,1,1
"De 45 a 64 años (013)",2,,2
"De 65 y más años (014)",1,,1
,,,
"AREA URBANA (015)",30,9,21
"De 14 a 29 años (016)",17,8,9
"De 30 a 44 años (017)",10,1,9
"De 45 a 64 años (018)",2,,2
"De 65 y más años (019)",1,,1
"Hombres (020)",20,6,14
"De 14 a 29 años (021)",10,5,5
"De 30 a 44 años (022)",9,1,8
"De 45 a 64 años (023)",1,,1
"Mujeres (025)",10,3,7
"De 14 a 29 años (026)",7,3,4
"De 30 a 44 años (027)",1,,1
"De 45 a 64 años (028)",1,,1
"De 65 y más años (029)",1,,1
,,,
"AREA RURAL (030)",37,15,22
"De 14 a 29 años (031)",13,8,5
"De 30 a 44 años (032)",10,7,3
"De 45 a 64 años (033)",9,,9
"De 65 y más años (034)",5,,5
"Hombres (035)",33,13,20
"De 14 a 29 años (036)",11,7,4
"De 30 a 44 años (037)",9,6,3
"De 45 a 64 años (038)",8,,8
"De 65 y más años (039)",5,,5
"Mujeres (040)",4,2,2
"De 14 a 29 años (041)",2,1,1
"De 30 a 44 años (042)",1,1,
"De 45 a 64 años (043)",1,,1
