"CUADRO Nº 9: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ABASTECIMIENTO DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"TIPO DE ABASTECIMIENTO DE AGUA",,,,,,,
,,"RED PÚBLICA DENTRO DE LA VIVIENDA (AGUA POTABLE)","RED PÚBLICA FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN (AGUA POTABLE)","PILÓN DE USO PÚBLICO (AGUA POTABLE)","CAMIÓN-CISTERNA U OTRO SIMILAR",POZO,"RÍO, ACEQUIA, MANANTIAL O SIMILAR",VECINO,OTRO
,,,,,,,,,
"Provincia HUARAL",,,,,,,,,
"Viviendas particulares (001)",39427,23017,2813,1408,507,7115,2940,1349,278
"Ocupantes presentes (002)",161991,97844,10509,5359,1851,30139,10668,4756,865
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",35893,20909,2120,1280,375,7019,2785,1155,250
"Ocupantes presentes (005)",149183,89917,8211,4865,1363,29786,10138,4109,794
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",768,634,125,,,,,9,
"Ocupantes presentes (008)",2702,2317,359,,,,,26,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",821,579,214,,,,,28,
"Ocupantes presentes (011)",2903,2133,693,,,,,77,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",775,465,219,29,1,17,5,34,5
"Ocupantes presentes (014)",2909,1811,758,108,2,67,16,139,8
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",312,,,3,122,38,141,6,2
"Ocupantes presentes (017)",1110,,,10,461,131,479,26,3
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",781,386,127,93,5,35,7,110,18
"Ocupantes presentes (020)",2971,1556,463,367,21,127,31,350,56
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",70,44,8,2,2,6,2,4,2
"Ocupantes presentes (023)",195,110,25,4,2,28,4,19,3
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",7,,,1,2,,,3,1
"Ocupantes presentes (026)",18,,,5,2,,,10,1
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",32491,22557,2725,1161,96,3691,925,1118,218
"Ocupantes presentes (029)",135396,96035,10180,4594,370,16209,3460,3909,639
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",29282,20450,2034,1037,88,3636,913,930,194
"Ocupantes presentes (032)",123732,88111,7884,4112,345,16006,3413,3288,573
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",768,634,125,,,,,9,
"Ocupantes presentes (035)",2702,2317,359,,,,,26,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",821,579,214,,,,,28,
"Ocupantes presentes (038)",2903,2133,693,,,,,77,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",775,465,219,29,1,17,5,34,5
"Ocupantes presentes (041)",2909,1811,758,108,2,67,16,139,8
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",781,386,127,93,5,35,7,110,18
"Ocupantes presentes (047)",2971,1556,463,367,21,127,31,350,56
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",60,43,6,1,2,3,,4,1
"Ocupantes presentes (050)",164,107,23,2,2,9,,19,2
"Otro tipo",,,,,,,,,
"Viviendas particulares (052)",4,,,1,,,,3,
"Ocupantes presentes (053)",15,,,5,,,,10,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",6936,460,88,247,411,3424,2015,231,60
"Ocupantes presentes (056)",26595,1809,329,765,1481,13930,7208,847,226
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",6611,459,86,243,287,3383,1872,225,56
"Ocupantes presentes (059)",25451,1806,327,753,1018,13780,6725,821,221
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",312,,,3,122,38,141,6,2
"Ocupantes presentes (071)",1110,,,10,461,131,479,26,3
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",10,1,2,1,,3,2,,1
"Ocupantes presentes (077)",31,3,2,2,,19,4,,1
"Otro tipo",,,,,,,,,
"Viviendas particulares (079)",3,,,,2,,,,1
"Ocupantes presentes (080)",3,,,,2,,,,1
