"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y LENGUA O IDIOMA CON EL QUE APRENDIÓ A HABLAR",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y LENGUA O IDIOMA CON LA QUE APRENDIO A HABLAR",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia AZANGARO (000)",128905,22537,7716,1238,97489
"Quechua (001)",104456,17318,4203,747,82220
"Aymara (002)",364,59,40,12,256
"Asháninka (003)",12,5,3,3,5
"Otra lengua nativa (004)",136,44,2,2,90
"Castellano (005)",23759,5081,3467,468,14777
"Idioma Extranjero (006)",6,,,4,2
"Es Sordomudo/a (007)",172,30,1,2,139
"Hombres (009)",62484,10718,4014,744,47056
"Quechua (010)",49761,8112,2224,422,39023
"Aymara (011)",165,36,17,10,105
"Asháninka (012)",5,1,1,,3
"Otra lengua nativa (013)",80,19,2,2,59
"Castellano (014)",12377,2535,1769,306,7790
"Idioma Extranjero (015)",6,,,4,2
"Es Sordomudo/a (016)",90,15,1,,74
"Mujeres (018)",66421,11819,3702,494,50433
"Quechua (019)",54695,9206,1979,325,43197
"Aymara (020)",199,23,23,2,151
"Asháninka (021)",7,4,2,3,2
"Otra lengua nativa (022)",56,25,,,31
"Castellano (023)",11382,2546,1698,162,6987
"Es Sordomudo/a (025)",82,15,,2,65
,,,,,
"URBANA (027)",35295,4722,5443,660,24501
"Quechua (028)",19345,2000,2194,270,14888
"Aymara (029)",87,6,25,7,50
"Asháninka (030)",5,2,2,1,1
"Otra lengua nativa (031)",4,1,,,3
"Castellano (032)",15821,2708,3222,378,9535
"Idioma Extranjero (033)",6,,,4,2
"Es Sordomudo/a (034)",27,5,,,22
"Hombres (036)",17505,2240,2795,430,12065
"Quechua (037)",9315,914,1152,164,7092
"Aymara (038)",45,3,12,7,24
"Asháninka (039)",3,1,1,,1
"Otra lengua nativa (040)",4,1,,,3
"Castellano (041)",8117,1317,1630,255,4932
"Idioma Extranjero (042)",6,,,4,2
"Es Sordomudo/a (043)",15,4,,,11
"Mujeres (045)",17790,2482,2648,230,12436
"Quechua (046)",10030,1086,1042,106,7796
"Aymara (047)",42,3,13,,26
"Asháninka (048)",2,1,1,1,
"Castellano (050)",7704,1391,1592,123,4603
"Es Sordomudo/a (052)",12,1,,,11
,,,,,
"RURAL (054)",93610,17815,2273,578,72988
"Quechua (055)",85111,15318,2009,477,67332
"Aymara (056)",277,53,15,5,206
"Asháninka (057)",7,3,1,2,4
"Otra lengua nativa (058)",132,43,2,2,87
"Castellano (059)",7938,2373,245,90,5242
"Es Sordomudo/a (061)",145,25,1,2,117
"Hombres (063)",44979,8478,1219,314,34991
"Quechua (064)",40446,7198,1072,258,31931
"Aymara (065)",120,33,5,3,81
"Asháninka (066)",2,,,,2
"Otra lengua nativa (067)",76,18,2,2,56
"Castellano (068)",4260,1218,139,51,2858
"Es Sordomudo/a (070)",75,11,1,,63
"Mujeres (072)",48631,9337,1054,264,37997
"Quechua (073)",44665,8120,937,219,35401
"Aymara (074)",157,20,10,2,125
"Asháninka (075)",5,3,1,2,2
"Otra lengua nativa (076)",56,25,,,31
"Castellano (077)",3678,1155,106,39,2384
"Es Sordomudo/a (079)",70,14,,2,54
