"CUADRO Nº 5: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia PACHITEA (000)",39456,14518,1087,334,23548
"Conviviente (001)",11553,3416,239,86,7817
"Separado(a) (002)",1164,361,40,11,754
"Casado(a) (003)",9562,2961,392,66,6149
"Viudo(a) (004)",1711,421,30,8,1253
"Divorciado(a) (005)",157,43,1,3,110
"Soltero(a) (006)",15309,7316,385,160,7465
"Hombres (008)",20006,6689,560,177,12593
"Conviviente (009)",5821,1450,111,38,4223
"Separado(a) (010)",333,61,16,4,252
"Casado(a) (011)",4722,1318,223,38,3148
"Viudo(a) (012)",618,134,9,3,472
"Divorciado(a) (013)",79,13,,2,64
"Soltero(a) (014)",8433,3713,201,92,4434
"Mujeres (016)",19450,7829,527,157,10955
"Conviviente (017)",5732,1966,128,48,3594
"Separado(a) (018)",831,300,24,7,502
"Casado(a) (019)",4840,1643,169,28,3001
"Viudo(a) (020)",1093,287,21,5,781
"Divorciado(a) (021)",78,30,1,1,46
"Soltero(a) (022)",6876,3603,184,68,3031
,,,,,
"URBANA (024)",6166,1537,524,124,3991
"Conviviente (025)",1889,337,127,34,1393
"Separado(a) (026)",212,45,20,7,142
"Casado(a) (027)",1370,255,183,27,906
"Viudo(a) (028)",217,36,16,4,161
"Divorciado(a) (029)",33,4,,1,28
"Soltero(a) (030)",2445,860,178,51,1361
"Hombres (032)",3093,659,267,70,2098
"Conviviente (033)",930,112,62,17,739
"Separado(a) (034)",58,1,10,2,45
"Casado(a) (035)",678,107,100,17,455
"Viudo(a) (036)",68,13,4,2,49
"Divorciado(a) (037)",15,,,1,14
"Soltero(a) (038)",1344,426,91,31,796
"Mujeres (040)",3073,878,257,54,1893
"Conviviente (041)",959,225,65,17,654
"Separado(a) (042)",154,44,10,5,97
"Casado(a) (043)",692,148,83,10,451
"Viudo(a) (044)",149,23,12,2,112
"Divorciado(a) (045)",18,4,,,14
"Soltero(a) (046)",1101,434,87,20,565
,,,,,
"RURAL (048)",33290,12981,563,210,19557
"Conviviente (049)",9664,3079,112,52,6424
"Separado(a) (050)",952,316,20,4,612
"Casado(a) (051)",8192,2706,209,39,5243
"Viudo(a) (052)",1494,385,14,4,1092
"Divorciado(a) (053)",124,39,1,2,82
"Soltero(a) (054)",12864,6456,207,109,6104
"Hombres (056)",16913,6030,293,107,10495
"Conviviente (057)",4891,1338,49,21,3484
"Separado(a) (058)",275,60,6,2,207
"Casado(a) (059)",4044,1211,123,21,2693
"Viudo(a) (060)",550,121,5,1,423
"Divorciado(a) (061)",64,13,,1,50
"Soltero(a) (062)",7089,3287,110,61,3638
"Mujeres (064)",16377,6951,270,103,9062
"Conviviente (065)",4773,1741,63,31,2940
"Separado(a) (066)",677,256,14,2,405
"Casado(a) (067)",4148,1495,86,18,2550
"Viudo(a) (068)",944,264,9,3,669
"Divorciado(a) (069)",60,26,1,1,32
"Soltero(a) (070)",5775,3169,97,48,2466
