"CUADRO Nº 5: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia MARAÑON (000)",17679,7175,823,76,9621
"Conviviente (001)",6468,2234,239,24,3973
"Separado(a) (002)",532,171,22,1,338
"Casado(a) (003)",3480,1201,293,21,1970
"Viudo(a) (004)",802,173,15,3,612
"Divorciado(a) (005)",56,11,3,1,41
"Soltero(a) (006)",6341,3385,251,26,2687
"Hombres (008)",9074,3338,430,61,5258
"Conviviente (009)",3147,861,126,21,2140
"Separado(a) (010)",185,50,7,1,127
"Casado(a) (011)",1740,544,150,16,1034
"Viudo(a) (012)",212,40,4,3,166
"Divorciado(a) (013)",17,2,2,,13
"Soltero(a) (014)",3773,1841,141,20,1778
"Mujeres (016)",8605,3837,393,15,4363
"Conviviente (017)",3321,1373,113,3,1833
"Separado(a) (018)",347,121,15,,211
"Casado(a) (019)",1740,657,143,5,936
"Viudo(a) (020)",590,133,11,,446
"Divorciado(a) (021)",39,9,1,1,28
"Soltero(a) (022)",2568,1544,110,6,909
,,,,,
"URBANA (024)",2862,983,510,45,1327
"Conviviente (025)",911,308,125,15,463
"Separado(a) (026)",91,30,15,,46
"Casado(a) (027)",636,175,201,14,247
"Viudo(a) (028)",95,23,5,2,65
"Divorciado(a) (029)",10,1,3,,6
"Soltero(a) (030)",1119,446,161,14,500
"Hombres (032)",1475,462,270,39,706
"Conviviente (033)",448,123,68,13,244
"Separado(a) (034)",25,7,4,,14
"Casado(a) (035)",328,82,103,12,132
"Viudo(a) (036)",20,3,2,2,13
"Divorciado(a) (037)",7,1,2,,4
"Soltero(a) (038)",647,246,91,12,299
"Mujeres (040)",1387,521,240,6,621
"Conviviente (041)",463,185,57,2,219
"Separado(a) (042)",66,23,11,,32
"Casado(a) (043)",308,93,98,2,115
"Viudo(a) (044)",75,20,3,,52
"Divorciado(a) (045)",3,,1,,2
"Soltero(a) (046)",472,200,70,2,201
,,,,,
"RURAL (048)",14817,6192,313,31,8294
"Conviviente (049)",5557,1926,114,9,3510
"Separado(a) (050)",441,141,7,1,292
"Casado(a) (051)",2844,1026,92,7,1723
"Viudo(a) (052)",707,150,10,1,547
"Divorciado(a) (053)",46,10,,1,35
"Soltero(a) (054)",5222,2939,90,12,2187
"Hombres (056)",7599,2876,160,22,4552
"Conviviente (057)",2699,738,58,8,1896
"Separado(a) (058)",160,43,3,1,113
"Casado(a) (059)",1412,462,47,4,902
"Viudo(a) (060)",192,37,2,1,153
"Divorciado(a) (061)",10,1,,,9
"Soltero(a) (062)",3126,1595,50,8,1479
"Mujeres (064)",7218,3316,153,9,3742
"Conviviente (065)",2858,1188,56,1,1614
"Separado(a) (066)",281,98,4,,179
"Casado(a) (067)",1432,564,45,3,821
"Viudo(a) (068)",515,113,8,,394
"Divorciado(a) (069)",36,9,,1,26
"Soltero(a) (070)",2096,1344,40,4,708
