"CUADRO Nº 37: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia SANTA CRUZ (000)",618,203,415
"Sin nivel (001)",48,14,34
"Educación inicial (002)",1,1,
"Primaria (003)",267,78,189
"Secundaria (004)",257,90,167
"Superior no univ. incompleta (005)",9,3,6
"Superior no univ. completa (006)",19,8,11
"Superior univ. incompleta (007)",7,4,3
"Superior univ. completa (008)",10,5,5
"Hombres (010)",522,146,376
"Sin nivel (011)",37,8,29
"Educación inicial (012)",1,1,
"Primaria (013)",233,56,177
"Secundaria (014)",220,71,149
"Superior no univ. incompleta (015)",7,2,5
"Superior no univ. completa (016)",12,2,10
"Superior univ. incompleta (017)",6,3,3
"Superior univ. completa (018)",6,3,3
"Mujeres (020)",96,57,39
"Sin nivel (021)",11,6,5
"Primaria (023)",34,22,12
"Secundaria (024)",37,19,18
"Superior no univ. incompleta (025)",2,1,1
"Superior no univ. completa (026)",7,6,1
"Superior univ. incompleta (027)",1,1,
"Superior univ. completa (028)",4,2,2
,,,
"AREA URBANA (030)",128,48,80
"Sin nivel (031)",5,,5
"Primaria (033)",35,10,25
"Secundaria (034)",59,25,34
"Superior no univ. incompleta (035)",5,2,3
"Superior no univ. completa (036)",11,5,6
"Superior univ. incompleta (037)",6,3,3
"Superior univ. completa (038)",7,3,4
"Hombres (040)",95,30,65
"Sin nivel (041)",3,,3
"Primaria (043)",28,7,21
"Secundaria (044)",47,19,28
"Superior no univ. incompleta (045)",3,1,2
"Superior no univ. completa (046)",6,,6
"Superior univ. incompleta (047)",5,2,3
"Superior univ. completa (048)",3,1,2
"Mujeres (050)",33,18,15
"Sin nivel (051)",2,,2
"Primaria (053)",7,3,4
"Secundaria (054)",12,6,6
"Superior no univ. incompleta (055)",2,1,1
"Superior no univ. completa (056)",5,5,
"Superior univ. incompleta (057)",1,1,
"Superior univ. completa (058)",4,2,2
,,,
"AREA RURAL (060)",490,155,335
"Sin nivel (061)",43,14,29
"Educación inicial (062)",1,1,
"Primaria (063)",232,68,164
"Secundaria (064)",198,65,133
"Superior no univ. incompleta (065)",4,1,3
"Superior no univ. completa (066)",8,3,5
"Superior univ. incompleta (067)",1,1,
"Superior univ. completa (068)",3,2,1
"Hombres (070)",427,116,311
"Sin nivel (071)",34,8,26
"Educación inicial (072)",1,1,
"Primaria (073)",205,49,156
"Secundaria (074)",173,52,121
"Superior no univ. incompleta (075)",4,1,3
"Superior no univ. completa (076)",6,2,4
"Superior univ. incompleta (077)",1,1,
"Superior univ. completa (078)",3,2,1
"Mujeres (080)",63,39,24
"Sin nivel (081)",9,6,3
"Primaria (083)",27,19,8
"Secundaria (084)",25,13,12
"Superior no univ. completa (086)",2,1,1
