"CUADRO Nº 14: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y ESTADO CIVIL",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y ESTADO CIVIL",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia PICOTA (000)",9582,288,5186,2344,574,184,90,29,2,,885
"Conviviente (001)",4255,147,2354,1001,243,64,30,10,1,,405
"Separado(a) (002)",240,8,132,59,14,6,4,2,,,15
"Casado(a) (003)",4107,100,2276,1079,267,81,37,10,,,257
"Viudo(a) (004)",480,20,250,104,21,15,11,5,1,,53
"Divorciado(a) (005)",16,,6,3,2,2,1,,,,2
"Soltero(a) (006)",484,13,168,98,27,16,7,2,,,153
,,,,,,,,,,,
"URBANA (008)",6275,174,3302,1554,415,136,70,21,1,,602
"Conviviente (009)",2632,82,1411,642,168,44,25,6,,,254
"Separado(a) (010)",155,5,85,36,11,4,4,1,,,9
"Casado(a) (011)",2749,59,1486,724,200,65,24,10,,,181
"Viudo(a) (012)",342,17,180,68,14,10,9,3,1,,40
"Divorciado(a) (013)",14,,5,3,2,1,1,,,,2
"Soltero(a) (014)",383,11,135,81,20,12,7,1,,,116
,,,,,,,,,,,
"RURAL (016)",3307,114,1884,790,159,48,20,8,1,,283
"Conviviente (017)",1623,65,943,359,75,20,5,4,1,,151
"Separado(a) (018)",85,3,47,23,3,2,,1,,,6
"Casado(a) (019)",1358,41,790,355,67,16,13,,,,76
"Viudo(a) (020)",138,3,70,36,7,5,2,2,,,13
"Divorciado(a) (021)",2,,1,,,1,,,,,
"Soltero(a) (022)",101,2,33,17,7,4,,1,,,37
