"CUADRO Nº 12: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia PUNO (000)",205533,16610,3029,64409,67636,8018,11882,12983,20966
"Hombres (001)",100903,3593,1489,30131,36421,4160,6002,7488,11619
"Mujeres (002)",104630,13017,1540,34278,31215,3858,5880,5495,9347
"PEA (003)",99739,7530,62,23944,33835,4020,8766,5033,16549
"Hombres (004)",56504,2035,28,12422,21434,2404,4899,3373,9909
"Mujeres (005)",43235,5495,34,11522,12401,1616,3867,1660,6640
"Ocupada (006)",93680,7398,54,23115,31180,3740,8108,4752,15333
"Hombres (007)",52386,1949,24,11788,19422,2237,4549,3181,9236
"Mujeres (008)",41294,5449,30,11327,11758,1503,3559,1571,6097
"Desocupada (009)",6059,132,8,829,2655,280,658,281,1216
"Hombres (010)",4118,86,4,634,2012,167,350,192,673
"Mujeres (011)",1941,46,4,195,643,113,308,89,543
"No PEA (012)",105794,9080,2967,40465,33801,3998,3116,7950,4417
"Hombres (013)",44399,1558,1461,17709,14987,1756,1103,4115,1710
"Mujeres (014)",61395,7522,1506,22756,18814,2242,2013,3835,2707
,,,,,,,,,
"URBANA (018)",122973,4192,1927,28524,39413,6440,10448,12088,19941
"Hombres (019)",60125,736,948,12631,19912,3130,4972,6873,10923
"Mujeres (020)",62848,3456,979,15893,19501,3310,5476,5215,9018
"PEA (021)",57630,1363,32,6921,17772,3328,7710,4685,15819
"Hombres (022)",32451,301,16,3061,10655,1886,4112,3093,9327
"Mujeres (023)",25179,1062,16,3860,7117,1442,3598,1592,6492
"Ocupada (024)",53800,1302,26,6615,16438,3112,7197,4420,14690
"Hombres (025)",30155,272,13,2856,9746,1771,3865,2915,8717
"Mujeres (026)",23645,1030,13,3759,6692,1341,3332,1505,5973
"Desocupada (027)",3830,61,6,306,1334,216,513,265,1129
"Hombres (028)",2296,29,3,205,909,115,247,178,610
"Mujeres (029)",1534,32,3,101,425,101,266,87,519
"No PEA (030)",65343,2829,1895,21603,21641,3112,2738,7403,4122
"Hombres (031)",27674,435,932,9570,9257,1244,860,3780,1596
"Mujeres (032)",37669,2394,963,12033,12384,1868,1878,3623,2526
,,,,,,,,,
"RURAL (036)",82560,12418,1102,35885,28223,1578,1434,895,1025
"Hombres (037)",40778,2857,541,17500,16509,1030,1030,615,696
"Mujeres (038)",41782,9561,561,18385,11714,548,404,280,329
"PEA (039)",42109,6167,30,17023,16063,692,1056,348,730
"Hombres (040)",24053,1734,12,9361,10779,518,787,280,582
"Mujeres (041)",18056,4433,18,7662,5284,174,269,68,148
"Ocupada (042)",39880,6096,28,16500,14742,628,911,332,643
"Hombres (043)",22231,1677,11,8932,9676,466,684,266,519
"Mujeres (044)",17649,4419,17,7568,5066,162,227,66,124
"Desocupada (045)",2229,71,2,523,1321,64,145,16,87
"Hombres (046)",1822,57,1,429,1103,52,103,14,63
"Mujeres (047)",407,14,1,94,218,12,42,2,24
"No PEA (048)",40451,6251,1072,18862,12160,886,378,547,295
"Hombres (049)",16725,1123,529,8139,5730,512,243,335,114
"Mujeres (050)",23726,5128,543,10723,6430,374,135,212,181
