"CUADRO Nº 1: POBLACIÓN TOTAL, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia GRAN CHIMU (000)",30399,9694,2559,676,17501
"Menos de 1 año (001)",624,452,32,5,135
"De 1 a 14 años (002)",9376,6218,590,109,2467
"De 15 a 29 años (003)",7382,1574,601,181,5034
"De 30 a 44 años (004)",5913,754,800,195,4174
"De 45 a 64 años (005)",4633,494,410,121,3613
"De 65 y mas años (006)",2471,202,126,65,2078
"Hombres (008)",16389,4735,1641,437,9599
"Menos de 1 año (009)",312,228,14,5,65
"De 1 a 14 años (010)",4818,3157,311,51,1306
"De 15 a 29 años (011)",4090,684,437,127,2846
"De 30 a 44 años (012)",3298,323,520,147,2316
"De 45 a 64 años (013)",2565,231,283,67,1988
"De 65 y mas años (014)",1306,112,76,40,1078
"Mujeres (016)",14010,4959,918,239,7902
"Menos de 1 año (017)",312,224,18,,70
"De 1 a 14 años (018)",4558,3061,279,58,1161
"De 15 a 29 años (019)",3292,890,164,54,2188
"De 30 a 44 años (020)",2615,431,280,48,1858
"De 45 a 64 años (021)",2068,263,127,54,1625
"De 65 y mas años (022)",1165,90,50,25,1000
,,,,,
"URBANA (024)",6544,1918,1084,234,3327
"Menos de 1 año (025)",107,66,15,3,23
"De 1 a 14 años (026)",1823,1132,350,31,317
"De 15 a 29 años (027)",1609,415,160,50,989
"De 30 a 44 años (028)",1354,145,284,56,874
"De 45 a 64 años (029)",1048,104,192,53,701
"De 65 y mas años (030)",603,56,83,41,423
"Hombres (032)",3275,904,554,137,1692
"Menos de 1 año (033)",60,37,5,3,15
"De 1 a 14 años (034)",942,573,194,14,168
"De 15 a 29 años (035)",800,168,77,32,524
"De 30 a 44 años (036)",655,60,115,38,445
"De 45 a 64 años (037)",534,42,111,29,353
"De 65 y mas años (038)",284,24,52,21,187
"Mujeres (040)",3269,1014,530,97,1635
"Menos de 1 año (041)",47,29,10,,8
"De 1 a 14 años (042)",881,559,156,17,149
"De 15 a 29 años (043)",809,247,83,18,465
"De 30 a 44 años (044)",699,85,169,18,429
"De 45 a 64 años (045)",514,62,81,24,348
"De 65 y mas años (046)",319,32,31,20,236
,,,,,
"RURAL (048)",23855,7776,1475,442,14174
"Menos de 1 año (049)",517,386,17,2,112
"De 1 a 14 años (050)",7553,5086,240,78,2150
"De 15 a 29 años (051)",5773,1159,441,131,4045
"De 30 a 44 años (052)",4559,609,516,139,3300
"De 45 a 64 años (053)",3585,390,218,68,2912
"De 65 y mas años (054)",1868,146,43,24,1655
"Hombres (056)",13114,3831,1087,300,7907
"Menos de 1 año (057)",252,191,9,2,50
"De 1 a 14 años (058)",3876,2584,117,37,1138
"De 15 a 29 años (059)",3290,516,360,95,2322
"De 30 a 44 años (060)",2643,263,405,109,1871
"De 45 a 64 años (061)",2031,189,172,38,1635
"De 65 y mas años (062)",1022,88,24,19,891
"Mujeres (064)",10741,3945,388,142,6267
"Menos de 1 año (065)",265,195,8,,62
"De 1 a 14 años (066)",3677,2502,123,41,1012
"De 15 a 29 años (067)",2483,643,81,36,1723
"De 30 a 44 años (068)",1916,346,111,30,1429
"De 45 a 64 años (069)",1554,201,46,30,1277
"De 65 y mas años (070)",846,58,19,5,764
