"CUADRO Nº 6: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR PERSONAS QUE PERTENECÍAN AL HOGAR Y AHORA VIVEN PERMANENTEMENTE EN OTRO PAÍS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE PERSONAS QUE VIVEN PERMANENTEMENTE EN OTRO PAÍS",,,,,,,NINGUNA
,,1,2,3,4,5,6,"7 Y MÁS",
,,,,,,,,,
"Provincia CONDORCANQUI",,,,,,,,,
"Hogares (001)",8720,51,16,11,12,2,5,9,8614
"Ocupantes presentes (002)",42662,192,71,31,56,10,30,61,42211
"Casa independiente",,,,,,,,,
"Hogares (004)",2038,15,10,8,7,2,2,6,1988
"Ocupantes presentes (005)",9759,51,42,21,30,10,8,37,9560
"Departamento en edificio",,,,,,,,,
"Hogares (007)",8,1,,,,,,,7
"Ocupantes presentes (008)",15,1,,,,,,,14
"Vivienda en quinta",,,,,,,,,
"Hogares (010)",14,1,,,,,,,13
"Ocupantes presentes (011)",33,1,,,,,,,32
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (013)",52,2,,,,,,,50
"Ocupantes presentes (014)",166,2,,,,,,,164
"Choza o cabaña",,,,,,,,,
"Hogares (016)",6587,32,6,3,5,,3,3,6535
"Ocupantes presentes (017)",32596,137,29,10,26,,22,24,32348
"Vivienda improvisada",,,,,,,,,
"Hogares (019)",16,,,,,,,,16
"Ocupantes presentes (020)",72,,,,,,,,72
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (022)",3,,,,,,,,3
"Ocupantes presentes (023)",13,,,,,,,,13
"Otro tipo",,,,,,,,,
"Hogares (025)",2,,,,,,,,2
"Ocupantes presentes (026)",8,,,,,,,,8
,,,,,,,,,
URBANA,,,,,,,,,
"Hogares (028)",1273,14,8,8,6,2,2,4,1229
"Ocupantes presentes (029)",6124,41,26,21,26,10,8,25,5967
"Casa independiente",,,,,,,,,
"Hogares (031)",1182,10,8,8,6,2,2,4,1142
"Ocupantes presentes (032)",5831,37,26,21,26,10,8,25,5678
"Departamento en edificio",,,,,,,,,
"Hogares (034)",8,1,,,,,,,7
"Ocupantes presentes (035)",15,1,,,,,,,14
"Vivienda en quinta",,,,,,,,,
"Hogares (037)",14,1,,,,,,,13
"Ocupantes presentes (038)",33,1,,,,,,,32
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (040)",52,2,,,,,,,50
"Ocupantes presentes (041)",166,2,,,,,,,164
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Hogares (046)",16,,,,,,,,16
"Ocupantes presentes (047)",72,,,,,,,,72
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (049)",1,,,,,,,,1
"Ocupantes presentes (050)",7,,,,,,,,7
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Hogares (055)",7447,37,8,3,6,,3,5,7385
"Ocupantes presentes (056)",36538,151,45,10,30,,22,36,36244
"Casa independiente",,,,,,,,,
"Hogares (058)",856,5,2,,1,,,2,846
"Ocupantes presentes (059)",3928,14,16,,4,,,12,3882
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Hogares (070)",6587,32,6,3,5,,3,3,6535
"Ocupantes presentes (071)",32596,137,29,10,26,,22,24,32348
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (076)",2,,,,,,,,2
"Ocupantes presentes (077)",6,,,,,,,,6
"Otro tipo",,,,,,,,,
"Hogares (079)",2,,,,,,,,2
"Ocupantes presentes (080)",8,,,,,,,,8
