"CUADRO Nº 12: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia CHURCAMPA (000)",38100,6486,723,19077,9630,520,711,266,687
"Hombres (001)",18790,1615,371,9589,5853,313,430,182,437
"Mujeres (002)",19310,4871,352,9488,3777,207,281,84,250
"PEA (003)",13586,2263,20,5686,3965,267,601,155,629
"Hombres (004)",9566,1079,12,4125,3250,191,389,116,404
"Mujeres (005)",4020,1184,8,1561,715,76,212,39,225
"Ocupada (006)",13112,2222,20,5528,3742,251,583,146,620
"Hombres (007)",9188,1050,12,3993,3068,178,376,112,399
"Mujeres (008)",3924,1172,8,1535,674,73,207,34,221
"Desocupada (009)",474,41,,158,223,16,18,9,9
"Hombres (010)",378,29,,132,182,13,13,4,5
"Mujeres (011)",96,12,,26,41,3,5,5,4
"No PEA (012)",24514,4223,703,13391,5665,253,110,111,58
"Hombres (013)",9224,536,359,5464,2603,122,41,66,33
"Mujeres (014)",15290,3687,344,7927,3062,131,69,45,25
,,,,,,,,,
"URBANA (018)",8986,708,79,3422,3135,356,550,202,534
"Hombres (019)",4661,140,41,1598,1853,213,336,141,339
"Mujeres (020)",4325,568,38,1824,1282,143,214,61,195
"PEA (021)",3861,207,3,932,1428,203,472,124,492
"Hombres (022)",2637,75,1,573,1130,143,306,95,314
"Mujeres (023)",1224,132,2,359,298,60,166,29,178
"Ocupada (024)",3679,191,3,877,1347,198,460,119,484
"Hombres (025)",2498,64,1,529,1064,140,298,92,310
"Mujeres (026)",1181,127,2,348,283,58,162,27,174
"Desocupada (027)",182,16,,55,81,5,12,5,8
"Hombres (028)",139,11,,44,66,3,8,3,4
"Mujeres (029)",43,5,,11,15,2,4,2,4
"No PEA (030)",5125,501,76,2490,1707,153,78,78,42
"Hombres (031)",2024,65,40,1025,723,70,30,46,25
"Mujeres (032)",3101,436,36,1465,984,83,48,32,17
,,,,,,,,,
"RURAL (036)",29114,5778,644,15655,6495,164,161,64,153
"Hombres (037)",14129,1475,330,7991,4000,100,94,41,98
"Mujeres (038)",14985,4303,314,7664,2495,64,67,23,55
"PEA (039)",9725,2056,17,4754,2537,64,129,31,137
"Hombres (040)",6929,1004,11,3552,2120,48,83,21,90
"Mujeres (041)",2796,1052,6,1202,417,16,46,10,47
"Ocupada (042)",9433,2031,17,4651,2395,53,123,27,136
"Hombres (043)",6690,986,11,3464,2004,38,78,20,89
"Mujeres (044)",2743,1045,6,1187,391,15,45,7,47
"Desocupada (045)",292,25,,103,142,11,6,4,1
"Hombres (046)",239,18,,88,116,10,5,1,1
"Mujeres (047)",53,7,,15,26,1,1,3,
"No PEA (048)",19389,3722,627,10901,3958,100,32,33,16
"Hombres (049)",7200,471,319,4439,1880,52,11,20,8
"Mujeres (050)",12189,3251,308,6462,2078,48,21,13,8
