"CUADRO Nº 6: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR PERSONAS QUE PERTENECÍAN AL HOGAR Y AHORA VIVEN PERMANENTEMENTE EN OTRO PAÍS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE PERSONAS QUE VIVEN PERMANENTEMENTE EN OTRO PAÍS",,,,,,,NINGUNA
,,1,2,3,4,5,6,"7 Y MÁS",
,,,,,,,,,
"Provincia SULLANA",,,,,,,,,
"Hogares (001)",67697,2218,779,545,497,322,176,241,62919
"Ocupantes presentes (002)",285727,8936,2863,1939,1909,1499,908,1533,266140
"Casa independiente",,,,,,,,,
"Hogares (004)",67100,2192,771,539,489,320,176,240,62373
"Ocupantes presentes (005)",283622,8850,2842,1922,1881,1489,908,1524,264206
"Departamento en edificio",,,,,,,,,
"Hogares (007)",280,19,4,2,4,1,,,250
"Ocupantes presentes (008)",988,62,10,6,14,5,,,891
"Vivienda en quinta",,,,,,,,,
"Hogares (010)",81,1,1,,1,,,,78
"Ocupantes presentes (011)",281,3,1,,2,,,,275
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (013)",73,2,2,,,,,1,68
"Ocupantes presentes (014)",305,7,8,,,,,9,281
"Choza o cabaña",,,,,,,,,
"Hogares (016)",43,1,,1,1,,,,40
"Ocupantes presentes (017)",127,6,,3,4,,,,114
"Vivienda improvisada",,,,,,,,,
"Hogares (019)",76,3,1,3,2,,,,67
"Ocupantes presentes (020)",286,8,2,8,8,,,,260
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (022)",38,,,,,1,,,37
"Ocupantes presentes (023)",106,,,,,5,,,101
"Otro tipo",,,,,,,,,
"Hogares (025)",6,,,,,,,,6
"Ocupantes presentes (026)",12,,,,,,,,12
,,,,,,,,,
URBANA,,,,,,,,,
"Hogares (028)",60673,2069,707,493,443,285,145,204,56327
"Ocupantes presentes (029)",256988,8374,2615,1756,1697,1316,727,1293,239210
"Casa independiente",,,,,,,,,
"Hogares (031)",60124,2044,699,488,436,283,145,203,55826
"Ocupantes presentes (032)",255020,8294,2594,1742,1673,1306,727,1284,237400
"Departamento en edificio",,,,,,,,,
"Hogares (034)",280,19,4,2,4,1,,,250
"Ocupantes presentes (035)",988,62,10,6,14,5,,,891
"Vivienda en quinta",,,,,,,,,
"Hogares (037)",81,1,1,,1,,,,78
"Ocupantes presentes (038)",281,3,1,,2,,,,275
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (040)",73,2,2,,,,,1,68
"Ocupantes presentes (041)",305,7,8,,,,,9,281
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Hogares (046)",76,3,1,3,2,,,,67
"Ocupantes presentes (047)",286,8,2,8,8,,,,260
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (049)",35,,,,,1,,,34
"Ocupantes presentes (050)",98,,,,,5,,,93
"Otro tipo",,,,,,,,,
"Hogares (052)",4,,,,,,,,4
"Ocupantes presentes (053)",10,,,,,,,,10
,,,,,,,,,
RURAL,,,,,,,,,
"Hogares (055)",7024,149,72,52,54,37,31,37,6592
"Ocupantes presentes (056)",28739,562,248,183,212,183,181,240,26930
"Casa independiente",,,,,,,,,
"Hogares (058)",6976,148,72,51,53,37,31,37,6547
"Ocupantes presentes (059)",28602,556,248,180,208,183,181,240,26806
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Hogares (070)",43,1,,1,1,,,,40
"Ocupantes presentes (071)",127,6,,3,4,,,,114
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (076)",3,,,,,,,,3
"Ocupantes presentes (077)",8,,,,,,,,8
"Otro tipo",,,,,,,,,
"Hogares (079)",2,,,,,,,,2
"Ocupantes presentes (080)",2,,,,,,,,2
