"CUADRO Nº 8: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia LEONCIO PRADO (000)",46569,1251,16544,15987,10677,2110
"Empleado (001)",7900,85,2987,3115,1620,93
"Obrero (002)",7698,266,3533,2302,1362,235
"Trabajador independiente (003)",21689,95,5686,8200,6291,1417
"Empleador o patrono (004)",1341,2,280,522,420,117
"Trabajador familiar no remunerado (005)",4481,627,2310,929,482,133
"Trabajador del hogar (006)",1096,66,573,265,165,27
"Desocupado (008)",2364,110,1175,654,337,88
"Hombres (009)",33650,932,12121,11200,7728,1669
"Empleado (010)",4635,53,1638,1814,1063,67
"Obrero (011)",6544,237,3080,1869,1152,206
"Trabajador independiente (012)",16600,66,4520,6159,4703,1152
"Empleador o patrono (013)",1074,1,218,419,341,95
"Trabajador familiar no remunerado (014)",2867,488,1761,377,171,70
"Trabajador del hogar (015)",245,12,132,64,28,9
"Desocupado (017)",1685,75,772,498,270,70
"Mujeres (018)",12919,319,4423,4787,2949,441
"Empleado (019)",3265,32,1349,1301,557,26
"Obrero (020)",1154,29,453,433,210,29
"Trabajador independiente (021)",5089,29,1166,2041,1588,265
"Empleador o patrono (022)",267,1,62,103,79,22
"Trabajador familiar no remunerado (023)",1614,139,549,552,311,63
"Trabajador del hogar (024)",851,54,441,201,137,18
"Desocupado (026)",679,35,403,156,67,18
,,,,,,
"URBANA (027)",28049,588,9660,10087,6714,1000
"Empleado (028)",7458,81,2787,2956,1547,87
"Obrero (029)",3846,122,1619,1200,793,112
"Trabajador independiente (030)",12000,88,3136,4584,3567,625
"Empleador o patrono (031)",678,2,151,264,215,46
"Trabajador familiar no remunerado (032)",1722,208,748,454,243,69
"Trabajador del hogar (033)",845,56,438,205,132,14
"Desocupado (035)",1500,31,781,424,217,47
"Hombres (036)",17931,390,6235,6221,4385,700
"Empleado (037)",4374,51,1522,1728,1010,63
"Obrero (038)",3231,105,1399,958,670,99
"Trabajador independiente (039)",7932,62,2221,2907,2304,438
"Empleador o patrono (040)",470,1,97,179,160,33
"Trabajador familiar no remunerado (041)",843,143,475,129,66,30
"Trabajador del hogar (042)",112,8,66,28,10,
"Desocupado (044)",969,20,455,292,165,37
"Mujeres (045)",10118,198,3425,3866,2329,300
"Empleado (046)",3084,30,1265,1228,537,24
"Obrero (047)",615,17,220,242,123,13
"Trabajador independiente (048)",4068,26,915,1677,1263,187
"Empleador o patrono (049)",208,1,54,85,55,13
"Trabajador familiar no remunerado (050)",879,65,273,325,177,39
"Trabajador del hogar (051)",733,48,372,177,122,14
"Desocupado (053)",531,11,326,132,52,10
,,,,,,
"RURAL (054)",18520,663,6884,5900,3963,1110
"Empleado (055)",442,4,200,159,73,6
"Obrero (056)",3852,144,1914,1102,569,123
"Trabajador independiente (057)",9689,7,2550,3616,2724,792
"Empleador o patrono (058)",663,,129,258,205,71
"Trabajador familiar no remunerado (059)",2759,419,1562,475,239,64
"Trabajador del hogar (060)",251,10,135,60,33,13
"Desocupado (062)",864,79,394,230,120,41
"Hombres (063)",15719,542,5886,4979,3343,969
"Empleado (064)",261,2,116,86,53,4
"Obrero (065)",3313,132,1681,911,482,107
"Trabajador independiente (066)",8668,4,2299,3252,2399,714
"Empleador o patrono (067)",604,,121,240,181,62
"Trabajador familiar no remunerado (068)",2024,345,1286,248,105,40
"Trabajador del hogar (069)",133,4,66,36,18,9
"Desocupado (071)",716,55,317,206,105,33
"Mujeres (072)",2801,121,998,921,620,141
"Empleado (073)",181,2,84,73,20,2
"Obrero (074)",539,12,233,191,87,16
"Trabajador independiente (075)",1021,3,251,364,325,78
"Empleador o patrono (076)",59,,8,18,24,9
"Trabajador familiar no remunerado (077)",735,74,276,227,134,24
"Trabajador del hogar (078)",118,6,69,24,15,4
"Desocupado (080)",148,24,77,24,15,8
