"CUADRO Nº 9: POBLACIÓN DE 3 A 24 AÑOS DE EDAD, POR CONDICIÓN DE ALFABETISMO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD NORMATIVA DE ESTUDIOS",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y EDAD NORMATIVA DE ESTUDIOS",TOTAL,"CONDICIÓN DE ALFABETISMO",
,,"SABE LEER Y ESCRIBIR","NO SABE LEER NI ESCRIBIR"
,,,
"Provincia HUAMALIES (000)",33723,26216,7507
"De 3 a 5 años (001)",5101,219,4882
"De 6 a 11 años (002)",11156,9032,2124
"De 12 a 16 años (003)",8963,8809,154
"De 17 a 24 años (004)",8503,8156,347
"Hombres (005)",17355,13604,3751
"De 3 a 5 años (006)",2575,123,2452
"De 6 a 11 años (007)",5680,4597,1083
"De 12 a 16 años (008)",4663,4586,77
"De 17 a 24 años (009)",4437,4298,139
"Mujeres (010)",16368,12612,3756
"De 3 a 5 años (011)",2526,96,2430
"De 6 a 11 años (012)",5476,4435,1041
"De 12 a 16 años (013)",4300,4223,77
"De 17 a 24 años (014)",4066,3858,208
,,,
"URBANA (015)",9243,7596,1647
"De 3 a 5 años (016)",1281,72,1209
"De 6 a 11 años (017)",3031,2663,368
"De 12 a 16 años (018)",2629,2614,15
"De 17 a 24 años (019)",2302,2247,55
"Hombres (020)",4673,3853,820
"De 3 a 5 años (021)",649,40,609
"De 6 a 11 años (022)",1536,1356,180
"De 12 a 16 años (023)",1329,1319,10
"De 17 a 24 años (024)",1159,1138,21
"Mujeres (025)",4570,3743,827
"De 3 a 5 años (026)",632,32,600
"De 6 a 11 años (027)",1495,1307,188
"De 12 a 16 años (028)",1300,1295,5
"De 17 a 24 años (029)",1143,1109,34
,,,
"RURAL (030)",24480,18620,5860
"De 3 a 5 años (031)",3820,147,3673
"De 6 a 11 años (032)",8125,6369,1756
"De 12 a 16 años (033)",6334,6195,139
"De 17 a 24 años (034)",6201,5909,292
"Hombres (035)",12682,9751,2931
"De 3 a 5 años (036)",1926,83,1843
"De 6 a 11 años (037)",4144,3241,903
"De 12 a 16 años (038)",3334,3267,67
"De 17 a 24 años (039)",3278,3160,118
"Mujeres (040)",11798,8869,2929
"De 3 a 5 años (041)",1894,64,1830
"De 6 a 11 años (042)",3981,3128,853
"De 12 a 16 años (043)",3000,2928,72
"De 17 a 24 años (044)",2923,2749,174
