"CUADRO Nº 20: TOTAL DE VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR RÉGIMEN DE TENENCIA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"RÉGIMEN DE TENENCIA",,,,,
,,ALQUILADA,"PROPIA POR INVASIÓN","PROPIA PAGÁNDOLA A PLAZOS","PROPIA TOTALMENTE PAGADA","CEDIDA POR EL CENTRO DE TRABAJO/OTRO HOGAR /INSTITUCIÓN","OTRA FORMA"
,,,,,,,
"Provincia CHACHAPOYAS",,,,,,,
"Viviendas particulares (001)",13044,2698,132,169,9401,347,297
"Ocupantes presentes (002)",48870,8069,519,721,37406,1038,1117
"Casa independiente",,,,,,,
"Viviendas particulares (004)",11503,1722,132,164,8938,289,258
"Ocupantes presentes (005)",44194,5738,519,692,35402,860,983
"Departamento en edificio",,,,,,,
"Viviendas particulares (007)",97,71,,,24,1,1
"Ocupantes presentes (008)",283,163,,,115,2,3
"Vivienda en quinta",,,,,,,
"Viviendas particulares (010)",223,139,,1,71,8,4
"Ocupantes presentes (011)",740,371,,1,322,29,17
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",1168,757,,4,341,39,27
"Ocupantes presentes (014)",3505,1778,,28,1483,120,96
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",39,5,,,24,4,6
"Ocupantes presentes (017)",110,9,,,69,15,17
"Vivienda improvisada",,,,,,,
"Viviendas particulares (019)",3,,,,1,2,
"Ocupantes presentes (020)",17,,,,9,8,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",7,1,,,2,4,
"Ocupantes presentes (023)",14,4,,,6,4,
"Otro tipo",,,,,,,
"Viviendas particulares (025)",4,3,,,,,1
"Ocupantes presentes (026)",7,6,,,,,1
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",9000,2443,131,143,5913,195,175
"Ocupantes presentes (029)",33513,7132,515,627,23966,612,661
"Casa independiente",,,,,,,
"Viviendas particulares (031)",7503,1473,131,138,5474,145,142
"Ocupantes presentes (032)",28954,4813,515,598,22031,453,544
"Departamento en edificio",,,,,,,
"Viviendas particulares (034)",97,71,,,24,1,1
"Ocupantes presentes (035)",283,163,,,115,2,3
"Vivienda en quinta",,,,,,,
"Viviendas particulares (037)",223,139,,1,71,8,4
"Ocupantes presentes (038)",740,371,,1,322,29,17
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",1168,757,,4,341,39,27
"Ocupantes presentes (041)",3505,1778,,28,1483,120,96
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Viviendas particulares (046)",3,,,,1,2,
"Ocupantes presentes (047)",17,,,,9,8,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",3,1,,,2,,
"Ocupantes presentes (050)",10,4,,,6,,
"Otro tipo",,,,,,,
"Viviendas particulares (052)",3,2,,,,,1
"Ocupantes presentes (053)",4,3,,,,,1
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",4044,255,1,26,3488,152,122
"Ocupantes presentes (056)",15357,937,4,94,13440,426,456
"Casa independiente",,,,,,,
"Viviendas particulares (058)",4000,249,1,26,3464,144,116
"Ocupantes presentes (059)",15240,925,4,94,13371,407,439
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",39,5,,,24,4,6
"Ocupantes presentes (071)",110,9,,,69,15,17
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (076)",4,,,,,4,
"Ocupantes presentes (077)",4,,,,,4,
"Otro tipo",,,,,,,
"Viviendas particulares (079)",1,1,,,,,
"Ocupantes presentes (080)",3,3,,,,,
