"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia TAYACAJA (000)",36250,34991,10526,3733,3724,3207,5261,4007,2610,1923,1259,113518
"De 12 a 14 años (001)",4403,4356,4341,14,1,,,,,,47,16
"De 15 a 19 años (002)",4908,4811,4088,590,111,17,5,,,,97,883
"De 20 a 24 años (003)",3995,3569,1014,1316,840,302,90,7,,,426,4334
"De 25 a 29 años (004)",3556,3272,291,668,984,756,505,60,8,,284,7497
"De 30 a 34 años (005)",3141,2994,135,330,588,665,933,297,39,7,147,9879
"De 35 a 39 años (006)",3069,2973,110,200,393,450,962,588,208,62,96,12795
"De 40 a 44 años (007)",2691,2661,79,114,228,289,710,650,411,180,30,14223
"De 45 a 49 años (008)",2323,2293,65,94,158,194,501,577,441,263,30,13621
"De 50 y más años (009)",8164,8062,403,407,421,534,1555,1828,1503,1411,102,50270
"PEA (010)",9304,8838,1570,1259,1270,967,1491,1103,707,471,466,31546
"De 12 a 14 años (011)",189,187,184,3,,,,,,,2,3
"De 15 a 19 años (012)",802,778,609,145,20,4,,,,,24,197
"De 20 a 24 años (013)",1236,1048,357,393,204,73,19,2,,,188,1117
"De 25 a 29 años (014)",1189,1067,163,267,312,183,127,13,2,,122,2081
"De 30 a 34 años (015)",1072,1020,81,162,241,200,259,65,12,,52,2887
"De 35 a 39 años (016)",1070,1024,43,98,180,170,311,158,52,12,46,3914
"De 40 a 44 años (017)",955,944,21,40,128,120,248,214,132,41,11,4684
"De 45 a 49 años (018)",785,774,28,47,62,78,162,192,124,81,11,4307
"De 50 y más años (019)",2006,1996,84,104,123,139,365,459,385,337,10,12356
"Ocupada (020)",9030,8611,1472,1223,1247,954,1462,1089,697,467,419,31080
"De 12 a 14 años (021)",179,177,174,3,,,,,,,2,3
