"CUADRO Nº 13: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL; Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia SANTA CRUZ (000)",11607,166,4570,3692,1252,459,178,79,13,,1198
"Sin Nivel (001)",3068,75,1305,924,281,109,53,31,7,,283
"Educación Inicial (002)",17,,11,1,1,,,,,,4
"Primaria (003)",5542,78,2371,1787,553,184,68,35,1,,465
"Secundaria (004)",2031,12,782,687,187,68,21,2,,,272
"Sup. no Univ. Incompleta (005)",172,,34,55,27,9,3,3,1,,40
"Sup. no Univ. Completa (006)",454,,35,163,108,47,19,5,4,,73
"Sup. Univ. Incompleta (007)",82,,10,27,19,4,1,1,,,20
"Sup. Univ. Completa (008)",241,1,22,48,76,38,13,2,,,41
,,,,,,,,,,,
"URBANA (010)",2520,11,721,808,373,155,61,30,5,,356
"Sin Nivel (011)",275,3,98,77,26,14,9,7,,,41
"Educación Inicial (012)",1,,,,,,,,,,1
"Primaria (013)",880,4,320,286,102,38,20,13,1,,96
"Secundaria (014)",670,3,229,240,69,28,9,,,,92
"Sup. no Univ. Incompleta (015)",104,,22,34,15,7,,3,,,23
"Sup. no Univ. Completa (016)",335,,27,116,80,34,13,4,4,,57
"Sup. Univ. Incompleta (017)",61,,7,20,16,3,1,1,,,13
"Sup. Univ. Completa (018)",194,1,18,35,65,31,9,2,,,33
,,,,,,,,,,,
"RURAL (020)",9087,155,3849,2884,879,304,117,49,8,,842
"Sin Nivel (021)",2793,72,1207,847,255,95,44,24,7,,242
"Educación Inicial (022)",16,,11,1,1,,,,,,3
"Primaria (023)",4662,74,2051,1501,451,146,48,22,,,369
"Secundaria (024)",1361,9,553,447,118,40,12,2,,,180
"Sup. no Univ. Incompleta (025)",68,,12,21,12,2,3,,1,,17
"Sup. no Univ. Completa (026)",119,,8,47,28,13,6,1,,,16
"Sup. Univ. Incompleta (027)",21,,3,7,3,1,,,,,7
"Sup. Univ. Completa (028)",47,,4,13,11,7,4,,,,8
