"CUADRO Nº 15: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia VIRU (000)",31468,3145,16611,8429,588,1510,401,784
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",21,21,,,,,,
"Profes., científicos e intelectuales (002)",506,402,,91,10,3,,
"Técnicos de nivel medio y trab. asimilados (003)",805,591,,175,33,6,,
"Jefes y empleados de oficina (004)",558,554,,3,,1,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",2548,552,29,1654,40,272,1,
"Agricult.trabaj.calif.agrop.y pesqueros (006)",4868,56,16,4338,454,4,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",3591,,3078,469,13,31,,
"Obreros construc.,conf.,papel, fab., instr. (008)",1980,268,914,761,20,17,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",14859,514,12113,718,11,1103,400,
"Otra (010)",21,21,,,,,,
"Ocupaciñn no especificada (011)",927,166,461,220,7,73,,
"Desocupado (012)",784,,,,,,,784
"Hombres (013)",22416,2034,12207,6204,492,927,22,530
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",16,16,,,,,,
"Profes., científicos e intelectuales (015)",244,185,,51,8,,,
"Técnicos de nivel medio y trab. asimilados (016)",579,433,,118,24,4,,
"Jefes y empleados de oficina (017)",354,352,,2,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",987,297,8,587,14,81,,
"Agricult.trabaj.calif.agrop.y pesqueros (019)",4303,49,15,3825,410,4,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (020)",2304,,1863,408,10,23,,
"Obreros construc.,conf.,papel, fab., instr. (021)",1925,265,885,740,19,16,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (022)",10613,315,9166,341,3,766,22,
"Otra (023)",21,21,,,,,,
"Ocupaciñn no especificada (024)",540,101,270,132,4,33,,
"Desocupado (025)",530,,,,,,,530
"Mujeres (026)",9052,1111,4404,2225,96,583,379,254
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",5,5,,,,,,
"Profes., científicos e intelectuales (028)",262,217,,40,2,3,,
"Técnicos de nivel medio y trab. asimilados (029)",226,158,,57,9,2,,
"Jefes y empleados de oficina (030)",204,202,,1,,1,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",1561,255,21,1067,26,191,1,
"Agricult.trabaj.calif.agrop.y pesqueros (032)",565,7,1,513,44,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (033)",1287,,1215,61,3,8,,
"Obreros construc.,conf.,papel, fab., instr. (034)",55,3,29,21,1,1,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (035)",4246,199,2947,377,8,337,378,
"Ocupaciñn no especificada (037)",387,65,191,88,3,40,,
"Desocupado (038)",254,,,,,,,254
,,,,,,,,
"URBANA (039)",24650,2818,13126,6443,350,1009,338,566
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (040)",17,17,,,,,,
"Profes., científicos e intelectuales (041)",407,324,,74,7,2,,
"Técnicos de nivel medio y trab. asimilados (042)",733,543,,155,29,6,,
"Jefes y empleados de oficina (043)",516,512,,3,,1,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (044)",2313,499,24,1494,38,257,1,
"Agricult.trabaj.calif.agrop.y pesqueros (045)",3122,56,13,2820,229,4,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (046)",3382,,2917,424,12,29,,
"Obreros construc.,conf.,papel, fab., instr. (047)",1717,232,814,639,18,14,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (048)",11133,480,8979,683,11,643,337,
"Otra (049)",20,20,,,,,,
"Ocupaciñn no especificada (050)",724,135,379,151,6,53,,
"Desocupado (051)",566,,,,,,,566
"Hombres (052)",16929,1846,9380,4457,277,561,17,391
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (053)",13,13,,,,,,
"Profes., científicos e intelectuales (054)",204,156,,42,6,,,
"Técnicos de nivel medio y trab. asimilados (055)",532,401,,105,22,4,,
"Jefes y empleados de oficina (056)",333,331,,2,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (057)",889,270,8,521,14,76,,
"Agricult.trabaj.calif.agrop.y pesqueros (058)",2660,49,13,2391,203,4,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (059)",2146,,1749,366,9,22,,
"Obreros construc.,conf.,papel, fab., instr. (060)",1678,230,792,625,17,14,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (061)",7647,292,6601,320,3,414,17,
"Otra (062)",20,20,,,,,,
"Ocupaciñn no especificada (063)",416,84,217,85,3,27,,
"Desocupado (064)",391,,,,,,,391
"Mujeres (065)",7721,972,3746,1986,73,448,321,175
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (066)",4,4,,,,,,
"Profes., científicos e intelectuales (067)",203,168,,32,1,2,,
"Técnicos de nivel medio y trab. asimilados (068)",201,142,,50,7,2,,
"Jefes y empleados de oficina (069)",183,181,,1,,1,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (070)",1424,229,16,973,24,181,1,
"Agricult.trabaj.calif.agrop.y pesqueros (071)",462,7,,429,26,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (072)",1236,,1168,58,3,7,,
"Obreros construc.,conf.,papel, fab., instr. (073)",39,2,22,14,1,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (074)",3486,188,2378,363,8,229,320,
"Ocupaciñn no especificada (076)",308,51,162,66,3,26,,
"Desocupado (077)",175,,,,,,,175
,,,,,,,,
"RURAL (078)",6818,327,3485,1986,238,501,63,218
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (079)",4,4,,,,,,
"Profes., científicos e intelectuales (080)",99,78,,17,3,1,,
"Técnicos de nivel medio y trab. asimilados (081)",72,48,,20,4,,,
"Jefes y empleados de oficina (082)",42,42,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (083)",235,53,5,160,2,15,,
"Agricult.trabaj.calif.agrop.y pesqueros (084)",1746,,3,1518,225,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (085)",209,,161,45,1,2,,
"Obreros construc.,conf.,papel, fab., instr. (086)",263,36,100,122,2,3,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (087)",3726,34,3134,35,,460,63,
"Otra (088)",1,1,,,,,,
"Ocupaciñn no especificada (089)",203,31,82,69,1,20,,
"Desocupado (090)",218,,,,,,,218
"Hombres (091)",5487,188,2827,1747,215,366,5,139
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (092)",3,3,,,,,,
"Profes., científicos e intelectuales (093)",40,29,,9,2,,,
"Técnicos de nivel medio y trab. asimilados (094)",47,32,,13,2,,,
"Jefes y empleados de oficina (095)",21,21,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (096)",98,27,,66,,5,,
