"CUADRO Nº 39: POBLACIÓN ECONÓMICAMENTE INACTIVA DE 6 Y MÁS AÑOS , POR ACTIVIDAD NO LABORAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"ACTIVIDAD NO LABORAL",,,,,,,,
,,"ESTUDIANDO Y NO TRABAJO","VIVIENDO DE SU PENSIÓN Y JUBILACIÓN","VIVIENDO DE SUS RENTAS","AL CUIDADO DE SU HOGAR","POR SU EDAD","DE VIAJE",DISCAPACITADO,"SERVICIO MILITAR",OTRA
,,,,,,,,,,
"Provincia SECHURA (000)",31618,13614,294,270,15882,422,5,107,71,953
"Hombres (001)",11078,6831,199,177,2719,257,3,59,71,762
"Mujeres (002)",20540,6783,95,93,13163,165,2,48,,191
"De 06 a 14 años (003)",11621,10733,,,620,97,,21,,150
"Hombres (004)",5741,5420,,,194,57,,10,,60
"Mujeres (005)",5880,5313,,,426,40,,11,,90
"De 15 a 29 años (006)",9671,2826,10,62,6257,,1,25,70,420
"Hombres (007)",2824,1388,3,34,956,,1,15,70,357
"Mujeres (008)",6847,1438,7,28,5301,,,10,,63
"De 30 a 44 años (009)",4783,40,23,70,4413,,2,11,1,223
"Hombres (010)",978,18,16,49,680,,2,6,1,206
"Mujeres (011)",3805,22,7,21,3733,,,5,,17
"De 45 a 64 años (012)",3389,14,66,57,3081,13,1,19,,138
"Hombres (013)",728,5,34,43,500,10,,9,,127
"Mujeres (014)",2661,9,32,14,2581,3,1,10,,11
"De 65 y más años (015)",2154,1,195,81,1511,312,1,31,,22
"Hombres (016)",807,,146,51,389,190,,19,,12
"Mujeres (017)",1347,1,49,30,1122,122,1,12,,10
,,,,,,,,,,
"AREA URBANA (018)",29838,12846,279,263,14966,393,5,94,71,921
"Hombres (019)",10566,6449,191,173,2643,239,3,52,71,745
"Mujeres (020)",19272,6397,88,90,12323,154,2,42,,176
"De 06 a 14 años (021)",10915,10096,,,576,87,,20,,136
"Hombres (022)",5397,5101,,,180,51,,9,,56
"Mujeres (023)",5518,4995,,,396,36,,11,,80
"De 15 a 29 años (024)",9134,2698,9,61,5863,,1,18,70,414
"Hombres (025)",2725,1325,2,34,929,,1,12,70,352
"Mujeres (026)",6409,1373,7,27,4934,,,6,,62
"De 30 a 44 años (027)",4536,38,23,69,4178,,2,8,1,217
"Hombres (028)",953,18,16,49,661,,2,4,1,202
"Mujeres (029)",3583,20,7,20,3517,,,4,,15
"De 45 a 64 años (030)",3209,13,64,57,2908,13,1,18,,135
"Hombres (031)",715,5,34,43,490,10,,9,,124
"Mujeres (032)",2494,8,30,14,2418,3,1,9,,11
"De 65 y más años (033)",2044,1,183,76,1441,293,1,30,,19
"Hombres (034)",776,,139,47,383,178,,18,,11
"Mujeres (035)",1268,1,44,29,1058,115,1,12,,8
,,,,,,,,,,
"AREA RURAL (036)",1780,768,15,7,916,29,,13,,32
"Hombres (037)",512,382,8,4,76,18,,7,,17
"Mujeres (038)",1268,386,7,3,840,11,,6,,15
"De 06 a 14 años (039)",706,637,,,44,10,,1,,14
"Hombres (040)",344,319,,,14,6,,1,,4
"Mujeres (041)",362,318,,,30,4,,,,10
"De 15 a 29 años (042)",537,128,1,1,394,,,7,,6
"Hombres (043)",99,63,1,,27,,,3,,5
"Mujeres (044)",438,65,,1,367,,,4,,1
"De 30 a 44 años (045)",247,2,,1,235,,,3,,6
"Hombres (046)",25,,,,19,,,2,,4
"Mujeres (047)",222,2,,1,216,,,1,,2
"De 45 a 64 años (048)",180,1,2,,173,,,1,,3
"Hombres (049)",13,,,,10,,,,,3
"Mujeres (050)",167,1,2,,163,,,1,,
"De 65 y más años (051)",110,,12,5,70,19,,1,,3
"Hombres (052)",31,,7,4,6,12,,1,,1
"Mujeres (053)",79,,5,1,64,7,,,,2
