"CUADRO Nº 7: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia LAURICOCHA (000)",9358,234,2759,3317,2316,732
"Agric., ganadería, caza y silvicultura (001)",5860,208,1603,1868,1558,623
"Pesca (002)",5,1,3,,1,
"Explotación de minas y canteras (003)",1272,,497,581,190,4
"Industrias manufactureras (004)",102,3,38,25,27,9
"Suministro de electricidad, gas y agua (005)",8,,5,2,1,
"Construcción (006)",156,,53,61,35,7
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",492,12,152,181,109,38
"Venta, mant.y rep. veh.autom.y motoc. (008)",14,1,5,6,2,
"Comercio al por mayor (009)",27,,5,9,11,2
"Comercio al por menor (010)",451,11,142,166,96,36
"Hoteles y restaurantes (011)",138,7,46,48,32,5
"Trans., almac. y comunicaciones (012)",102,,43,39,19,1
"Intermediación financiera (013)",1,,,1,,
"Activid.inmobil., empres. y alquileres (014)",37,,10,15,11,1
"Admin.pub. y defensa; p. segur.soc.afil (015)",132,,36,52,43,1
"Enseñanza (016)",579,,109,275,192,3
"Servicios sociales y de salud (017)",77,,30,40,7,
"Otras activ. serv.comun.soc y personales (018)",44,1,16,15,10,2
"Hogares privados con servicio doméstico (019)",124,2,44,43,29,6
"Actividad economica no especificada (021)",229,,74,71,52,32
"Hombres (022)",7062,144,2055,2553,1757,553
"Agric., ganadería, caza y silvicultura (023)",4515,128,1213,1477,1207,490
"Pesca (024)",5,1,3,,1,
"Explotación de minas y canteras (025)",1230,,477,563,186,4
"Industrias manufactureras (026)",82,3,32,20,18,9
"Suministro de electricidad, gas y agua (027)",6,,3,2,1,
"Construcción (028)",153,,51,60,35,7
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",268,8,84,95,58,23
"Venta, mant.y rep. veh.autom.y motoc. (030)",11,1,5,4,1,
"Comercio al por mayor (031)",12,,2,3,6,1
"Comercio al por menor (032)",245,7,77,88,51,22
"Hoteles y restaurantes (033)",32,2,9,10,10,1
"Trans., almac. y comunicaciones (034)",99,,40,39,19,1
"Intermediación financiera (035)",1,,,1,,
"Activid.inmobil., empres. y alquileres (036)",32,,6,14,11,1
"Admin.pub. y defensa; p. segur.soc.afil (037)",107,,27,40,39,1
"Enseñanza (038)",374,,57,170,144,3
"Servicios sociales y de salud (039)",41,,13,22,6,
"Otras activ. serv.comun.soc y personales (040)",20,1,7,9,3,
"Hogares privados con servicio doméstico (041)",15,1,5,5,4,
