"CUADRO Nº 12: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE SI DISPONEN DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA POTABLE",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia SANDIA",,,,,,,,,
"Viviendas particulares (001)",3038,105,226,90,104,9,4,26,2474
"Ocupantes presentes (002)",11252,374,885,318,387,35,13,104,9136
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",2739,72,215,55,100,9,4,26,2258
"Ocupantes presentes (005)",10414,267,850,218,376,35,13,104,8551
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",11,,,11,,,,,
"Ocupantes presentes (011)",22,,,22,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",256,30,11,24,3,,,,188
"Ocupantes presentes (014)",706,92,35,78,9,,,,492
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",2,,,,,,,,2
"Ocupantes presentes (017)",4,,,,,,,,4
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",26,3,,,1,,,,22
"Ocupantes presentes (020)",102,15,,,2,,,,85
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",4,,,,,,,,4
"Ocupantes presentes (023)",4,,,,,,,,4
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",1717,102,216,89,53,6,3,11,1237
"Ocupantes presentes (029)",6264,362,852,312,177,26,7,44,4484
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",1422,69,205,54,49,6,3,11,1025
"Ocupantes presentes (032)",5432,255,817,212,166,26,7,44,3905
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",11,,,11,,,,,
"Ocupantes presentes (038)",22,,,22,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",256,30,11,24,3,,,,188
"Ocupantes presentes (041)",706,92,35,78,9,,,,492
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",26,3,,,1,,,,22
"Ocupantes presentes (047)",102,15,,,2,,,,85
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",2,,,,,,,,2
"Ocupantes presentes (050)",2,,,,,,,,2
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",1321,3,10,1,51,3,1,15,1237
"Ocupantes presentes (056)",4988,12,33,6,210,9,6,60,4652
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",1317,3,10,1,51,3,1,15,1233
"Ocupantes presentes (059)",4982,12,33,6,210,9,6,60,4646
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",2,,,,,,,,2
"Ocupantes presentes (071)",4,,,,,,,,4
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",2,,,,,,,,2
"Ocupantes presentes (077)",2,,,,,,,,2
"Otro tipo",,,,,,,,,
