"CUADRO Nº 6: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR PERSONAS QUE PERTENECÍAN AL HOGAR Y AHORA VIVEN PERMANENTEMENTE EN OTRO PAÍS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE PERSONAS QUE VIVEN PERMANENTEMENTE EN OTRO PAÍS",,,,,,,NINGUNA
,,1,2,3,4,5,6,"7 Y MÁS",
,,,,,,,,,
"Provincia DOS DE MAYO",,,,,,,,,
"Hogares (001)",10707,164,84,60,47,19,20,23,10290
"Ocupantes presentes (002)",46797,534,278,221,184,95,118,129,45238
"Casa independiente",,,,,,,,,
"Hogares (004)",9273,145,73,53,44,17,19,23,8899
"Ocupantes presentes (005)",40611,464,246,196,171,90,112,129,39203
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Hogares (010)",30,1,1,,,,,,28
"Ocupantes presentes (011)",87,2,1,,,,,,84
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (013)",45,3,2,1,,,,,39
"Ocupantes presentes (014)",131,3,5,3,,,,,120
"Choza o cabaña",,,,,,,,,
"Hogares (016)",1336,15,8,6,3,2,1,,1301
"Ocupantes presentes (017)",5878,65,26,22,13,5,6,,5741
"Vivienda improvisada",,,,,,,,,
"Hogares (019)",5,,,,,,,,5
"Ocupantes presentes (020)",21,,,,,,,,21
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (022)",16,,,,,,,,16
"Ocupantes presentes (023)",65,,,,,,,,65
"Otro tipo",,,,,,,,,
"Hogares (025)",2,,,,,,,,2
"Ocupantes presentes (026)",4,,,,,,,,4
,,,,,,,,,
URBANA,,,,,,,,,
"Hogares (028)",4027,96,59,37,32,14,7,16,3766
"Ocupantes presentes (029)",16222,273,187,139,120,74,34,91,15304
"Casa independiente",,,,,,,,,
"Hogares (031)",3939,92,56,36,32,14,7,16,3686
"Ocupantes presentes (032)",15942,268,181,136,120,74,34,91,15038
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Hogares (037)",30,1,1,,,,,,28
"Ocupantes presentes (038)",87,2,1,,,,,,84
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (040)",45,3,2,1,,,,,39
"Ocupantes presentes (041)",131,3,5,3,,,,,120
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Hogares (046)",5,,,,,,,,5
"Ocupantes presentes (047)",21,,,,,,,,21
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (049)",7,,,,,,,,7
"Ocupantes presentes (050)",38,,,,,,,,38
"Otro tipo",,,,,,,,,
"Hogares (052)",1,,,,,,,,1
"Ocupantes presentes (053)",3,,,,,,,,3
,,,,,,,,,
RURAL,,,,,,,,,
"Hogares (055)",6680,68,25,23,15,5,13,7,6524
"Ocupantes presentes (056)",30575,261,91,82,64,21,84,38,29934
"Casa independiente",,,,,,,,,
"Hogares (058)",5334,53,17,17,12,3,12,7,5213
"Ocupantes presentes (059)",24669,196,65,60,51,16,78,38,24165
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Hogares (070)",1336,15,8,6,3,2,1,,1301
"Ocupantes presentes (071)",5878,65,26,22,13,5,6,,5741
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (076)",9,,,,,,,,9
"Ocupantes presentes (077)",27,,,,,,,,27
"Otro tipo",,,,,,,,,
"Hogares (079)",1,,,,,,,,1
"Ocupantes presentes (080)",1,,,,,,,,1
