"CUADRO Nº 1: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia QUISPICANCHI (000)",70045,19745,20038,14468,10632,5162
"Hombres (001)",35286,10153,10246,7382,5272,2233
"Mujeres (002)",34759,9592,9792,7086,5360,2929
"PEA (003)",27267,780,8986,9287,6315,1899
"Hombres (004)",18496,480,5941,6436,4360,1279
"Mujeres (005)",8771,300,3045,2851,1955,620
"Ocupada (006)",26385,757,8529,9058,6175,1866
"Hombres (007)",17818,462,5616,6250,4238,1252
"Mujeres (008)",8567,295,2913,2808,1937,614
"Desocupada (009)",882,23,457,229,140,33
"Hombres (010)",678,18,325,186,122,27
"Mujeres (011)",204,5,132,43,18,6
"No PEA (012)",42778,18965,11052,5181,4317,3263
"Hombres (013)",16790,9673,4305,946,912,954
"Mujeres (014)",25988,9292,6747,4235,3405,2309
,,,,,,
"URBANA (018)",25467,6126,7750,5690,3951,1950
"Hombres (019)",12838,3181,3891,2922,2003,841
"Mujeres (020)",12629,2945,3859,2768,1948,1109
"PEA (021)",11389,352,3619,4073,2635,710
"Hombres (022)",7314,226,2284,2649,1714,441
"Mujeres (023)",4075,126,1335,1424,921,269
"Ocupada (024)",11004,345,3427,3961,2581,690
"Hombres (025)",7040,220,2161,2567,1667,425
"Mujeres (026)",3964,125,1266,1394,914,265
"Desocupada (027)",385,7,192,112,54,20
"Hombres (028)",274,6,123,82,47,16
"Mujeres (029)",111,1,69,30,7,4
"No PEA (030)",14078,5774,4131,1617,1316,1240
"Hombres (031)",5524,2955,1607,273,289,400
"Mujeres (032)",8554,2819,2524,1344,1027,840
,,,,,,
"RURAL (036)",44578,13619,12288,8778,6681,3212
"Hombres (037)",22448,6972,6355,4460,3269,1392
"Mujeres (038)",22130,6647,5933,4318,3412,1820
"PEA (039)",15878,428,5367,5214,3680,1189
"Hombres (040)",11182,254,3657,3787,2646,838
"Mujeres (041)",4696,174,1710,1427,1034,351
"Ocupada (042)",15381,412,5102,5097,3594,1176
"Hombres (043)",10778,242,3455,3683,2571,827
"Mujeres (044)",4603,170,1647,1414,1023,349
"Desocupada (045)",497,16,265,117,86,13
"Hombres (046)",404,12,202,104,75,11
"Mujeres (047)",93,4,63,13,11,2
"No PEA (048)",28700,13191,6921,3564,3001,2023
"Hombres (049)",11266,6718,2698,673,623,554
"Mujeres (050)",17434,6473,4223,2891,2378,1469
