"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia PURUS (000)",2984,806,1046,719,330,83
"Sin nivel (001)",482,84,98,114,128,58
"Educación inicial (002)",57,56,,1,,
"Primaria (003)",1211,598,288,208,97,20
"Secundaria (004)",876,68,540,208,56,4
"Superior no univ. incompleta (005)",110,,47,52,11,
"Superior no univ. completa (006)",156,,45,91,20,
"Superior univ. incompleta (007)",32,,12,12,7,1
"Superior univ. completa (008)",60,,16,33,11,
"PEA (010)",1090,21,405,450,188,26
"Sin nivel (011)",110,7,23,33,35,12
"Primaria (013)",247,8,72,100,58,9
"Secundaria (014)",410,6,208,143,49,4
"Superior no univ. incompleta (015)",83,,31,42,10,
"Superior no univ. completa (016)",150,,44,88,18,
"Superior univ. incompleta (017)",31,,11,12,7,1
"Superior univ. completa (018)",59,,16,32,11,
"Ocupada (020)",1053,18,384,438,187,26
"Sin nivel (021)",103,5,19,32,35,12
"Primaria (023)",240,8,66,99,58,9
"Secundaria (024)",397,5,203,137,48,4
"Superior no univ. incompleta (025)",81,,30,41,10,
"Superior no univ. completa (026)",144,,41,85,18,
"Superior univ. incompleta (027)",30,,10,12,7,1
"Superior univ. completa (028)",58,,15,32,11,
"Desocupada (030)",37,3,21,12,1,
"Sin nivel (031)",7,2,4,1,,
"Primaria (033)",7,,6,1,,
"Secundaria (034)",13,1,5,6,1,
"Superior no univ. incompleta (035)",2,,1,1,,
"Superior no univ. completa (036)",6,,3,3,,
