"CUADRO Nº 29: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia BARRANCA (000)",50198,12106,15075,18925,1033,1918,1141
"Sin nivel (001)",1692,66,733,691,28,128,46
"Educación inicial (002)",35,3,19,9,1,2,1
"Primaria (003)",11231,793,4452,4942,265,458,321
"Secundaria (004)",23255,3933,8086,9240,428,949,619
"Superior no univ. incompleta (005)",2429,797,494,939,48,96,55
"Superior no univ. completa (006)",3509,1598,602,1117,64,78,50
"Superior univ. incompleta (007)",2641,1157,379,864,79,126,36
"Superior univ. completa (008)",5406,3759,310,1123,120,81,13
"Hombres (010)",33646,6748,12632,12686,772,772,36
"Sin nivel (011)",765,30,421,274,16,23,1
"Educación inicial (012)",24,1,15,5,1,2,
"Primaria (013)",7472,474,3560,3107,203,121,7
"Secundaria (014)",17121,2559,7070,6674,331,464,23
"Superior no univ. incompleta (015)",1619,465,436,641,32,45,
"Superior no univ. completa (016)",1966,744,529,629,42,21,1
"Superior univ. incompleta (017)",1684,613,331,609,60,67,4
"Superior univ. completa (018)",2995,1862,270,747,87,29,
"Mujeres (020)",16552,5358,2443,6239,261,1146,1105
"Sin nivel (021)",927,36,312,417,12,105,45
"Educación inicial (022)",11,2,4,4,,,1
"Primaria (023)",3759,319,892,1835,62,337,314
"Secundaria (024)",6134,1374,1016,2566,97,485,596
"Superior no univ. incompleta (025)",810,332,58,298,16,51,55
"Superior no univ. completa (026)",1543,854,73,488,22,57,49
"Superior univ. incompleta (027)",957,544,48,255,19,59,32
"Superior univ. completa (028)",2411,1897,40,376,33,52,13
,,,,,,,
"URBANA (030)",42816,11703,10453,17211,861,1539,1049
"Sin nivel (031)",997,56,316,518,8,64,35
"Educación inicial (032)",30,3,15,8,1,2,1
"Primaria (033)",8916,754,2924,4371,186,380,301
"Secundaria (034)",19725,3766,5756,8501,375,755,572
"Superior no univ. incompleta (035)",2198,771,386,868,46,80,47
"Superior no univ. completa (036)",3331,1546,536,1072,60,70,47
"Superior univ. incompleta (037)",2431,1117,280,812,74,114,34
"Superior univ. completa (038)",5188,3690,240,1061,111,74,12
"Hombres (040)",27937,6505,8860,11329,624,583,36
"Sin nivel (041)",363,26,155,167,3,11,1
"Educación inicial (042)",22,1,13,5,1,2,
"Primaria (043)",5694,449,2372,2637,134,95,7
"Secundaria (044)",14203,2437,5053,6065,281,344,23
"Superior no univ. incompleta (045)",1444,451,342,587,30,34,
"Superior no univ. completa (046)",1855,725,474,599,39,17,1
"Superior univ. incompleta (047)",1517,591,242,569,55,56,4
"Superior univ. completa (048)",2839,1825,209,700,81,24,
"Mujeres (050)",14879,5198,1593,5882,237,956,1013
"Sin nivel (051)",634,30,161,351,5,53,34
"Educación inicial (052)",8,2,2,3,,,1
"Primaria (053)",3222,305,552,1734,52,285,294
"Secundaria (054)",5522,1329,703,2436,94,411,549
"Superior no univ. incompleta (055)",754,320,44,281,16,46,47
"Superior no univ. completa (056)",1476,821,62,473,21,53,46
"Superior univ. incompleta (057)",914,526,38,243,19,58,30
"Superior univ. completa (058)",2349,1865,31,361,30,50,12
,,,,,,,
"RURAL (060)",7382,403,4622,1714,172,379,92
"Sin nivel (061)",695,10,417,173,20,64,11
"Educación inicial (062)",5,,4,1,,,
"Primaria (063)",2315,39,1528,571,79,78,20
"Secundaria (064)",3530,167,2330,739,53,194,47
"Superior no univ. incompleta (065)",231,26,108,71,2,16,8
"Superior no univ. completa (066)",178,52,66,45,4,8,3
"Superior univ. incompleta (067)",210,40,99,52,5,12,2
"Superior univ. completa (068)",218,69,70,62,9,7,1
"Hombres (070)",5709,243,3772,1357,148,189,
"Sin nivel (071)",402,4,266,107,13,12,
"Educación inicial (072)",2,,2,,,,
"Primaria (073)",1778,25,1188,470,69,26,
"Secundaria (074)",2918,122,2017,609,50,120,
"Superior no univ. incompleta (075)",175,14,94,54,2,11,
"Superior no univ. completa (076)",111,19,55,30,3,4,
"Superior univ. incompleta (077)",167,22,89,40,5,11,
"Superior univ. completa (078)",156,37,61,47,6,5,
"Mujeres (080)",1673,160,850,357,24,190,92
"Sin nivel (081)",293,6,151,66,7,52,11
"Educación inicial (082)",3,,2,1,,,
"Primaria (083)",537,14,340,101,10,52,20
"Secundaria (084)",612,45,313,130,3,74,47
"Superior no univ. incompleta (085)",56,12,14,17,,5,8
"Superior no univ. completa (086)",67,33,11,15,1,4,3
"Superior univ. incompleta (087)",43,18,10,12,,1,2
"Superior univ. completa (088)",62,32,9,15,3,2,1
