"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia TARATA (000)",7342,828,135,2800,2311,352,439,161,316
"Jefe o Jefa (001)",2843,279,3,1138,877,128,200,67,151
"Esposa(o)/ compa¤era(o) (002)",1225,116,,598,348,41,69,12,41
"Hijo(a)/ hijastro(a) (003)",2310,275,109,785,773,133,109,57,69
"Yerno/ nuera (004)",86,1,,6,46,11,9,5,8
"Nieto(a) (005)",203,49,22,72,42,5,1,11,1
"Padres/ suegros (006)",88,52,,34,1,,,,1
"Otro(a) pariente (007)",404,46,1,120,156,19,32,5,25
"Trabajador(a) del hogar (008)",3,,,,3,,,,
"Pensionista (009)",3,,,,3,,,,
"Otro(a) no pariente (010)",177,10,,47,62,15,19,4,20
"Hombres (012)",3746,269,60,1310,1377,214,235,99,182
"Jefe o Jefa (013)",1896,70,1,711,697,99,146,58,114
"Esposa(o)/ compa¤era(o) (014)",104,1,,33,40,12,10,1,7
"Hijo(a)/ hijastro(a) (015)",1237,142,50,409,453,78,45,25,35
"Yerno/ nuera (016)",43,1,,2,24,4,6,3,3
"Nieto(a) (017)",107,28,9,39,19,4,1,7,
"Padres/ suegros (018)",29,7,,21,,,,,1
"Otro(a) pariente (019)",230,18,,65,99,13,19,2,14
"Trabajador(a) del hogar (020)",2,,,,2,,,,
"Pensionista (021)",2,,,,2,,,,
"Otro(a) no pariente (022)",96,2,,30,41,4,8,3,8
"Mujeres (024)",3596,559,75,1490,934,138,204,62,134
"Jefe o Jefa (025)",947,209,2,427,180,29,54,9,37
"Esposa(o)/ compa¤era(o) (026)",1121,115,,565,308,29,59,11,34
"Hijo(a)/ hijastro(a) (027)",1073,133,59,376,320,55,64,32,34
"Yerno/ nuera (028)",43,,,4,22,7,3,2,5
"Nieto(a) (029)",96,21,13,33,23,1,,4,1
"Padres/ suegros (030)",59,45,,13,1,,,,
"Otro(a) pariente (031)",174,28,1,55,57,6,13,3,11
"Trabajador(a) del hogar (032)",1,,,,1,,,,
"Pensionista (033)",1,,,,1,,,,
"Otro(a) no pariente (034)",81,8,,17,21,11,11,1,12
,,,,,,,,,
"URBANA (036)",5730,607,102,2060,1835,323,373,144,286
"Jefe o Jefa (037)",2166,192,3,808,681,119,168,60,135
"Esposa(o)/ compa¤era(o) (038)",957,76,,446,289,36,61,11,38
"Hijo(a)/ hijastro(a) (039)",1810,208,84,590,599,120,94,53,62
"Yerno/ nuera (040)",71,1,,4,34,11,8,5,8
"Nieto(a) (041)",167,42,14,61,36,4,1,8,1
"Padres/ suegros (042)",72,41,,29,1,,,,1
"Otro(a) pariente (043)",335,37,1,87,136,19,27,4,24
"Trabajador(a) del hogar (044)",3,,,,3,,,,
"Pensionista (045)",3,,,,3,,,,
"Otro(a) no pariente (046)",146,10,,35,53,14,14,3,17
"Hombres (048)",2905,201,47,932,1073,197,204,88,163
"Jefe o Jefa (049)",1436,46,1,482,533,92,129,51,102
"Esposa(o)/ compa¤era(o) (050)",77,1,,21,32,11,6,1,5
