"CUADRO Nº 12: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE SI DISPONEN DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA POTABLE",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia PISCO",,,,,,,,,
"Viviendas particulares (001)",14568,10166,2128,308,315,50,3,16,1582
"Ocupantes presentes (002)",61701,42957,9058,1319,1358,220,5,57,6727
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",11947,8106,1911,288,284,43,3,5,1307
"Ocupantes presentes (005)",51833,35312,8238,1257,1246,185,5,18,5572
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",175,116,21,3,3,,,2,30
"Ocupantes presentes (008)",579,382,60,7,10,,,7,113
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",183,130,39,5,4,,,,5
"Ocupantes presentes (011)",580,408,130,16,14,,,,12
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",94,66,18,2,1,,,1,6
"Ocupantes presentes (014)",323,224,74,4,1,,,2,18
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",5,3,,,1,,,,1
"Ocupantes presentes (017)",24,15,,,4,,,,5
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",2138,1725,136,10,21,7,,8,231
"Ocupantes presentes (020)",8287,6561,551,35,82,35,,30,993
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",20,14,3,,1,,,,2
"Ocupantes presentes (023)",62,42,5,,1,,,,14
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",6,6,,,,,,,
"Ocupantes presentes (026)",13,13,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",14335,10114,2111,303,278,49,3,16,1461
"Ocupantes presentes (029)",60751,42729,8977,1293,1214,217,5,57,6259
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",11719,8057,1894,283,248,42,3,5,1187
"Ocupantes presentes (032)",50907,35099,8157,1231,1106,182,5,18,5109
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",175,116,21,3,3,,,2,30
"Ocupantes presentes (035)",579,382,60,7,10,,,7,113
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",183,130,39,5,4,,,,5
"Ocupantes presentes (038)",580,408,130,16,14,,,,12
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",94,66,18,2,1,,,1,6
"Ocupantes presentes (041)",323,224,74,4,1,,,2,18
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",2138,1725,136,10,21,7,,8,231
"Ocupantes presentes (047)",8287,6561,551,35,82,35,,30,993
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",20,14,3,,1,,,,2
"Ocupantes presentes (050)",62,42,5,,1,,,,14
"Otro tipo",,,,,,,,,
"Viviendas particulares (052)",6,6,,,,,,,
"Ocupantes presentes (053)",13,13,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",233,52,17,5,37,1,,,121
"Ocupantes presentes (056)",950,228,81,26,144,3,,,468
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",228,49,17,5,36,1,,,120
"Ocupantes presentes (059)",926,213,81,26,140,3,,,463
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",5,3,,,1,,,,1
"Ocupantes presentes (071)",24,15,,,4,,,,5
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
