"CUADRO Nº 4: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia CONTUMAZA (000)",10166,214,3026,3390,2674,862
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",29,,1,12,15,1
"Profes., científicos e intelectuales (002)",907,,110,548,244,5
"Técnicos de nivel medio y trab.asimilados (003)",178,,49,70,53,6
"Jefes y empleados de oficina (004)",188,,55,60,70,3
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",710,6,172,244,236,52
"Agricult.trabaj. calif. agrop. y pesqueros (006)",2728,25,500,847,875,481
"Obreros y oper.minas, cant.,ind.manuf. y otros (007)",511,15,174,159,123,40
"Obreros construc., conf., papel, fab., instr. (008)",515,1,150,197,149,18
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (009)",3254,130,1302,917,714,191
"Otra (010)",45,,10,25,10,
"Ocupación no especificada (011)",165,1,46,58,40,20
"Desocupado (012)",936,36,457,253,145,45
"Hombres (013)",8013,163,2414,2555,2123,758
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",24,,1,7,15,1
"Profes., científicos e intelectuales (015)",440,,46,263,127,4
"Técnicos de nivel medio y trab.asimilados (016)",120,,35,41,38,6
"Jefes y empleados de oficina (017)",102,,25,30,44,3
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",316,2,79,104,101,30
"Agricult.trabaj. calif. agrop. y pesqueros (019)",2656,23,490,829,850,464
"Obreros y oper.minas, cant.,ind.manuf. y otros (020)",315,4,96,105,82,28
"Obreros construc., conf., papel, fab., instr. (021)",508,1,147,195,147,18
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (022)",2624,108,1105,708,554,149
"Otra (023)",45,,10,25,10,
"Ocupación no especificada (024)",85,1,25,28,19,12
"Desocupado (025)",778,24,355,220,136,43
"Mujeres (026)",2153,51,612,835,551,104
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",5,,,5,,
"Profes., científicos e intelectuales (028)",467,,64,285,117,1
"Técnicos de nivel medio y trab.asimilados (029)",58,,14,29,15,
"Jefes y empleados de oficina (030)",86,,30,30,26,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",394,4,93,140,135,22
"Agricult.trabaj. calif. agrop. y pesqueros (032)",72,2,10,18,25,17
"Obreros y oper.minas, cant.,ind.manuf. y otros (033)",196,11,78,54,41,12
"Obreros construc., conf., papel, fab., instr. (034)",7,,3,2,2,
