"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia CHICLAYO (000)",271456,180900,27384,26857,36315
"Sin nivel (001)",8378,7034,648,304,392
"Educación inicial (002)",271,207,34,17,13
"Primaria (003)",51809,42394,4328,2361,2726
"Secundaria (004)",105729,78765,10380,7542,9042
"Superior no univ. incompleta (005)",17767,11655,1988,1879,2245
"Superior no univ. completa (006)",33023,17333,3737,5054,6899
"Superior univ. incompleta (007)",15043,8757,1753,1967,2566
"Superior univ. completa (008)",39436,14755,4516,7733,12432
"De 06 a 14 años (010)",2927,2519,245,109,54
"Sin nivel (011)",67,51,13,2,1
"Educación inicial (012)",43,36,5,1,1
"Primaria (013)",1729,1493,147,62,27
"Secundaria (014)",1088,939,80,44,25
"De 15 a 29 años (020)",86958,58391,10869,8989,8709
"Sin nivel (021)",879,701,87,55,36
"Educación inicial (022)",145,105,20,10,10
"Primaria (023)",10895,8727,1138,533,497
"Secundaria (024)",41236,30778,4907,3011,2540
"Superior no univ. incompleta (025)",8035,5265,1073,918,779
"Superior no univ. completa (026)",9090,4843,1384,1496,1367
"Superior univ. incompleta (027)",7539,4435,968,1066,1070
"Superior univ. completa (028)",9139,3537,1292,1900,2410
"De 30 a 44 años (030)",102007,65411,10099,11099,15398
"Sin nivel (031)",2479,1977,235,110,157
"Educación inicial (032)",83,66,9,6,2
"Primaria (033)",16137,13093,1419,814,811
"Secundaria (034)",38693,28869,3529,2726,3569
"Superior no univ. incompleta (035)",6515,4279,657,679,900
"Superior no univ. completa (036)",15639,8113,1687,2476,3363
"Superior univ. incompleta (037)",4712,2676,524,623,889
"Superior univ. completa (038)",17749,6338,2039,3665,5707
"De 45 a 64 años (040)",69823,46317,5608,6279,11619
"Sin nivel (041)",3476,2949,251,118,158
"Primaria (043)",18298,14852,1361,830,1255
"Secundaria (044)",22966,16744,1758,1665,2799
"Superior no univ. incompleta (045)",2977,1923,241,271,542
"Superior no univ. completa (046)",7851,4032,640,1050,2129
"Superior univ. incompleta (047)",2613,1509,241,271,592
"Superior univ. completa (048)",11642,4308,1116,2074,4144
"De 65 y más años (050)",9741,8262,563,381,535
"Sin nivel (051)",1477,1356,62,19,40
"Primaria (053)",4750,4229,263,122,136
