"CUADRO Nº 27: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia CAÑETE (000)",82659,19107,28810,27126,1627,3744,2245
"Sin nivel (001)",2181,96,1060,781,39,145,60
"Educación inicial (002)",59,7,28,13,,8,3
"Primaria (003)",14963,890,6377,5855,347,1034,460
"Secundaria (004)",37216,5364,15810,12467,669,1728,1178
"Superior no univ. incompleta (005)",6813,1914,2020,2251,130,284,214
"Superior no univ. completa (006)",10431,4865,2024,2929,169,270,174
"Superior univ. incompleta (007)",3888,1636,779,1139,96,160,78
"Superior univ. completa (008)",7108,4335,712,1691,177,115,78
"Hombres (010)",53037,10600,21736,17750,1269,1570,112
"Sin nivel (011)",759,43,422,257,15,21,1
"Educación inicial (012)",34,4,18,7,,5,
"Primaria (013)",9074,537,4308,3538,289,386,16
"Secundaria (014)",26404,3586,12659,8735,540,823,61
"Superior no univ. incompleta (015)",4305,1047,1566,1477,94,110,11
"Superior no univ. completa (016)",5794,2236,1553,1778,122,98,7
"Superior univ. incompleta (017)",2530,925,630,817,74,77,7
"Superior univ. completa (018)",4137,2222,580,1141,135,50,9
"Mujeres (020)",29622,8507,7074,9376,358,2174,2133
"Sin nivel (021)",1422,53,638,524,24,124,59
"Educación inicial (022)",25,3,10,6,,3,3
"Primaria (023)",5889,353,2069,2317,58,648,444
"Secundaria (024)",10812,1778,3151,3732,129,905,1117
"Superior no univ. incompleta (025)",2508,867,454,774,36,174,203
"Superior no univ. completa (026)",4637,2629,471,1151,47,172,167
"Superior univ. incompleta (027)",1358,711,149,322,22,83,71
"Superior univ. completa (028)",2971,2113,132,550,42,65,69
,,,,,,,
"URBANA (030)",68954,17229,21976,23623,1167,2963,1996
"Sin nivel (031)",1609,81,725,631,26,96,50
"Educación inicial (032)",54,6,27,13,,5,3
"Primaria (033)",11477,765,4512,4786,202,799,413
"Secundaria (034)",30818,4754,12274,10916,469,1359,1046
"Superior no univ. incompleta (035)",5936,1732,1631,2043,111,235,184
"Superior no univ. completa (036)",9223,4429,1636,2643,135,226,154
"Superior univ. incompleta (037)",3460,1504,610,1041,86,145,74
"Superior univ. completa (038)",6377,3958,561,1550,138,98,72
"Hombres (040)",43378,9318,16704,15209,861,1191,95
"Sin nivel (041)",522,30,278,192,10,11,1
"Educación inicial (042)",30,3,17,7,,3,
"Primaria (043)",6740,438,3056,2780,156,297,13
"Secundaria (044)",21564,3109,9893,7543,358,610,51
"Superior no univ. incompleta (045)",3679,914,1266,1323,78,88,10
"Superior no univ. completa (046)",5019,2000,1258,1586,96,73,6
"Superior univ. incompleta (047)",2207,837,487,742,64,71,6
"Superior univ. completa (048)",3617,1987,449,1036,99,38,8
"Mujeres (050)",25576,7911,5272,8414,306,1772,1901
"Sin nivel (051)",1087,51,447,439,16,85,49
"Educación inicial (052)",24,3,10,6,,2,3
"Primaria (053)",4737,327,1456,2006,46,502,400
"Secundaria (054)",9254,1645,2381,3373,111,749,995
"Superior no univ. incompleta (055)",2257,818,365,720,33,147,174
"Superior no univ. completa (056)",4204,2429,378,1057,39,153,148
"Superior univ. incompleta (057)",1253,667,123,299,22,74,68
"Superior univ. completa (058)",2760,1971,112,514,39,60,64
,,,,,,,
"RURAL (060)",13705,1878,6834,3503,460,781,249
"Sin nivel (061)",572,15,335,150,13,49,10
"Educación inicial (062)",5,1,1,,,3,
"Primaria (063)",3486,125,1865,1069,145,235,47
"Secundaria (064)",6398,610,3536,1551,200,369,132
"Superior no univ. incompleta (065)",877,182,389,208,19,49,30
"Superior no univ. completa (066)",1208,436,388,286,34,44,20
"Superior univ. incompleta (067)",428,132,169,98,10,15,4
"Superior univ. completa (068)",731,377,151,141,39,17,6
"Hombres (070)",9659,1282,5032,2541,408,379,17
"Sin nivel (071)",237,13,144,65,5,10,
"Educación inicial (072)",4,1,1,,,2,
"Primaria (073)",2334,99,1252,758,133,89,3
"Secundaria (074)",4840,477,2766,1192,182,213,10
"Superior no univ. incompleta (075)",626,133,300,154,16,22,1
"Superior no univ. completa (076)",775,236,295,192,26,25,1
"Superior univ. incompleta (077)",323,88,143,75,10,6,1
"Superior univ. completa (078)",520,235,131,105,36,12,1
"Mujeres (080)",4046,596,1802,962,52,402,232
"Sin nivel (081)",335,2,191,85,8,39,10
"Educación inicial (082)",1,,,,,1,
"Primaria (083)",1152,26,613,311,12,146,44
"Secundaria (084)",1558,133,770,359,18,156,122
"Superior no univ. incompleta (085)",251,49,89,54,3,27,29
"Superior no univ. completa (086)",433,200,93,94,8,19,19
"Superior univ. incompleta (087)",105,44,26,23,,9,3
"Superior univ. completa (088)",211,142,20,36,3,5,5
