"CUADRO Nº 14: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE NO DISPONEN DEL SERVICIO DE AGUA TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA QUE DISPONEN DEL SERVICIO EN LOS DÍAS QUE CUENTAN CON ESTE SERVICIO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia CASTILLA",,,,,,,,,
"Viviendas particulares (001)",453,297,50,28,37,5,5,15,16
"Ocupantes presentes (002)",1816,1205,205,110,129,15,11,64,77
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",429,290,50,28,36,5,1,9,10
"Ocupantes presentes (005)",1729,1186,205,110,127,15,1,45,40
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",21,5,,,,,4,6,6
"Ocupantes presentes (014)",77,11,,,,,10,19,37
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",2,2,,,,,,,
"Ocupantes presentes (020)",8,8,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",1,,,,1,,,,
"Ocupantes presentes (023)",2,,,,2,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",250,125,34,25,28,4,5,15,14
"Ocupantes presentes (029)",994,490,147,97,102,12,11,64,71
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",226,118,34,25,27,4,1,9,8
"Ocupantes presentes (032)",907,471,147,97,100,12,1,45,34
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",21,5,,,,,4,6,6
"Ocupantes presentes (041)",77,11,,,,,10,19,37
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",2,2,,,,,,,
"Ocupantes presentes (047)",8,8,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",1,,,,1,,,,
"Ocupantes presentes (050)",2,,,,2,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",203,172,16,3,9,1,,,2
"Ocupantes presentes (056)",822,715,58,13,27,3,,,6
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",203,172,16,3,9,1,,,2
"Ocupantes presentes (059)",822,715,58,13,27,3,,,6
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
