"CUADRO Nº 5: POBLACIÓN TOTAL, POR TENENCIA DE PARTIDA DE NACIMIENTO OTORGADO POR EL REGISTRO CIVIL, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE PARTIDA NACIMIENTO",,
,,"TIENE PARTIDA DE NACIMIENTO","NO TIENE PARTIDA DE NACIMIENTO","NO ESPECIFICADO"
,,,,
"Provincia SIHUAS (000)",30700,30012,529,159
"Hombres (001)",15106,14908,124,74
"Mujeres (002)",15594,15104,405,85
"Menores de 1 año (003)",580,516,33,31
"Hombres (004)",286,261,14,11
"Mujeres (005)",294,255,19,20
"De 1 a 5 años (006)",3860,3701,53,106
"Hombres (007)",1967,1884,24,59
"Mujeres (008)",1893,1817,29,47
"De 6 a 14 años (009)",7570,7563,4,3
"Hombres (010)",3785,3783,2,
"Mujeres (011)",3785,3780,2,3
"De 15 a 29 años (012)",7044,7037,6,1
"Hombres (013)",3610,3608,1,1
"Mujeres (014)",3434,3429,5,
"De 30 a 44 años (015)",5091,5069,16,6
"Hombres (016)",2394,2386,5,3
"Mujeres (017)",2697,2683,11,3
"De 45 a 64 años (018)",4203,4101,98,4
"Hombres (019)",2021,2005,16,
"Mujeres (020)",2182,2096,82,4
"De 65 a más años (021)",2352,2025,319,8
"Hombres (022)",1043,981,62,
"Mujeres (023)",1309,1044,257,8
,,,,
"URBANA (024)",7977,7830,109,38
"Hombres (025)",3997,3950,28,19
"Mujeres (026)",3980,3880,81,19
"Menores de 1 año (027)",135,118,11,6
"Hombres (028)",68,61,7,
"Mujeres (029)",67,57,4,6
"De 1 a 5 años (030)",856,805,21,30
"Hombres (031)",450,423,9,18
"Mujeres (032)",406,382,12,12
"De 6 a 14 años (033)",1707,1707,,
"Hombres (034)",876,876,,
"Mujeres (035)",831,831,,
"De 15 a 29 años (036)",2011,2009,2,
"Hombres (037)",1038,1038,,
"Mujeres (038)",973,971,2,
"De 30 a 44 años (039)",1559,1557,1,1
"Hombres (040)",738,736,1,1
"Mujeres (041)",821,821,,
"De 45 a 64 años (042)",1130,1122,8,
"Hombres (043)",563,562,1,
"Mujeres (044)",567,560,7,
"De 65 a más años (045)",579,512,66,1
"Hombres (046)",264,254,10,
"Mujeres (047)",315,258,56,1
,,,,
"RURAL (048)",22723,22182,420,121
"Hombres (049)",11109,10958,96,55
"Mujeres (050)",11614,11224,324,66
"Menores de 1 año (051)",445,398,22,25
"Hombres (052)",218,200,7,11
"Mujeres (053)",227,198,15,14
"De 1 a 5 años (054)",3004,2896,32,76
"Hombres (055)",1517,1461,15,41
"Mujeres (056)",1487,1435,17,35
"De 6 a 14 años (057)",5863,5856,4,3
"Hombres (058)",2909,2907,2,
"Mujeres (059)",2954,2949,2,3
"De 15 a 29 años (060)",5033,5028,4,1
"Hombres (061)",2572,2570,1,1
"Mujeres (062)",2461,2458,3,
"De 30 a 44 años (063)",3532,3512,15,5
"Hombres (064)",1656,1650,4,2
"Mujeres (065)",1876,1862,11,3
"De 45 a 64 años (066)",3073,2979,90,4
"Hombres (067)",1458,1443,15,
"Mujeres (068)",1615,1536,75,4
"De 65 a más años (069)",1773,1513,253,7
"Hombres (070)",779,727,52,
"Mujeres (071)",994,786,201,7
