"CUADRO Nº 34: POBLACIÓN DESOCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia HUAMANGA (000)",3828,61,1923,1253,484,107
"Sin nivel (001)",217,3,32,52,81,49
"Educación inicial (002)",11,4,3,4,,
"Primaria (003)",863,28,287,337,174,37
"Secundaria (004)",1373,26,904,316,114,13
"Superior no univ. incompleta (005)",194,,114,68,12,
"Superior no univ. completa (006)",390,,201,165,24,
"Superior univ. incompleta (007)",255,,162,68,23,2
"Superior univ. completa (008)",525,,220,243,56,6
"Hombres (010)",2520,44,1174,828,378,96
"Sin nivel (011)",141,3,16,26,54,42
"Educación inicial (012)",8,2,3,3,,
"Primaria (013)",646,21,190,264,138,33
"Secundaria (014)",1002,18,626,248,97,13
"Superior no univ. incompleta (015)",115,,64,41,10,
"Superior no univ. completa (016)",168,,82,69,17,
"Superior univ. incompleta (017)",160,,100,44,14,2
"Superior univ. completa (018)",280,,93,133,48,6
"Mujeres (020)",1308,17,749,425,106,11
"Sin nivel (021)",76,,16,26,27,7
"Educación inicial (022)",3,2,,1,,
"Primaria (023)",217,7,97,73,36,4
"Secundaria (024)",371,8,278,68,17,
"Superior no univ. incompleta (025)",79,,50,27,2,
"Superior no univ. completa (026)",222,,119,96,7,
"Superior univ. incompleta (027)",95,,62,24,9,
"Superior univ. completa (028)",245,,127,110,8,
,,,,,,
"Area Urbana (030)",3060,41,1545,1032,376,66
"Sin nivel (031)",104,3,14,29,41,17
"Educación inicial (032)",8,3,2,3,,
"Primaria (033)",479,16,127,189,118,29
"Secundaria (034)",1135,19,721,279,104,12
"Superior no univ. incompleta (035)",180,,105,64,11,
"Superior no univ. completa (036)",381,,195,162,24,
"Superior univ. incompleta (037)",254,,162,67,23,2
"Superior univ. completa (038)",519,,219,239,55,6
"Hombres (040)",1856,27,875,622,276,56
"Sin nivel (041)",51,3,9,10,18,11
"Educación inicial (042)",5,1,2,2,,
"Primaria (043)",306,10,68,119,84,25
"Secundaria (044)",790,13,466,212,87,12
"Superior no univ. incompleta (045)",104,,58,37,9,
"Superior no univ. completa (046)",164,,79,68,17,
"Superior univ. incompleta (047)",159,,100,43,14,2
"Superior univ. completa (048)",277,,93,131,47,6
"Mujeres (050)",1204,14,670,410,100,10
"Sin nivel (051)",53,,5,19,23,6
"Educación inicial (052)",3,2,,1,,
"Primaria (053)",173,6,59,70,34,4
"Secundaria (054)",345,6,255,67,17,
"Superior no univ. incompleta (055)",76,,47,27,2,
"Superior no univ. completa (056)",217,,116,94,7,
"Superior univ. incompleta (057)",95,,62,24,9,
"Superior univ. completa (058)",242,,126,108,8,
,,,,,,
"Area Rural (060)",768,20,378,221,108,41
"Sin nivel (061)",113,,18,23,40,32
"Educación inicial (062)",3,1,1,1,,
"Primaria (063)",384,12,160,148,56,8
"Secundaria (064)",238,7,183,37,10,1
"Superior no univ. incompleta (065)",14,,9,4,1,
"Superior no univ. completa (066)",9,,6,3,,
"Superior univ. incompleta (067)",1,,,1,,
"Superior univ. completa (068)",6,,1,4,1,
"Hombres (070)",664,17,299,206,102,40
"Sin nivel (071)",90,,7,16,36,31
"Educación inicial (072)",3,1,1,1,,
"Primaria (073)",340,11,122,145,54,8
"Secundaria (074)",212,5,160,36,10,1
"Superior no univ. incompleta (075)",11,,6,4,1,
"Superior no univ. completa (076)",4,,3,1,,
"Superior univ. incompleta (077)",1,,,1,,
"Superior univ. completa (078)",3,,,2,1,
"Mujeres (080)",104,3,79,15,6,1
"Sin nivel (081)",23,,11,7,4,1
"Primaria (083)",44,1,38,3,2,
"Secundaria (084)",26,2,23,1,,
"Superior no univ. incompleta (085)",3,,3,,,
"Superior no univ. completa (086)",5,,3,2,,
"Superior univ. completa (088)",3,,1,2,,
