"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia PARINACOCHAS (000)",10001,7612,1055,710,624
"Agric., ganadería, caza y silvicultura (001)",4469,4256,186,23,4
"Pesca (002)",1,,,,1
"Explotación de minas y canteras (003)",986,670,160,129,27
"Industrias manufactureras (004)",317,260,33,23,1
"Suministro de electricidad, gas y agua (005)",20,1,1,18,
"Construcción (006)",400,208,116,68,8
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",883,849,24,5,5
"Venta, mant.y rep. veh.autom y motoc. (008)",43,28,8,3,4
"Comercio al por mayor (009)",18,16,1,,1
"Comercio al por menor (010)",822,805,15,2,
"Hoteles y restaurantes (011)",248,204,19,24,1
"Trans., almac. y comunicaciones (012)",255,200,29,17,9
"Intermediación financiera (013)",13,,4,4,5
"Activid.inmobil., empres. y alquileres (014)",138,61,25,33,19
"Admin.pub. y defensa; p. segur soc.afil (015)",298,,,,298
"Enseñanza (016)",1077,286,399,312,80
"Servicios sociales y de salud (017)",191,37,6,6,142
"Otras activ. serv.comun.soc y personales (018)",109,83,13,10,3
"Hogares privados con servicio doméstico (019)",190,190,,,
"Actividad economica no especificada (021)",406,307,40,38,21
"Hombres (022)",6788,5093,753,539,403
"Agric., ganadería, caza y silvicultura (023)",3233,3067,141,21,4
"Pesca (024)",1,,,,1
"Explotación de minas y canteras (025)",908,617,144,123,24
"Industrias manufactureras (026)",228,177,29,22,
"Suministro de electricidad, gas y agua (027)",19,1,1,17,
"Construcción (028)",388,204,110,66,8
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",373,349,16,5,3
"Venta, mant.y rep. veh.autom y motoc. (030)",40,26,8,3,3
"Comercio al por mayor (031)",8,7,1,,
"Comercio al por menor (032)",325,316,7,2,
"Hoteles y restaurantes (033)",65,45,5,14,1
"Trans., almac. y comunicaciones (034)",243,190,28,16,9
"Intermediación financiera (035)",7,,2,,5
"Activid.inmobil., empres. y alquileres (036)",107,48,22,25,12
"Admin.pub. y defensa; p. segur soc.afil (037)",231,,,,231
"Enseñanza (038)",573,128,212,192,41
"Servicios sociales y de salud (039)",72,22,1,2,47
"Otras activ. serv.comun.soc y personales (040)",60,41,11,8,
"Hogares privados con servicio doméstico (041)",21,21,,,
"Actividad economica no especificada (043)",259,183,31,28,17
