"CUADRO Nº 5: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia YAROWILCA (000)",21397,10889,804,184,9535
"Conviviente (001)",5637,2770,170,49,2650
"Separado(a) (002)",601,271,15,8,307
"Casado(a) (003)",6067,2619,370,66,3022
"Viudo(a) (004)",1252,385,17,7,843
"Divorciado(a) (005)",81,34,3,1,43
"Soltero(a) (006)",7759,4810,229,53,2670
"Hombres (008)",10082,4618,428,111,4935
"Conviviente (009)",2658,1058,90,28,1483
"Separado(a) (010)",117,27,7,4,79
"Casado(a) (011)",2935,1094,209,43,1596
"Viudo(a) (012)",315,70,9,2,234
"Divorciado(a) (013)",21,5,3,,13
"Soltero(a) (014)",4036,2364,110,34,1530
"Mujeres (016)",11315,6271,376,73,4600
"Conviviente (017)",2979,1712,80,21,1167
"Separado(a) (018)",484,244,8,4,228
"Casado(a) (019)",3132,1525,161,23,1426
"Viudo(a) (020)",937,315,8,5,609
"Divorciado(a) (021)",60,29,,1,30
"Soltero(a) (022)",3723,2446,119,19,1140
,,,,,
"URBANA (024)",5405,2320,505,104,2482
"Conviviente (025)",1448,629,103,20,696
"Separado(a) (026)",168,78,11,4,75
"Casado(a) (027)",1490,552,233,41,668
"Viudo(a) (028)",247,67,11,5,164
"Divorciado(a) (029)",28,10,3,,15
"Soltero(a) (030)",2024,984,144,34,864
"Hombres (032)",2619,1018,258,67,1280
"Conviviente (033)",704,257,55,11,381
"Separado(a) (034)",38,9,5,3,21
"Casado(a) (035)",750,238,131,28,356
"Viudo(a) (036)",56,8,5,2,41
"Divorciado(a) (037)",10,3,3,,4
"Soltero(a) (038)",1061,503,59,23,477
"Mujeres (040)",2786,1302,247,37,1202
"Conviviente (041)",744,372,48,9,315
"Separado(a) (042)",130,69,6,1,54
"Casado(a) (043)",740,314,102,13,312
"Viudo(a) (044)",191,59,6,3,123
"Divorciado(a) (045)",18,7,,,11
"Soltero(a) (046)",963,481,85,11,387
,,,,,
"RURAL (048)",15992,8569,299,80,7053
"Conviviente (049)",4189,2141,67,29,1954
"Separado(a) (050)",433,193,4,4,232
"Casado(a) (051)",4577,2067,137,25,2354
"Viudo(a) (052)",1005,318,6,2,679
"Divorciado(a) (053)",53,24,,1,28
"Soltero(a) (054)",5735,3826,85,19,1806
"Hombres (056)",7463,3600,170,44,3655
"Conviviente (057)",1954,801,35,17,1102
"Separado(a) (058)",79,18,2,1,58
"Casado(a) (059)",2185,856,78,15,1240
"Viudo(a) (060)",259,62,4,,193
"Divorciado(a) (061)",11,2,,,9
"Soltero(a) (062)",2975,1861,51,11,1053
"Mujeres (064)",8529,4969,129,36,3398
"Conviviente (065)",2235,1340,32,12,852
"Separado(a) (066)",354,175,2,3,174
"Casado(a) (067)",2392,1211,59,10,1114
"Viudo(a) (068)",746,256,2,2,486
"Divorciado(a) (069)",42,22,,1,19
"Soltero(a) (070)",2760,1965,34,8,753
