"CUADRO Nº 2: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR VARIEDAD DE ARTEFACTOS Y EQUIPOS QUE POSEE, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,
,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"ARTEFACTOS Y EQUIPOS QUE POSEE EL HOGAR",,,,,,
,,RADIO,"TELEVISOR A COLOR","EQUIPO DE SONIDO","LAVADORA DE ROPA","REFRIGERADORA O CONGELADORA",COMPUTADORA,NINGUNO
,,,,,,,,
"Provincia HUAYLAS",,,,,,,,
"Hogares (001)",13080,8566,4773,1557,287,1609,593,3619
"Ocupantes presentes (002)",53368,36740,20152,6501,1150,6569,2474,12972
"Casa independiente",,,,,,,,
"Hogares (004)",12865,8427,4686,1523,282,1585,583,3570
"Ocupantes presentes (005)",52604,36196,19864,6392,1137,6486,2438,12827
"Departamento en edificio",,,,,,,,
"Hogares (007)",32,22,19,9,3,11,3,4
"Ocupantes presentes (008)",99,79,61,26,9,41,13,7
"Vivienda en quinta",,,,,,,,
"Hogares (010)",49,41,35,13,1,6,2,2
"Ocupantes presentes (011)",153,136,110,38,1,16,5,3
"Vivienda en casa de vecindad",,,,,,,,
"Hogares (013)",50,32,28,11,,6,3,4
"Ocupantes presentes (014)",172,119,98,42,,23,13,9
"Choza o cabaña",,,,,,,,
"Hogares (016)",73,40,2,,,,1,33
"Ocupantes presentes (017)",316,199,9,,,,2,117
"Vivienda improvisada",,,,,,,,
"Hogares (019)",1,,,,,,,1
"Ocupantes presentes (020)",1,,,,,,,1
"Local no dest.para hab. humana",,,,,,,,
"Hogares (022)",8,4,3,1,1,1,1,3
"Ocupantes presentes (023)",21,11,10,3,3,3,3,6
"Otro tipo",,,,,,,,
"Hogares (025)",2,,,,,,,2
"Ocupantes presentes (026)",2,,,,,,,2
,,,,,,,,
URBANA,,,,,,,,
"Hogares (028)",4484,3378,2872,1259,267,1379,559,551
"Ocupantes presentes (029)",17187,13324,11540,5171,1070,5541,2343,1698
"Casa independiente",,,,,,,,
"Hogares (031)",4350,3282,2788,1226,262,1355,550,540
"Ocupantes presentes (032)",16755,12987,11264,5065,1057,5458,2309,1678
"Departamento en edificio",,,,,,,,
"Hogares (034)",32,22,19,9,3,11,3,4
"Ocupantes presentes (035)",99,79,61,26,9,41,13,7
"Vivienda en quinta",,,,,,,,
"Hogares (037)",49,41,35,13,1,6,2,2
"Ocupantes presentes (038)",153,136,110,38,1,16,5,3
"Vivienda en casa de vecindad",,,,,,,,
"Hogares (040)",50,32,28,11,,6,3,4
"Ocupantes presentes (041)",172,119,98,42,,23,13,9
"Choza o cabaña",,,,,,,,
"Vivienda improvisada",,,,,,,,
"Hogares (046)",1,,,,,,,1
"Ocupantes presentes (047)",1,,,,,,,1
"Local no dest.para hab. humana",,,,,,,,
"Hogares (049)",2,1,2,,1,1,1,
"Ocupantes presentes (050)",7,3,7,,3,3,3,
"Otro tipo",,,,,,,,
,,,,,,,,
RURAL,,,,,,,,
"Hogares (055)",8596,5188,1901,298,20,230,34,3068
"Ocupantes presentes (056)",36181,23416,8612,1330,80,1028,131,11274
"Casa independiente",,,,,,,,
"Hogares (058)",8515,5145,1898,297,20,230,33,3030
"Ocupantes presentes (059)",35849,23209,8600,1327,80,1028,129,11149
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Choza o cabaña",,,,,,,,
"Hogares (070)",73,40,2,,,,1,33
"Ocupantes presentes (071)",316,199,9,,,,2,117
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Hogares (076)",6,3,1,1,,,,3
"Ocupantes presentes (077)",14,8,3,3,,,,6
"Otro tipo",,,,,,,,
"Hogares (079)",2,,,,,,,2
"Ocupantes presentes (080)",2,,,,,,,2
