"CUADRO Nº 9: POBLACIÓN DE 3 A 24 AÑOS DE EDAD, POR CONDICIÓN DE ALFABETISMO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD NORMATIVA DE ESTUDIOS",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y EDAD NORMATIVA DE ESTUDIOS",TOTAL,"CONDICIÓN DE ALFABETISMO",
,,"SABE LEER Y ESCRIBIR","NO SABE LEER NI ESCRIBIR"
,,,
"Provincia CAJABAMBA (000)",35736,28051,7685
"De 3 a 5 años (001)",5631,318,5313
"De 6 a 11 años (002)",11148,9729,1419
"De 12 a 16 años (003)",9148,8859,289
"De 17 a 24 años (004)",9809,9145,664
"Hombres (005)",18218,14460,3758
"De 3 a 5 años (006)",2885,154,2731
"De 6 a 11 años (007)",5735,5017,718
"De 12 a 16 años (008)",4681,4578,103
"De 17 a 24 años (009)",4917,4711,206
"Mujeres (010)",17518,13591,3927
"De 3 a 5 años (011)",2746,164,2582
"De 6 a 11 años (012)",5413,4712,701
"De 12 a 16 años (013)",4467,4281,186
"De 17 a 24 años (014)",4892,4434,458
,,,
"URBANA (015)",8291,6998,1293
"De 3 a 5 años (016)",1132,116,1016
"De 6 a 11 años (017)",2361,2177,184
"De 12 a 16 años (018)",2263,2232,31
"De 17 a 24 años (019)",2535,2473,62
"Hombres (020)",4154,3505,649
"De 3 a 5 años (021)",587,64,523
"De 6 a 11 años (022)",1214,1117,97
"De 12 a 16 años (023)",1136,1129,7
"De 17 a 24 años (024)",1217,1195,22
"Mujeres (025)",4137,3493,644
"De 3 a 5 años (026)",545,52,493
"De 6 a 11 años (027)",1147,1060,87
"De 12 a 16 años (028)",1127,1103,24
"De 17 a 24 años (029)",1318,1278,40
,,,
"RURAL (030)",27445,21053,6392
"De 3 a 5 años (031)",4499,202,4297
"De 6 a 11 años (032)",8787,7552,1235
"De 12 a 16 años (033)",6885,6627,258
"De 17 a 24 años (034)",7274,6672,602
"Hombres (035)",14064,10955,3109
"De 3 a 5 años (036)",2298,90,2208
"De 6 a 11 años (037)",4521,3900,621
"De 12 a 16 años (038)",3545,3449,96
"De 17 a 24 años (039)",3700,3516,184
"Mujeres (040)",13381,10098,3283
"De 3 a 5 años (041)",2201,112,2089
"De 6 a 11 años (042)",4266,3652,614
"De 12 a 16 años (043)",3340,3178,162
"De 17 a 24 años (044)",3574,3156,418
