"CUADRO Nº 15: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACIÓN",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia LUYA (000)",15711,1207,20,9202,3542,323,813,182,422
"Empleado (001)",1449,8,,72,169,125,620,104,351
"Obrero (002)",1963,196,3,1182,517,33,20,6,6
"Trabajador independiente (003)",8401,662,7,5543,1845,110,123,58,53
"Empleador o patrono (004)",666,43,,412,178,19,9,1,4
"Trabajador familiar no remunerado (005)",2732,220,10,1686,729,31,35,13,8
"Trabajador del hogar (006)",500,78,,307,104,5,6,,
"Hombres (008)",12650,826,17,7787,2994,219,422,134,251
"Empleado (009)",753,2,,29,110,63,292,64,193
"Obrero (010)",1693,142,1,1014,479,30,16,6,5
"Trabajador independiente (011)",7392,515,7,4991,1613,82,87,52,45
"Empleador o patrono (012)",625,32,,394,169,18,7,1,4
"Trabajador familiar no remunerado (013)",2168,133,9,1348,617,26,20,11,4
"Trabajador del hogar (014)",19,2,,11,6,,,,
"Mujeres (016)",3061,381,3,1415,548,104,391,48,171
"Empleado (017)",696,6,,43,59,62,328,40,158
"Obrero (018)",270,54,2,168,38,3,4,,1
"Trabajador independiente (019)",1009,147,,552,232,28,36,6,8
"Empleador o patrono (020)",41,11,,18,9,1,2,,
"Trabajador familiar no remunerado (021)",564,87,1,338,112,5,15,2,4
"Trabajador del hogar (022)",481,76,,296,98,5,6,,
,,,,,,,,,
"URBANA (024)",6785,379,5,3241,1903,245,563,110,339
"Empleado (025)",1045,5,,44,142,96,418,61,279
"Obrero (026)",896,61,1,482,306,23,15,4,4
"Trabajador independiente (027)",3438,189,,1973,1010,84,102,34,46
"Empleador o patrono (028)",286,20,,160,84,13,5,1,3
"Trabajador familiar no remunerado (029)",861,73,4,437,288,24,18,10,7
"Trabajador del hogar (030)",259,31,,145,73,5,5,,
"Hombres (032)",4974,215,3,2530,1512,160,278,76,200
"Empleado (033)",535,1,,16,97,49,185,35,152
"Obrero (034)",762,39,,399,285,21,11,4,3
"Trabajador independiente (035)",2842,133,,1681,834,59,69,28,38
"Empleador o patrono (036)",262,13,,153,76,12,4,1,3
"Trabajador familiar no remunerado (037)",565,29,3,277,216,19,9,8,4
"Trabajador del hogar (038)",8,,,4,4,,,,
"Mujeres (040)",1811,164,2,711,391,85,285,34,139
"Empleado (041)",510,4,,28,45,47,233,26,127
"Obrero (042)",134,22,1,83,21,2,4,,1
"Trabajador independiente (043)",596,56,,292,176,25,33,6,8
"Empleador o patrono (044)",24,7,,7,8,1,1,,
"Trabajador familiar no remunerado (045)",296,44,1,160,72,5,9,2,3
"Trabajador del hogar (046)",251,31,,141,69,5,5,,
,,,,,,,,,
"RURAL (048)",8926,828,15,5961,1639,78,250,72,83
"Empleado (049)",404,3,,28,27,29,202,43,72
"Obrero (050)",1067,135,2,700,211,10,5,2,2
"Trabajador independiente (051)",4963,473,7,3570,835,26,21,24,7
"Empleador o patrono (052)",380,23,,252,94,6,4,,1
"Trabajador familiar no remunerado (053)",1871,147,6,1249,441,7,17,3,1
"Trabajador del hogar (054)",241,47,,162,31,,1,,
"Hombres (056)",7676,611,14,5257,1482,59,144,58,51
"Empleado (057)",218,1,,13,13,14,107,29,41
"Obrero (058)",931,103,1,615,194,9,5,2,2
"Trabajador independiente (059)",4550,382,7,3310,779,23,18,24,7
"Empleador o patrono (060)",363,19,,241,93,6,3,,1
"Trabajador familiar no remunerado (061)",1603,104,6,1071,401,7,11,3,
"Trabajador del hogar (062)",11,2,,7,2,,,,
"Mujeres (064)",1250,217,1,704,157,19,106,14,32
"Empleado (065)",186,2,,15,14,15,95,14,31
"Obrero (066)",136,32,1,85,17,1,,,
"Trabajador independiente (067)",413,91,,260,56,3,3,,
"Empleador o patrono (068)",17,4,,11,1,,1,,
"Trabajador familiar no remunerado (069)",268,43,,178,40,,6,,1
"Trabajador del hogar (070)",230,45,,155,29,,1,,
