"CUADRO Nº 6: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES Y TOTAL DE OCUPANTES PRESENTES, POR ÁREA URBANA Y RURAL, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO Y TIPO DE VIVIENDA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO Y TIPO DE VIVIENDA",TOTAL,,URBANA,,RURAL,
,"VIVIENDAS PARTICULARES","PERSONAS PRESENTES","VIVIENDAS PARTICULARES","PERSONAS PRESENTES","VIVIENDAS PARTICULARES","PERSONAS PRESENTES"
,,,,,,
"Provincia SAN MIGUEL (000)",14703,55940,2536,8930,12167,47010
"Casa independiente (001)",14335,54536,2518,8857,11817,45679
"Vivienda en quinta (003)",5,33,5,33,,
"Vivienda en casa de vecindad (004)",7,21,7,21,,
"Choza o cabaña (005)",343,1311,,,343,1311
"Vivienda improvisada (006)",5,18,5,18,,
"Local no dest.para hab. humana (007)",7,20,1,1,6,19
"Otro tipo (008)",1,1,,,1,1
