"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y RELIGIÓN QUE PROFESA",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y RELIGION QUE PROFESA",TOTAL,"NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,"NO ESPECI- FICADO"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A MÁS",
,,,,,,,,,,
"Provincia PAUCARTAMBO (000)",14944,14491,4031,1529,1512,1404,2443,1785,1787,453
"Católica (001)",10280,9968,2739,1048,1044,976,1704,1226,1231,312
"Cristiana/Evangélica (002)",3457,3365,916,347,334,334,570,442,422,92
"Otra (003)",867,841,265,85,97,69,123,87,115,26
"Ninguna (004)",340,317,111,49,37,25,46,30,19,23
,,,,,,,,,,
"URBANA (006)",3021,2903,871,357,381,327,462,279,226,118
"Católica (007)",2386,2293,668,286,306,257,369,230,177,93
"Cristiana/Evangélica (008)",420,405,123,44,49,44,66,36,43,15
"Otra (009)",147,142,56,13,21,18,20,9,5,5
"Ninguna (010)",68,63,24,14,5,8,7,4,1,5
,,,,,,,,,,
"RURAL (012)",11923,11588,3160,1172,1131,1077,1981,1506,1561,335
"Católica (013)",7894,7675,2071,762,738,719,1335,996,1054,219
"Cristiana/Evangélica (014)",3037,2960,793,303,285,290,504,406,379,77
"Otra (015)",720,699,209,72,76,51,103,78,110,21
"Ninguna (016)",272,254,87,35,32,17,39,26,18,18
