"CUADRO Nº 19: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HABITACIONES DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HABITACIONES DE LA VIVIENDA",,,,,,,
,,1,2,3,4,5,6,7,"8 Y MÁS"
,,,,,,,,,
"Provincia SANDIA",,,,,,,,,
"Viviendas particulares (001)",19006,8044,8423,1314,810,182,113,38,82
"Ocupantes presentes (002)",61326,21812,29164,5271,3296,728,497,173,385
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",16797,6315,8064,1248,772,165,113,38,82
"Ocupantes presentes (005)",56093,18118,28068,5051,3156,645,497,173,385
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",11,7,4,,,,,,
"Ocupantes presentes (011)",22,13,9,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",402,269,77,19,22,15,,,
"Ocupantes presentes (014)",1142,662,246,66,94,74,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",1710,1386,268,41,13,2,,,
"Ocupantes presentes (017)",3815,2825,806,138,37,9,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",45,32,8,3,2,,,,
"Ocupantes presentes (020)",156,109,27,12,8,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",20,14,2,3,1,,,,
"Ocupantes presentes (023)",36,23,8,4,1,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",21,21,,,,,,,
"Ocupantes presentes (026)",62,62,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",4404,1773,1581,434,325,119,84,28,60
"Ocupantes presentes (029)",15848,5516,6005,1748,1277,504,372,132,294
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",3933,1453,1492,411,301,104,84,28,60
"Ocupantes presentes (032)",14499,4705,5723,1668,1175,430,372,132,294
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",11,7,4,,,,,,
"Ocupantes presentes (038)",22,13,9,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",402,269,77,19,22,15,,,
"Ocupantes presentes (041)",1142,662,246,66,94,74,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",45,32,8,3,2,,,,
"Ocupantes presentes (047)",156,109,27,12,8,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",8,7,,1,,,,,
"Ocupantes presentes (050)",12,10,,2,,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (052)",5,5,,,,,,,
"Ocupantes presentes (053)",17,17,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",14602,6271,6842,880,485,63,29,10,22
"Ocupantes presentes (056)",45478,16296,23159,3523,2019,224,125,41,91
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",12864,4862,6572,837,471,61,29,10,22
"Ocupantes presentes (059)",41594,13413,22345,3383,1981,215,125,41,91
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",1710,1386,268,41,13,2,,,
"Ocupantes presentes (071)",3815,2825,806,138,37,9,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",12,7,2,2,1,,,,
"Ocupantes presentes (077)",24,13,8,2,1,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (079)",16,16,,,,,,,
"Ocupantes presentes (080)",45,45,,,,,,,
