"CUADRO Nº 11: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ABASTECIMIENTO DE AGUA POTABLE, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, DISPONIBILIDAD DE AGUA TODOS LOS DÍAS DE LA SEMANA, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, DISPONIBILIDAD DE AGUA TODOS LOS DÍAS DE LA SEMANA, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"TIPO DE ABASTECIMIENTO DE AGUA POTABLE",,
,,"RED PÚBLICA DENTRO DE LA VIVIENDA (AGUA POTABLE)","RED PÚBLICA FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN (AGUA POTABLE)","PILÓN DE USO PÚBLICO (AGUA POTABLE)"
,,,,
"Provincia LAMAS",,,,
"Viviendas particulares (001)",8168,5705,2022,441
"Ocupantes presentes (002)",35177,24095,9119,1963
"Casa independiente",,,,
"Viviendas particulares (004)",7757,5510,1963,284
"Ocupantes presentes (005)",33640,23427,8940,1273
"Departamento en edificio",,,,
"Viviendas particulares (007)",2,2,,
"Ocupantes presentes (008)",4,4,,
"Vivienda en quinta",,,,
"Viviendas particulares (010)",197,158,39,
"Ocupantes presentes (011)",619,520,99,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (013)",29,22,1,6
"Ocupantes presentes (014)",131,95,4,32
"Choza o cabaña",,,,
"Viviendas particulares (016)",151,,,151
"Ocupantes presentes (017)",658,,,658
"Vivienda improvisada",,,,
"Viviendas particulares (019)",27,8,19,
"Ocupantes presentes (020)",105,29,76,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (022)",5,5,,
"Ocupantes presentes (023)",20,20,,
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (028)",5881,3841,1695,345
"Ocupantes presentes (029)",26113,16884,7670,1559
"Casa independiente",,,,
"Viviendas particulares (031)",5564,3713,1652,199
"Ocupantes presentes (032)",24868,16421,7528,919
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Viviendas particulares (037)",135,112,23,
"Ocupantes presentes (038)",455,393,62,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (040)",11,10,1,
"Ocupantes presentes (041)",50,46,4,
"Choza o cabaña",,,,
"Viviendas particulares (043)",146,,,146
"Ocupantes presentes (044)",640,,,640
"Vivienda improvisada",,,,
"Viviendas particulares (046)",21,2,19,
"Ocupantes presentes (047)",85,9,76,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (049)",4,4,,
"Ocupantes presentes (050)",15,15,,
"Otro tipo",,,,
No,,,,
"Viviendas particulares (055)",2287,1864,327,96
"Ocupantes presentes (056)",9064,7211,1449,404
"Casa independiente",,,,
"Viviendas particulares (058)",2193,1797,311,85
"Ocupantes presentes (059)",8772,7006,1412,354
"Departamento en edificio",,,,
"Viviendas particulares (061)",2,2,,
"Ocupantes presentes (062)",4,4,,
"Vivienda en quinta",,,,
"Viviendas particulares (064)",62,46,16,
"Ocupantes presentes (065)",164,127,37,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (067)",18,12,,6
"Ocupantes presentes (068)",81,49,,32
"Choza o cabaña",,,,
"Viviendas particulares (070)",5,,,5
"Ocupantes presentes (071)",18,,,18
"Vivienda improvisada",,,,
"Viviendas particulares (073)",6,6,,
"Ocupantes presentes (074)",20,20,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (076)",1,1,,
"Ocupantes presentes (077)",5,5,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
,,,,
URBANA,,,,
"Viviendas particulares (109)",6117,4723,1344,50
"Ocupantes presentes (110)",26016,19698,6091,227
"Casa independiente",,,,
"Viviendas particulares (112)",5857,4528,1285,44
"Ocupantes presentes (113)",25137,19030,5912,195
"Departamento en edificio",,,,
"Viviendas particulares (115)",2,2,,
"Ocupantes presentes (116)",4,4,,
"Vivienda en quinta",,,,
"Viviendas particulares (118)",197,158,39,
"Ocupantes presentes (119)",619,520,99,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (121)",29,22,1,6
"Ocupantes presentes (122)",131,95,4,32
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (127)",27,8,19,
"Ocupantes presentes (128)",105,29,76,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (130)",5,5,,
"Ocupantes presentes (131)",20,20,,
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (136)",3987,2903,1063,21
"Ocupantes presentes (137)",17641,12699,4842,100
"Casa independiente",,,,
"Viviendas particulares (139)",3816,2775,1020,21
"Ocupantes presentes (140)",17036,12236,4700,100
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Viviendas particulares (145)",135,112,23,
"Ocupantes presentes (146)",455,393,62,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (148)",11,10,1,
"Ocupantes presentes (149)",50,46,4,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (154)",21,2,19,
"Ocupantes presentes (155)",85,9,76,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (157)",4,4,,
"Ocupantes presentes (158)",15,15,,
"Otro tipo",,,,
No,,,,
"Viviendas particulares (163)",2130,1820,281,29
"Ocupantes presentes (164)",8375,6999,1249,127
"Casa independiente",,,,
"Viviendas particulares (166)",2041,1753,265,23
"Ocupantes presentes (167)",8101,6794,1212,95
"Departamento en edificio",,,,
"Viviendas particulares (169)",2,2,,
"Ocupantes presentes (170)",4,4,,
"Vivienda en quinta",,,,
"Viviendas particulares (172)",62,46,16,
"Ocupantes presentes (173)",164,127,37,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (175)",18,12,,6
"Ocupantes presentes (176)",81,49,,32
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (181)",6,6,,
"Ocupantes presentes (182)",20,20,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (184)",1,1,,
"Ocupantes presentes (185)",5,5,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
,,,,
RURAL,,,,
"Viviendas particulares (217)",2051,982,678,391
"Ocupantes presentes (218)",9161,4397,3028,1736
"Casa independiente",,,,
"Viviendas particulares (220)",1900,982,678,240
"Ocupantes presentes (221)",8503,4397,3028,1078
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (232)",151,,,151
"Ocupantes presentes (233)",658,,,658
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (244)",1894,938,632,324
"Ocupantes presentes (245)",8472,4185,2828,1459
"Casa independiente",,,,
"Viviendas particulares (247)",1748,938,632,178
"Ocupantes presentes (248)",7832,4185,2828,819
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (259)",146,,,146
"Ocupantes presentes (260)",640,,,640
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
No,,,,
"Viviendas particulares (271)",157,44,46,67
"Ocupantes presentes (272)",689,212,200,277
"Casa independiente",,,,
"Viviendas particulares (274)",152,44,46,62
"Ocupantes presentes (275)",671,212,200,259
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (286)",5,,,5
"Ocupantes presentes (287)",18,,,18
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
