"CUADRO Nº 1: POBLACIÓN TOTAL, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia TAYACAJA (000)",104901,41741,4015,1767,57501
"Menos de 1 año (001)",1849,1538,56,26,230
"De 1 a 14 años (002)",40783,31614,1299,622,7298
"De 15 a 29 años (003)",24913,5559,645,581,18172
"De 30 a 44 años (004)",17344,1733,1047,255,14327
"De 45 a 64 años (005)",13659,909,704,209,11847
"De 65 y mas años (006)",6353,388,264,74,5627
"Hombres (008)",52038,20399,2113,1134,28481
"Menos de 1 año (009)",925,760,34,9,122
"De 1 a 14 años (010)",20691,15999,657,330,3737
"De 15 a 29 años (011)",12454,2483,334,434,9245
"De 30 a 44 años (012)",8443,589,522,170,7171
"De 45 a 64 años (013)",6636,386,409,146,5701
"De 65 y mas años (014)",2889,182,157,45,2505
"Mujeres (016)",52863,21342,1902,633,29020
"Menos de 1 año (017)",924,778,22,17,108
"De 1 a 14 años (018)",20092,15615,642,292,3561
"De 15 a 29 años (019)",12459,3076,311,147,8927
"De 30 a 44 años (020)",8901,1144,525,85,7156
"De 45 a 64 años (021)",7023,523,295,63,6146
"De 65 y mas años (022)",3464,206,107,29,3122
,,,,,
"URBANA (024)",25677,7331,2723,1034,14642
"Menos de 1 año (025)",409,273,40,8,89
"De 1 a 14 años (026)",9031,5140,885,257,2762
"De 15 a 29 años (027)",6419,1174,411,414,4441
"De 30 a 44 años (028)",4742,436,714,177,3425
"De 45 a 64 años (029)",3449,202,501,139,2615
"De 65 y mas años (030)",1627,106,172,39,1310
"Hombres (032)",12750,3565,1426,743,7057
"Menos de 1 año (033)",232,156,24,4,48
"De 1 a 14 años (034)",4571,2563,460,144,1414
"De 15 a 29 años (035)",3285,552,215,347,2192
"De 30 a 44 años (036)",2259,158,344,126,1637
"De 45 a 64 años (037)",1676,89,284,100,1207
"De 65 y mas años (038)",727,47,99,22,559
"Mujeres (040)",12927,3766,1297,291,7585
"Menos de 1 año (041)",177,117,16,4,41
"De 1 a 14 años (042)",4460,2577,425,113,1348
"De 15 a 29 años (043)",3134,622,196,67,2249
"De 30 a 44 años (044)",2483,278,370,51,1788
"De 45 a 64 años (045)",1773,113,217,39,1408
"De 65 y mas años (046)",900,59,73,17,751
,,,,,
"RURAL (048)",79224,34410,1292,733,42859
"Menos de 1 año (049)",1440,1265,16,18,141
"De 1 a 14 años (050)",31752,26474,414,365,4536
"De 15 a 29 años (051)",18494,4385,234,167,13731
"De 30 a 44 años (052)",12602,1297,333,78,10902
"De 45 a 64 años (053)",10210,707,203,70,9232
"De 65 y mas años (054)",4726,282,92,35,4317
"Hombres (056)",39288,16834,687,391,21424
"Menos de 1 año (057)",693,604,10,5,74
"De 1 a 14 años (058)",16120,13436,197,186,2323
"De 15 a 29 años (059)",9169,1931,119,87,7053
"De 30 a 44 años (060)",6184,431,178,44,5534
"De 45 a 64 años (061)",4960,297,125,46,4494
"De 65 y mas años (062)",2162,135,58,23,1946
"Mujeres (064)",39936,17576,605,342,21435
"Menos de 1 año (065)",747,661,6,13,67
"De 1 a 14 años (066)",15632,13038,217,179,2213
"De 15 a 29 años (067)",9325,2454,115,80,6678
"De 30 a 44 años (068)",6418,866,155,34,5368
"De 45 a 64 años (069)",5250,410,78,24,4738
"De 65 y mas años (070)",2564,147,34,12,2371
