"CUADRO Nº 10: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia HUANCANE (000)",23192,20686,1156,389,961
"Hombres (001)",13463,11661,815,309,678
"Mujeres (002)",9729,9025,341,80,283
"De 06 a 14 años (003)",393,358,35,,
"Hombres (004)",201,181,20,,
"Mujeres (005)",192,177,15,,
"De 15 a 29 años (006)",5397,4741,321,89,246
"Hombres (007)",2990,2544,217,69,160
"Mujeres (008)",2407,2197,104,20,86
"De 30 a 44 años (009)",6691,5676,437,166,412
"Hombres (010)",3900,3189,301,130,280
"Mujeres (011)",2791,2487,136,36,132
"De 45 a 64 años (012)",7110,6393,316,118,283
"Hombres (013)",4213,3651,242,100,220
"Mujeres (014)",2897,2742,74,18,63
"De 65 y más años (015)",3601,3518,47,16,20
"Hombres (016)",2159,2096,35,10,18
"Mujeres (017)",1442,1422,12,6,2
,,,,,
"URBANA (018)",4735,3487,348,223,677
"Hombres (019)",2689,1823,257,166,443
"Mujeres (020)",2046,1664,91,57,234
"De 06 a 14 años (021)",98,89,9,,
"Hombres (022)",52,45,7,,
"Mujeres (023)",46,44,2,,
"De 15 a 29 años (024)",1241,947,97,53,144
"Hombres (025)",670,475,70,40,85
"Mujeres (026)",571,472,27,13,59
"De 30 a 44 años (027)",1708,1129,151,105,323
"Hombres (028)",957,566,111,77,203
"Mujeres (029)",751,563,40,28,120
"De 45 a 64 años (030)",1302,956,83,62,201
"Hombres (031)",767,510,62,48,147
"Mujeres (032)",535,446,21,14,54
"De 65 y más años (033)",386,366,8,3,9
"Hombres (034)",243,227,7,1,8
"Mujeres (035)",143,139,1,2,1
,,,,,
"RURAL (036)",18457,17199,808,166,284
"Hombres (037)",10774,9838,558,143,235
"Mujeres (038)",7683,7361,250,23,49
"De 06 a 14 años (039)",295,269,26,,
"Hombres (040)",149,136,13,,
"Mujeres (041)",146,133,13,,
"De 15 a 29 años (042)",4156,3794,224,36,102
"Hombres (043)",2320,2069,147,29,75
"Mujeres (044)",1836,1725,77,7,27
"De 30 a 44 años (045)",4983,4547,286,61,89
"Hombres (046)",2943,2623,190,53,77
"Mujeres (047)",2040,1924,96,8,12
"De 45 a 64 años (048)",5808,5437,233,56,82
"Hombres (049)",3446,3141,180,52,73
"Mujeres (050)",2362,2296,53,4,9
"De 65 y más años (051)",3215,3152,39,13,11
"Hombres (052)",1916,1869,28,9,10
"Mujeres (053)",1299,1283,11,4,1
