"CUADRO Nº 13: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE NO DISPONEN DEL SERVICIO DE AGUA TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE DÍAS A LA SEMANA QUE DISPONE DEL SERVICIO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE DÍAS A LA SEMANA QUE DISPONE DE AGUA",,,
,,1,2,3,4-6
,,,,,
"Provincia CHURCAMPA",,,,,
"Viviendas particulares (001)",252,35,27,72,118
"Ocupantes presentes (002)",1012,144,109,294,465
"Casa independiente",,,,,
"Viviendas particulares (004)",247,32,27,72,116
"Ocupantes presentes (005)",999,138,109,294,458
"Departamento en edificio",,,,,
"Vivienda en quinta",,,,,
"Vivienda en casa de vecindad",,,,,
"Viviendas particulares (013)",2,1,,,1
"Ocupantes presentes (014)",4,1,,,3
"Choza o cabaña",,,,,
"Viviendas particulares (016)",1,,,,1
"Ocupantes presentes (017)",4,,,,4
"Vivienda improvisada",,,,,
"Local no dest.para hab. humana",,,,,
"Otro tipo",,,,,
"Viviendas particulares (025)",2,2,,,
"Ocupantes presentes (026)",5,5,,,
,,,,,
URBANA,,,,,
"Viviendas particulares (028)",52,15,7,10,20
"Ocupantes presentes (029)",223,66,30,44,83
"Casa independiente",,,,,
"Viviendas particulares (031)",50,14,7,10,19
"Ocupantes presentes (032)",219,65,30,44,80
"Departamento en edificio",,,,,
"Vivienda en quinta",,,,,
"Vivienda en casa de vecindad",,,,,
"Viviendas particulares (040)",2,1,,,1
"Ocupantes presentes (041)",4,1,,,3
"Choza o cabaña",,,,,
"Vivienda improvisada",,,,,
"Local no dest.para hab. humana",,,,,
"Otro tipo",,,,,
,,,,,
RURAL,,,,,
"Viviendas particulares (055)",200,20,20,62,98
"Ocupantes presentes (056)",789,78,79,250,382
"Casa independiente",,,,,
"Viviendas particulares (058)",197,18,20,62,97
"Ocupantes presentes (059)",780,73,79,250,378
"Departamento en edificio",,,,,
"Vivienda en quinta",,,,,
"Vivienda en casa de vecindad",,,,,
"Choza o cabaña",,,,,
"Viviendas particulares (070)",1,,,,1
"Ocupantes presentes (071)",4,,,,4
"Vivienda improvisada",,,,,
"Local no dest.para hab. humana",,,,,
"Otro tipo",,,,,
"Viviendas particulares (079)",2,2,,,
"Ocupantes presentes (080)",5,5,,,
