"CUADRO Nº 9: POBLACIÓN DE 3 A 24 AÑOS DE EDAD, POR CONDICIÓN DE ALFABETISMO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD NORMATIVA DE ESTUDIOS",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y EDAD NORMATIVA DE ESTUDIOS",TOTAL,"CONDICIÓN DE ALFABETISMO",
,,"SABE LEER Y ESCRIBIR","NO SABE LEER NI ESCRIBIR"
,,,
"Provincia PALLASCA (000)",13589,11049,2540
"De 3 a 5 años (001)",2091,142,1949
"De 6 a 11 años (002)",4295,3870,425
"De 12 a 16 años (003)",3769,3725,44
"De 17 a 24 años (004)",3434,3312,122
"Hombres (005)",6938,5641,1297
"De 3 a 5 años (006)",1092,80,1012
"De 6 a 11 años (007)",2157,1933,224
"De 12 a 16 años (008)",1906,1885,21
"De 17 a 24 años (009)",1783,1743,40
"Mujeres (010)",6651,5408,1243
"De 3 a 5 años (011)",999,62,937
"De 6 a 11 años (012)",2138,1937,201
"De 12 a 16 años (013)",1863,1840,23
"De 17 a 24 años (014)",1651,1569,82
,,,
"URBANA (015)",6789,5670,1119
"De 3 a 5 años (016)",991,76,915
"De 6 a 11 años (017)",2047,1898,149
"De 12 a 16 años (018)",2012,1996,16
"De 17 a 24 años (019)",1739,1700,39
"Hombres (020)",3485,2886,599
"De 3 a 5 años (021)",543,49,494
"De 6 a 11 años (022)",1027,948,79
"De 12 a 16 años (023)",991,985,6
"De 17 a 24 años (024)",924,904,20
"Mujeres (025)",3304,2784,520
"De 3 a 5 años (026)",448,27,421
"De 6 a 11 años (027)",1020,950,70
"De 12 a 16 años (028)",1021,1011,10
"De 17 a 24 años (029)",815,796,19
,,,
"RURAL (030)",6800,5379,1421
"De 3 a 5 años (031)",1100,66,1034
"De 6 a 11 años (032)",2248,1972,276
"De 12 a 16 años (033)",1757,1729,28
"De 17 a 24 años (034)",1695,1612,83
"Hombres (035)",3453,2755,698
"De 3 a 5 años (036)",549,31,518
"De 6 a 11 años (037)",1130,985,145
"De 12 a 16 años (038)",915,900,15
"De 17 a 24 años (039)",859,839,20
"Mujeres (040)",3347,2624,723
"De 3 a 5 años (041)",551,35,516
"De 6 a 11 años (042)",1118,987,131
"De 12 a 16 años (043)",842,829,13
"De 17 a 24 años (044)",836,773,63
