"CUADRO Nº 15: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACIÓN",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia PARINACOCHAS (000)",10001,1123,18,2809,3175,558,1462,234,622
"Empleado (001)",2025,12,1,56,311,138,922,103,482
"Obrero (002)",1811,181,3,509,773,119,152,33,41
"Trabajador independiente (003)",4470,588,10,1591,1564,238,312,85,82
"Empleador o patrono (004)",98,12,,29,26,7,12,4,8
"Trabajador familiar no remunerado (005)",1407,319,4,562,401,49,55,8,9
"Trabajador del hogar (006)",190,11,,62,100,7,9,1,
"Hombres (008)",6788,500,8,1999,2415,400,856,182,428
"Empleado (009)",1188,4,,33,209,86,474,67,315
"Obrero (010)",1584,110,3,446,699,110,146,32,38
"Trabajador independiente (011)",3200,282,3,1190,1210,173,203,75,64
"Empleador o patrono (012)",73,8,,21,19,6,8,4,7
"Trabajador familiar no remunerado (013)",722,95,2,301,268,24,24,4,4
"Trabajador del hogar (014)",21,1,,8,10,1,1,,
"Mujeres (016)",3213,623,10,810,760,158,606,52,194
"Empleado (017)",837,8,1,23,102,52,448,36,167
"Obrero (018)",227,71,,63,74,9,6,1,3
"Trabajador independiente (019)",1270,306,7,401,354,65,109,10,18
"Empleador o patrono (020)",25,4,,8,7,1,4,,1
"Trabajador familiar no remunerado (021)",685,224,2,261,133,25,31,4,5
"Trabajador del hogar (022)",169,10,,54,90,6,8,1,
,,,,,,,,,
"URBANA (024)",6061,314,9,1430,2126,376,1171,153,482
"Empleado (025)",1711,4,,43,254,114,813,80,403
"Obrero (026)",991,57,2,309,485,59,55,14,10
"Trabajador independiente (027)",2602,185,6,797,1090,160,254,50,60
"Empleador o patrono (028)",50,3,,14,13,5,8,3,4
"Trabajador familiar no remunerado (029)",543,55,1,216,198,31,32,5,5
"Trabajador del hogar (030)",164,10,,51,86,7,9,1,
"Hombres (032)",3920,113,6,956,1555,236,624,114,316
"Empleado (033)",968,3,,26,163,67,400,51,258
"Obrero (034)",860,25,2,275,433,53,50,14,8
"Trabajador independiente (035)",1787,70,3,544,827,101,154,43,45
"Empleador o patrono (036)",28,1,,6,7,4,4,3,3
"Trabajador familiar no remunerado (037)",260,13,1,100,116,10,15,3,2
"Trabajador del hogar (038)",17,1,,5,9,1,1,,
"Mujeres (040)",2141,201,3,474,571,140,547,39,166
"Empleado (041)",743,1,,17,91,47,413,29,145
"Obrero (042)",131,32,,34,52,6,5,,2
"Trabajador independiente (043)",815,115,3,253,263,59,100,7,15
"Empleador o patrono (044)",22,2,,8,6,1,4,,1
"Trabajador familiar no remunerado (045)",283,42,,116,82,21,17,2,3
"Trabajador del hogar (046)",147,9,,46,77,6,8,1,
,,,,,,,,,
"RURAL (048)",3940,809,9,1379,1049,182,291,81,140
"Empleado (049)",314,8,1,13,57,24,109,23,79
"Obrero (050)",820,124,1,200,288,60,97,19,31
"Trabajador independiente (051)",1868,403,4,794,474,78,58,35,22
"Empleador o patrono (052)",48,9,,15,13,2,4,1,4
"Trabajador familiar no remunerado (053)",864,264,3,346,203,18,23,3,4
"Trabajador del hogar (054)",26,1,,11,14,,,,
"Hombres (056)",2868,387,2,1043,860,164,232,68,112
"Empleado (057)",220,1,,7,46,19,74,16,57
"Obrero (058)",724,85,1,171,266,57,96,18,30
"Trabajador independiente (059)",1413,212,,646,383,72,49,32,19
"Empleador o patrono (060)",45,7,,15,12,2,4,1,4
"Trabajador familiar no remunerado (061)",462,82,1,201,152,14,9,1,2
"Trabajador del hogar (062)",4,,,3,1,,,,
"Mujeres (064)",1072,422,7,336,189,18,59,13,28
"Empleado (065)",94,7,1,6,11,5,35,7,22
"Obrero (066)",96,39,,29,22,3,1,1,1
"Trabajador independiente (067)",455,191,4,148,91,6,9,3,3
"Empleador o patrono (068)",3,2,,,1,,,,
"Trabajador familiar no remunerado (069)",402,182,2,145,51,4,14,2,2
"Trabajador del hogar (070)",22,1,,8,13,,,,
