"CUADRO Nº 1: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 14 AÑOS","15 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia TAYACAJA (000)",98222,5399,30554,17985,13016,11256,8064,5595,6353
"Quechua (001)",63950,2640,16016,10562,9072,8547,6570,4821,5722
"Aymara (002)",91,12,27,11,10,10,6,10,5
"Ashaninca (003)",23,,14,4,2,2,,1,
"Otra lengua nativa (004)",15,,5,1,2,2,3,,2
"Castellano (005)",33900,2741,14455,7377,3905,2639,1450,741,592
"Idioma extranjero (006)",1,,,,,1,,,
"Es sordomudo/a (007)",242,6,37,30,25,55,35,22,32
"Hombres (009)",48652,2657,15573,9082,6319,5496,3972,2664,2889
"Quechua (010)",30826,1266,8087,5161,4324,4104,3160,2202,2522
"Aymara (011)",49,9,16,5,5,3,3,6,2
"Ashaninca (012)",9,,7,,1,,,1,
"Otra lengua nativa (013)",9,,3,,1,1,2,,2
"Castellano (014)",17653,1378,7442,3905,1976,1366,786,449,351
"Idioma extranjero (015)",1,,,,,1,,,
"Es sordomudo/a (016)",105,4,18,11,12,21,21,6,12
"Mujeres (018)",49570,2742,14981,8903,6697,5760,4092,2931,3464
"Quechua (019)",33124,1374,7929,5401,4748,4443,3410,2619,3200
"Aymara (020)",42,3,11,6,5,7,3,4,3
"Ashaninca (021)",14,,7,4,1,2,,,
"Otra lengua nativa (022)",6,,2,1,1,1,1,,
"Castellano (023)",16247,1363,7013,3472,1929,1273,664,292,241
"Es sordomudo/a (025)",137,2,19,19,13,34,14,16,20
,,,,,,,,,
"URBANA (027)",24307,1115,6955,4702,3324,3135,2117,1332,1627
"Quechua (028)",9514,170,1418,1415,1440,1642,1267,902,1260
"Aymara (029)",16,2,3,1,3,4,1,1,1
"Ashaninca (030)",3,,,,2,1,,,
"Castellano (032)",14751,941,5528,3282,1877,1483,848,426,366
"Idioma extranjero (033)",1,,,,,1,,,
"Es sordomudo/a (034)",22,2,6,4,2,4,1,3,
"Hombres (036)",12025,541,3537,2450,1590,1504,1040,636,727
"Quechua (037)",4419,73,722,687,670,760,598,382,527
"Aymara (038)",9,2,2,,2,1,1,1,
"Ashaninca (039)",1,,,,1,,,,
"Castellano (041)",7587,465,2810,1762,917,740,440,253,200
"Idioma extranjero (042)",1,,,,,1,,,
"Es sordomudo/a (043)",8,1,3,1,,2,1,,
"Mujeres (045)",12282,574,3418,2252,1734,1631,1077,696,900
"Quechua (046)",5095,97,696,728,770,882,669,520,733
"Aymara (047)",7,,1,1,1,3,,,1
"Ashaninca (048)",2,,,,1,1,,,
"Castellano (050)",7164,476,2718,1520,960,743,408,173,166
"Es sordomudo/a (052)",14,1,3,3,2,2,,3,
,,,,,,,,,
"RURAL (054)",73915,4284,23599,13283,9692,8121,5947,4263,4726
"Quechua (055)",54436,2470,14598,9147,7632,6905,5303,3919,4462
"Aymara (056)",75,10,24,10,7,6,5,9,4
"Ashaninca (057)",20,,14,4,,1,,1,
"Otra lengua nativa (058)",15,,5,1,2,2,3,,2
"Castellano (059)",19149,1800,8927,4095,2028,1156,602,315,226
"Es sordomudo/a (061)",220,4,31,26,23,51,34,19,32
"Hombres (063)",36627,2116,12036,6632,4729,3992,2932,2028,2162
"Quechua (064)",26407,1193,7365,4474,3654,3344,2562,1820,1995
"Aymara (065)",40,7,14,5,3,2,2,5,2
"Ashaninca (066)",8,,7,,,,,1,
"Otra lengua nativa (067)",9,,3,,1,1,2,,2
"Castellano (068)",10066,913,4632,2143,1059,626,346,196,151
"Es sordomudo/a (070)",97,3,15,10,12,19,20,6,12
"Mujeres (072)",37288,2168,11563,6651,4963,4129,3015,2235,2564
"Quechua (073)",28029,1277,7233,4673,3978,3561,2741,2099,2467
"Aymara (074)",35,3,10,5,4,4,3,4,2
"Ashaninca (075)",12,,7,4,,1,,,
"Otra lengua nativa (076)",6,,2,1,1,1,1,,
"Castellano (077)",9083,887,4295,1952,969,530,256,119,75
"Es sordomudo/a (079)",123,1,16,16,11,32,14,13,20
