"CUADRO Nº 14: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y ESTADO CIVIL",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y ESTADO CIVIL",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia LAMPA (000)",12830,82,4066,4918,1512,452,184,56,4,,1556
"Conviviente (001)",3673,30,1319,1364,406,117,43,11,,,383
"Separado(a) (002)",673,2,239,263,84,35,11,2,,,37
"Casado(a) (003)",5690,29,1846,2397,728,185,92,33,3,,377
"Viudo(a) (004)",1484,12,449,618,170,68,15,6,1,,145
"Divorciado(a) (005)",65,1,17,25,10,5,,,,,7
"Soltero(a) (006)",1245,8,196,251,114,42,23,4,,,607
,,,,,,,,,,,
"URBANA (008)",4902,33,1579,1799,563,183,81,26,2,,636
"Conviviente (009)",1649,21,601,596,177,55,22,6,,,171
"Separado(a) (010)",275,,104,98,36,15,3,2,,,17
"Casado(a) (011)",2004,10,644,815,249,67,42,14,2,,161
"Viudo(a) (012)",480,1,152,182,58,21,7,2,,,57
"Divorciado(a) (013)",24,,5,12,2,3,,,,,2
"Soltero(a) (014)",470,1,73,96,41,22,7,2,,,228
,,,,,,,,,,,
"RURAL (016)",7928,49,2487,3119,949,269,103,30,2,,920
"Conviviente (017)",2024,9,718,768,229,62,21,5,,,212
"Separado(a) (018)",398,2,135,165,48,20,8,,,,20
"Casado(a) (019)",3686,19,1202,1582,479,118,50,19,1,,216
"Viudo(a) (020)",1004,11,297,436,112,47,8,4,1,,88
"Divorciado(a) (021)",41,1,12,13,8,2,,,,,5
"Soltero(a) (022)",775,7,123,155,73,20,16,2,,,379
