"CUADRO Nº 14: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y ESTADO CIVIL",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y ESTADO CIVIL",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia HUAYTARA (000)",6057,89,2454,1979,631,245,86,28,3,,542
"Conviviente (001)",1638,21,705,540,143,44,17,4,,,164
"Separado(a) (002)",323,7,134,109,34,16,7,3,1,,12
"Casado(a) (003)",2747,40,1152,928,311,114,30,15,2,,155
"Viudo(a) (004)",815,13,317,286,76,42,20,5,,,56
"Divorciado(a) (005)",36,,23,9,1,2,,,,,1
"Soltero(a) (006)",498,8,123,107,66,27,12,1,,,154
,,,,,,,,,,,
"URBANA (008)",1830,24,666,592,212,106,39,10,1,,180
"Conviviente (009)",473,6,198,150,48,19,3,1,,,48
"Separado(a) (010)",98,1,42,30,11,6,2,2,,,4
"Casado(a) (011)",825,12,283,302,111,52,17,6,1,,41
"Viudo(a) (012)",229,3,92,72,19,15,10,1,,,17
"Divorciado(a) (013)",10,,5,4,,,,,,,1
"Soltero(a) (014)",195,2,46,34,23,14,7,,,,69
,,,,,,,,,,,
"RURAL (016)",4227,65,1788,1387,419,139,47,18,2,,362
"Conviviente (017)",1165,15,507,390,95,25,14,3,,,116
"Separado(a) (018)",225,6,92,79,23,10,5,1,1,,8
"Casado(a) (019)",1922,28,869,626,200,62,13,9,1,,114
"Viudo(a) (020)",586,10,225,214,57,27,10,4,,,39
"Divorciado(a) (021)",26,,18,5,1,2,,,,,
"Soltero(a) (022)",303,6,77,73,43,13,5,1,,,85
