"CUADRO Nº 5: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia PALPA (000)",10152,1360,1779,309,6716
"Conviviente (001)",2742,243,268,68,2163
"Separado(a) (002)",355,30,52,12,264
"Casado(a) (003)",2761,106,855,111,1693
"Viudo(a) (004)",427,11,202,15,201
"Divorciado(a) (005)",48,1,17,3,27
"Soltero(a) (006)",3819,969,385,100,2368
"Hombres (008)",5189,576,906,164,3550
"Conviviente (009)",1319,31,146,39,1103
"Separado(a) (010)",134,3,27,7,99
"Casado(a) (011)",1394,29,477,59,832
"Viudo(a) (012)",126,6,48,4,69
"Divorciado(a) (013)",19,,6,3,10
"Soltero(a) (014)",2197,507,202,52,1437
"Mujeres (016)",4963,784,873,145,3166
"Conviviente (017)",1423,212,122,29,1060
"Separado(a) (018)",221,27,25,5,165
"Casado(a) (019)",1367,77,378,52,861
"Viudo(a) (020)",301,5,154,11,132
"Divorciado(a) (021)",29,1,11,,17
"Soltero(a) (022)",1622,462,183,48,931
,,,,,
"URBANA (024)",6660,870,1313,262,4223
"Conviviente (025)",1734,147,204,55,1328
"Separado(a) (026)",246,23,38,10,177
"Casado(a) (027)",1823,72,629,105,1021
"Viudo(a) (028)",283,11,125,12,136
"Divorciado(a) (029)",35,,11,3,21
"Soltero(a) (030)",2539,617,306,77,1540
"Hombres (032)",3296,372,652,136,2142
"Conviviente (033)",813,23,108,30,652
"Separado(a) (034)",83,2,15,5,62
"Casado(a) (035)",899,22,338,56,486
"Viudo(a) (036)",85,6,30,4,46
"Divorciado(a) (037)",11,,4,3,4
"Soltero(a) (038)",1405,319,157,38,892
"Mujeres (040)",3364,498,661,126,2081
"Conviviente (041)",921,124,96,25,676
"Separado(a) (042)",163,21,23,5,115
"Casado(a) (043)",924,50,291,49,535
"Viudo(a) (044)",198,5,95,8,90
"Divorciado(a) (045)",24,,7,,17
"Soltero(a) (046)",1134,298,149,39,648
,,,,,
"RURAL (048)",3492,490,466,47,2493
"Conviviente (049)",1008,96,64,13,835
"Separado(a) (050)",109,7,14,2,87
"Casado(a) (051)",938,34,226,6,672
"Viudo(a) (052)",144,,77,3,65
"Divorciado(a) (053)",13,1,6,,6
"Soltero(a) (054)",1280,352,79,23,828
"Hombres (056)",1893,204,254,28,1408
"Conviviente (057)",506,8,38,9,451
"Separado(a) (058)",51,1,12,2,37
"Casado(a) (059)",495,7,139,3,346
"Viudo(a) (060)",41,,18,,23
"Divorciado(a) (061)",8,,2,,6
"Soltero(a) (062)",792,188,45,14,545
"Mujeres (064)",1599,286,212,19,1085
"Conviviente (065)",502,88,26,4,384
"Separado(a) (066)",58,6,2,,50
"Casado(a) (067)",443,27,87,3,326
"Viudo(a) (068)",103,,59,3,42
"Divorciado(a) (069)",5,1,4,,
"Soltero(a) (070)",488,164,34,9,283
